GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACE,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ESP001,ESP002,ESP003,ESP004,ESP005
"G31043755","1990",,,,,,,,,,"99999",,,"4",,"Saronville village","43755",,"2","Nebraska","31",,,,"Saronville village",13,3,0,0,0
"G31044035","1990",,,,,,,,,,"99999",,,"4",,"Schuyler city","44035",,"2","Nebraska","31",,,,"Schuyler city",1229,361,25,9,6
"G31044070","1990",,,,,,,,,,"99999",,,"4",,"Scotia village","44070",,"2","Nebraska","31",,,,"Scotia village",114,20,3,0,0
"G31044245","1990",,,,,,,,,,"99999",,,"4",,"Scottsbluff city","44245",,"2","Nebraska","31",,,,"Scottsbluff city",4120,1284,108,52,24
"G31044280","1990",,,,,,,,,,"99999",,,"4",,"Scribner city","44280",,"2","Nebraska","31",,,,"Scribner city",328,66,3,0,0
"G31044385","1990",,,,,,,,,,"99999",,,"4",,"Seneca village","44385",,"2","Nebraska","31",,,,"Seneca village",21,8,0,0,0
"G31044420","1990",,,,,,,,,,"99999",,,"4",,"Seward city","44420",,"2","Nebraska","31",,,,"Seward city",1541,440,26,2,0
"G31044595","1990",,,,,,,,,,"99999",,,"4",,"Shelby village","44595",,"2","Nebraska","31",,,,"Shelby village",216,58,3,1,0
"G31044700","1990",,,,,,,,,,"99999",,,"4",,"Shelton village","44700",,"2","Nebraska","31",,,,"Shelton village",307,88,4,0,0
"G31045085","1990",,,,,,,,,,"99999",,,"4",,"Shickley village","45085",,"2","Nebraska","31",,,,"Shickley village",120,31,2,0,0
"G31045190","1990",,,,,,,,,,"99999",,,"4",,"Sholes village","45190",,"2","Nebraska","31",,,,"Sholes village",5,2,1,0,0
"G31045225","1990",,,,,,,,,,"99999",,,"4",,"Shubert village","45225",,"2","Nebraska","31",,,,"Shubert village",68,26,2,0,0
"G31045295","1990",,,,,,,,,,"99999",,,"4",,"Sidney city","45295",,"2","Nebraska","31",,,,"Sidney city",1914,504,30,8,1
"G31045400","1990",,,,,,,,,,"99999",,,"4",,"Silver Creek village","45400",,"2","Nebraska","31",,,,"Silver Creek village",186,68,2,1,0
"G31045560","1990",,,,,,,,,,"99999",,,"4",,"Skyline CDP","45560",,"2","Nebraska","31",,,,"Skyline CDP",616,153,1,0,0
"G31045575","1990",,,,,,,,,,"99999",,,"4",,"Smithfield village","45575",,"2","Nebraska","31",,,,"Smithfield village",13,7,0,1,0
"G31045610","1990",,,,,,,,,,"99999",,,"4",,"Snyder village","45610",,"2","Nebraska","31",,,,"Snyder village",107,21,0,0,0
"G31045680","1990",,,,,,,,,,"99999",,,"4",,"South Bend village","45680",,"2","Nebraska","31",,,,"South Bend village",27,7,3,0,0
"G31046030","1990",,,,,,,,,,"99999",,,"4",,"South Sioux City city","46030",,"2","Nebraska","31",,,,"South Sioux City city",2339,1164,92,32,21
"G31046135","1990",,,,,,,,,,"99999",,,"4",,"Spalding village","46135",,"2","Nebraska","31",,,,"Spalding village",181,46,3,1,0
"G31046275","1990",,,,,,,,,,"99999",,,"4",,"Spencer village","46275",,"2","Nebraska","31",,,,"Spencer village",175,50,5,1,1
"G31046380","1990",,,,,,,,,,"99999",,,"4",,"Sprague village","46380",,"2","Nebraska","31",,,,"Sprague village",38,18,0,0,0
"G31046520","1990",,,,,,,,,,"99999",,,"4",,"Springfield city","46520",,"2","Nebraska","31",,,,"Springfield city",282,186,10,2,0
"G31046625","1990",,,,,,,,,,"99999",,,"4",,"Springview village","46625",,"2","Nebraska","31",,,,"Springview village",110,18,5,0,0
"G31046695","1990",,,,,,,,,,"99999",,,"4",,"Stamford village","46695",,"2","Nebraska","31",,,,"Stamford village",66,19,1,0,0
"G31046800","1990",,,,,,,,,,"99999",,,"4",,"Stanton city","46800",,"2","Nebraska","31",,,,"Stanton city",451,149,4,0,0
"G31046835","1990",,,,,,,,,,"99999",,,"4",,"Staplehurst village","46835",,"2","Nebraska","31",,,,"Staplehurst village",72,30,1,0,0
"G31046870","1990",,,,,,,,,,"99999",,,"4",,"Stapleton village","46870",,"2","Nebraska","31",,,,"Stapleton village",105,25,0,1,0
"G31047010","1990",,,,,,,,,,"99999",,,"4",,"Steele City village","47010",,"2","Nebraska","31",,,,"Steele City village",41,10,0,0,0
"G31047080","1990",,,,,,,,,,"99999",,,"4",,"Steinauer village","47080",,"2","Nebraska","31",,,,"Steinauer village",32,10,0,0,0
"G31047115","1990",,,,,,,,,,"99999",,,"4",,"Stella village","47115",,"2","Nebraska","31",,,,"Stella village",64,30,1,0,0
"G31047150","1990",,,,,,,,,,"99999",,,"4",,"Sterling village","47150",,"2","Nebraska","31",,,,"Sterling village",163,33,1,1,0
"G31047220","1990",,,,,,,,,,"99999",,,"4",,"Stockham village","47220",,"2","Nebraska","31",,,,"Stockham village",9,10,1,0,0
"G31047290","1990",,,,,,,,,,"99999",,,"4",,"Stockville village","47290",,"2","Nebraska","31",,,,"Stockville village",12,3,0,0,0
"G31047360","1990",,,,,,,,,,"99999",,,"4",,"Strang village","47360",,"2","Nebraska","31",,,,"Strang village",13,3,0,0,0
"G31047395","1990",,,,,,,,,,"99999",,,"4",,"Stratton village","47395",,"2","Nebraska","31",,,,"Stratton village",137,39,2,0,0
"G31047465","1990",,,,,,,,,,"99999",,,"4",,"Stromsburg city","47465",,"2","Nebraska","31",,,,"Stromsburg city",413,84,1,2,0
"G31047500","1990",,,,,,,,,,"99999",,,"4",,"Stuart village","47500",,"2","Nebraska","31",,,,"Stuart village",176,59,8,1,0
"G31047675","1990",,,,,,,,,,"99999",,,"4",,"Sumner village","47675",,"2","Nebraska","31",,,,"Sumner village",80,16,1,0,0
"G31047815","1990",,,,,,,,,,"99999",,,"4",,"Superior city","47815",,"2","Nebraska","31",,,,"Superior city",854,178,8,1,0
"G31047850","1990",,,,,,,,,,"99999",,,"4",,"Surprise village","47850",,"2","Nebraska","31",,,,"Surprise village",17,6,0,0,0
"G31047920","1990",,,,,,,,,,"99999",,,"4",,"Sutherland village","47920",,"2","Nebraska","31",,,,"Sutherland village",297,88,13,0,0
"G31047955","1990",,,,,,,,,,"99999",,,"4",,"Sutton city","47955",,"2","Nebraska","31",,,,"Sutton city",462,98,0,0,0
"G31048060","1990",,,,,,,,,,"99999",,,"4",,"Swanton village","48060",,"2","Nebraska","31",,,,"Swanton village",50,13,1,0,0
"G31048235","1990",,,,,,,,,,"99999",,,"4",,"Syracuse city","48235",,"2","Nebraska","31",,,,"Syracuse city",594,110,2,2,0
"G31048270","1990",,,,,,,,,,"99999",,,"4",,"Table Rock village","48270",,"2","Nebraska","31",,,,"Table Rock village",118,24,0,0,0
"G31048305","1990",,,,,,,,,,"99999",,,"4",,"Talmage village","48305",,"2","Nebraska","31",,,,"Talmage village",87,20,2,0,0
"G31048340","1990",,,,,,,,,,"99999",,,"4",,"Tamora village","48340",,"2","Nebraska","31",,,,"Tamora village",8,8,0,0,0
"G31048410","1990",,,,,,,,,,"99999",,,"4",,"Tarnov village","48410",,"2","Nebraska","31",,,,"Tarnov village",16,7,0,0,0
"G31048445","1990",,,,,,,,,,"99999",,,"4",,"Taylor village","48445",,"2","Nebraska","31",,,,"Taylor village",75,20,0,0,0
"G31048480","1990",,,,,,,,,,"99999",,,"4",,"Tecumseh city","48480",,"2","Nebraska","31",,,,"Tecumseh city",611,127,11,6,1
"G31048515","1990",,,,,,,,,,"99999",,,"4",,"Tekamah city","48515",,"2","Nebraska","31",,,,"Tekamah city",584,172,4,1,0
"G31048585","1990",,,,,,,,,,"99999",,,"4",,"Terrytown village","48585",,"2","Nebraska","31",,,,"Terrytown village",149,72,24,6,3
"G31048690","1990",,,,,,,,,,"99999",,,"4",,"Thayer village","48690",,"2","Nebraska","31",,,,"Thayer village",17,8,0,0,0
"G31048760","1990",,,,,,,,,,"99999",,,"4",,"Thedford village","48760",,"2","Nebraska","31",,,,"Thedford village",71,30,2,0,0
"G31048900","1990",,,,,,,,,,"99999",,,"4",,"Thurston village","48900",,"2","Nebraska","31",,,,"Thurston village",43,5,1,0,0
"G31048935","1990",,,,,,,,,,"99999",,,"4",,"Tilden city","48935",,"2","Nebraska","31",,,,"Tilden city",295,80,6,0,0
"G31049005","1990",,,,,,,,,,"99999",,,"4",,"Tobias village","49005",,"2","Nebraska","31",,,,"Tobias village",48,6,2,0,0
"G31049145","1990",,,,,,,,,,"99999",,,"4",,"Trenton village","49145",,"2","Nebraska","31",,,,"Trenton village",229,49,2,0,0
"G31049285","1990",,,,,,,,,,"99999",,,"4",,"Trumbull village","49285",,"2","Nebraska","31",,,,"Trumbull village",47,27,0,0,0
"G31049425","1990",,,,,,,,,,"99999",,,"4",,"Uehling village","49425",,"2","Nebraska","31",,,,"Uehling village",101,22,0,0,0
"G31049460","1990",,,,,,,,,,"99999",,,"4",,"Ulysses village","49460",,"2","Nebraska","31",,,,"Ulysses village",83,24,3,0,0
"G31049530","1990",,,,,,,,,,"99999",,,"4",,"Unadilla village","49530",,"2","Nebraska","31",,,,"Unadilla village",96,25,1,0,0
"G31049635","1990",,,,,,,,,,"99999",,,"4",,"Union village","49635",,"2","Nebraska","31",,,,"Union village",77,27,4,0,0
"G31049880","1990",,,,,,,,,,"99999",,,"4",,"Upland village","49880",,"2","Nebraska","31",,,,"Upland village",61,10,1,0,0
"G31049915","1990",,,,,,,,,,"99999",,,"4",,"Utica village","49915",,"2","Nebraska","31",,,,"Utica village",234,55,3,1,0
"G31049950","1990",,,,,,,,,,"99999",,,"4",,"Valentine city","49950",,"2","Nebraska","31",,,,"Valentine city",910,248,19,3,2
"G31050020","1990",,,,,,,,,,"99999",,,"4",,"Valley city","50020",,"2","Nebraska","31",,,,"Valley city",448,226,10,0,1
"G31050125","1990",,,,,,,,,,"99999",,,"4",,"Valparaiso village","50125",,"2","Nebraska","31",,,,"Valparaiso village",144,46,1,1,0
"G31050230","1990",,,,,,,,,,"99999",,,"4",,"Venango village","50230",,"2","Nebraska","31",,,,"Venango village",54,21,2,0,0
"G31050335","1990",,,,,,,,,,"99999",,,"4",,"Verdel village","50335",,"2","Nebraska","31",,,,"Verdel village",22,5,1,0,0
"G31050370","1990",,,,,,,,,,"99999",,,"4",,"Verdigre village","50370",,"2","Nebraska","31",,,,"Verdigre village",215,46,0,0,0
"G31050510","1990",,,,,,,,,,"99999",,,"4",,"Verdon village","50510",,"2","Nebraska","31",,,,"Verdon village",54,33,3,0,0
"G31050790","1990",,,,,,,,,,"99999",,,"4",,"Virginia village","50790",,"2","Nebraska","31",,,,"Virginia village",22,11,1,0,0
"G31050895","1990",,,,,,,,,,"99999",,,"4",,"Waco village","50895",,"2","Nebraska","31",,,,"Waco village",76,18,0,0,0
"G31050965","1990",,,,,,,,,,"99999",,,"4",,"Wahoo city","50965",,"2","Nebraska","31",,,,"Wahoo city",1156,310,12,3,1
"G31051070","1990",,,,,,,,,,"99999",,,"4",,"Wakefield city","51070",,"2","Nebraska","31",,,,"Wakefield city",354,97,4,2,0
"G31051175","1990",,,,,,,,,,"99999",,,"4",,"Wallace village","51175",,"2","Nebraska","31",,,,"Wallace village",103,21,1,1,0
"G31051245","1990",,,,,,,,,,"99999",,,"4",,"Walthill village","51245",,"2","Nebraska","31",,,,"Walthill village",173,88,13,3,1
"G31051595","1990",,,,,,,,,,"99999",,,"4",,"Washington village","51595",,"2","Nebraska","31",,,,"Washington village",30,11,2,0,0
"G31051630","1990",,,,,,,,,,"99999",,,"4",,"Waterbury village","51630",,"2","Nebraska","31",,,,"Waterbury village",22,14,0,0,0
"G31051665","1990",,,,,,,,,,"99999",,,"4",,"Waterloo village","51665",,"2","Nebraska","31",,,,"Waterloo village",119,58,3,0,0
"G31051700","1990",,,,,,,,,,"99999",,,"4",,"Wauneta village","51700",,"2","Nebraska","31",,,,"Wauneta village",244,51,0,0,0
"G31051735","1990",,,,,,,,,,"99999",,,"4",,"Wausa village","51735",,"2","Nebraska","31",,,,"Wausa village",240,29,1,0,0
"G31051770","1990",,,,,,,,,,"99999",,,"4",,"Waverly city","51770",,"2","Nebraska","31",,,,"Waverly city",409,208,7,1,0
"G31051840","1990",,,,,,,,,,"99999",,,"4",,"Wayne city","51840",,"2","Nebraska","31",,,,"Wayne city",1298,386,16,4,1
"G31052015","1990",,,,,,,,,,"99999",,,"4",,"Weeping Water city","52015",,"2","Nebraska","31",,,,"Weeping Water city",310,90,4,0,0
"G31052085","1990",,,,,,,,,,"99999",,,"4",,"Wellfleet village","52085",,"2","Nebraska","31",,,,"Wellfleet village",15,5,3,0,0
"G31052295","1990",,,,,,,,,,"99999",,,"4",,"Western village","52295",,"2","Nebraska","31",,,,"Western village",91,26,0,0,0
"G31052540","1990",,,,,,,,,,"99999",,,"4",,"Weston village","52540",,"2","Nebraska","31",,,,"Weston village",102,31,1,0,0
"G31052575","1990",,,,,,,,,,"99999",,,"4",,"West Point city","52575",,"2","Nebraska","31",,,,"West Point city",1017,285,7,1,0
"G31052925","1990",,,,,,,,,,"99999",,,"4",,"Whitney village","52925",,"2","Nebraska","31",,,,"Whitney village",13,3,1,0,0
"G31052960","1990",,,,,,,,,,"99999",,,"4",,"Wilber city","52960",,"2","Nebraska","31",,,,"Wilber city",533,117,2,1,0
"G31052995","1990",,,,,,,,,,"99999",,,"4",,"Wilcox village","52995",,"2","Nebraska","31",,,,"Wilcox village",101,33,2,0,0
"G31053240","1990",,,,,,,,,,"99999",,,"4",,"Wilsonville village","53240",,"2","Nebraska","31",,,,"Wilsonville village",53,12,0,0,0
"G31053275","1990",,,,,,,,,,"99999",,,"4",,"Winnebago village","53275",,"2","Nebraska","31",,,,"Winnebago village",98,83,28,5,1
"G31053345","1990",,,,,,,,,,"99999",,,"4",,"Winnetoon village","53345",,"2","Nebraska","31",,,,"Winnetoon village",25,3,0,0,0
"G31053380","1990",,,,,,,,,,"99999",,,"4",,"Winside village","53380",,"2","Nebraska","31",,,,"Winside village",142,41,0,0,0
"G31053415","1990",,,,,,,,,,"99999",,,"4",,"Winslow village","53415",,"2","Nebraska","31",,,,"Winslow village",21,20,1,0,0
"G31053450","1990",,,,,,,,,,"99999",,,"4",,"Wisner city","53450",,"2","Nebraska","31",,,,"Wisner city",436,90,1,0,0
"G31053520","1990",,,,,,,,,,"99999",,,"4",,"Wolbach village","53520",,"2","Nebraska","31",,,,"Wolbach village",99,24,2,0,0
"G31053555","1990",,,,,,,,,,"99999",,,"4",,"Wood Lake village","53555",,"2","Nebraska","31",,,,"Wood Lake village",32,1,0,0,0
"G31053660","1990",,,,,,,,,,"99999",,,"4",,"Wood River city","53660",,"2","Nebraska","31",,,,"Wood River city",308,116,3,2,0
"G31053835","1990",,,,,,,,,,"99999",,,"4",,"Wymore city","53835",,"2","Nebraska","31",,,,"Wymore city",582,127,6,1,0
"G31053905","1990",,,,,,,,,,"99999",,,"4",,"Wynot village","53905",,"2","Nebraska","31",,,,"Wynot village",61,19,2,0,0
"G31054045","1990",,,,,,,,,,"99999",,,"4",,"York city","54045",,"2","Nebraska","31",,,,"York city",2472,633,20,5,0
"G31054115","1990",,,,,,,,,,"99999",,,"4",,"Yutan village","54115",,"2","Nebraska","31",,,,"Yutan village",156,66,3,1,0
"G32004900","1990",,,,,,,,,,"99999",,,"8",,"Battle Mountain CDP","04900",,"4","Nevada","32",,,,"Battle Mountain CDP",642,506,69,35,13
"G32005100","1990",,,,,,,,,,"99999",,,"8",,"Beatty CDP","05100",,"4","Nevada","32",,,,"Beatty CDP",339,315,34,32,9
"G32006500","1990",,,,,,,,,,"99999",,,"8",,"Boulder City city","06500",,"4","Nevada","32",,,,"Boulder City city",3653,1230,88,26,1
"G32008500","1990",,,,,,,,,,"99999",,,"8",,"Caliente city","08500",,"4","Nevada","32",,,,"Caliente city",256,110,21,5,1
"G32008900","1990",,,,,,,,,,"99999",,,"8",,"Carlin city","08900",,"4","Nevada","32",,,,"Carlin city",408,331,38,18,4
"G32009700","1990",,,,,,,,,,"99999",,,"8",,"Carson City","09700",,"4","Nevada","32",,,,"Carson City",10730,4540,335,202,88
"G32017500","1990",,,,,,,,,,"99999",,,"8",,"Dayton CDP","17500",,"4","Nevada","32",,,,"Dayton CDP",515,285,23,2,2
"G32021500","1990",,,,,,,,,,"99999",,,"8",,"East Las Vegas CDP","21500",,"4","Nevada","32",,,,"East Las Vegas CDP",2263,1734,198,126,46
"G32022500","1990",,,,,,,,,,"99999",,,"8",,"Elko city","22500",,"4","Nevada","32",,,,"Elko city",3076,1899,250,135,59
"G32023500","1990",,,,,,,,,,"99999",,,"8",,"Ely city","23500",,"4","Nevada","32",,,,"Ely city",1220,567,41,16,0
"G32023770","1990",,,,,,,,,,"99999",,,"8",,"Enterprise CDP","23770",,"4","Nevada","32",,,,"Enterprise CDP",1616,661,37,15,5
"G32024100","1990",,,,,,,,,,"99999",,,"8",,"Fallon city","24100",,"4","Nevada","32",,,,"Fallon city",1668,832,88,20,12
"G32024500","1990",,,,,,,,,,"99999",,,"8",,"Fallon Station CDP","24500",,"4","Nevada","32",,,,"Fallon Station CDP",49,170,14,6,0
"G32024900","1990",,,,,,,,,,"99999",,,"8",,"Fernley CDP","24900",,"4","Nevada","32",,,,"Fernley CDP",1138,650,58,22,7
"G32025900","1990",,,,,,,,,,"99999",,,"8",,"Gabbs city","25900",,"4","Nevada","32",,,,"Gabbs city",131,93,12,4,0
"G32026300","1990",,,,,,,,,,"99999",,,"8",,"Gardnerville CDP","26300",,"4","Nevada","32",,,,"Gardnerville CDP",674,277,20,7,2
"G32026500","1990",,,,,,,,,,"99999",,,"8",,"Gardnerville Ranchos CDP","26500",,"4","Nevada","32",,,,"Gardnerville Ranchos CDP",1406,1025,62,19,3
"G32031300","1990",,,,,,,,,,"99999",,,"8",,"Hawthorne CDP","31300",,"4","Nevada","32",,,,"Hawthorne CDP",1000,562,59,28,14
"G32031900","1990",,,,,,,,,,"99999",,,"8",,"Henderson city","31900",,"4","Nevada","32",,,,"Henderson city",14137,7932,746,339,83
"G32035200","1990",,,,,,,,,,"99999",,,"8",,"Incline Village-Crystal Bay CDP","35200",,"4","Nevada","32",,,,"Incline Village-Crystal Bay CDP",2173,713,55,19,3
"G32035275","1990",,,,,,,,,,"99999",,,"8",,"Indian Hills CDP","35275",,"4","Nevada","32",,,,"Indian Hills CDP",550,318,22,2,2
"G32035300","1990",,,,,,,,,,"99999",,,"8",,"Indian Springs CDP","35300",,"4","Nevada","32",,,,"Indian Springs CDP",214,172,21,9,1
"G32037190","1990",,,,,,,,,,"99999",,,"8",,"Johnson Lane CDP","37190",,"4","Nevada","32",,,,"Johnson Lane CDP",547,295,17,5,0
"G32038000","1990",,,,,,,,,,"99999",,,"8",,"Kingsbury CDP","38000",,"4","Nevada","32",,,,"Kingsbury CDP",654,241,14,4,2
"G32040000","1990",,,,,,,,,,"99999",,,"8",,"Las Vegas city","40000",,"4","Nevada","32",,,,"Las Vegas city",58631,33269,4029,2644,1162
"G32041000","1990",,,,,,,,,,"99999",,,"8",,"Laughlin CDP","41000",,"4","Nevada","32",,,,"Laughlin CDP",1196,645,55,23,6
"G32043000","1990",,,,,,,,,,"99999",,,"8",,"Lovelock city","43000",,"4","Nevada","32",,,,"Lovelock city",451,267,45,14,10
"G32044000","1990",,,,,,,,,,"99999",,,"8",,"McDermitt CDP","44000",,"4","Nevada","32",,,,"McDermitt CDP",31,41,13,14,4
"G32044200","1990",,,,,,,,,,"99999",,,"8",,"McGill CDP","44200",,"4","Nevada","32",,,,"McGill CDP",303,163,15,2,0
"G32046000","1990",,,,,,,,,,"99999",,,"8",,"Mesquite city","46000",,"4","Nevada","32",,,,"Mesquite city",289,227,52,19,9
"G32047000","1990",,,,,,,,,,"99999",,,"8",,"Minden CDP","47000",,"4","Nevada","32",,,,"Minden CDP",469,123,10,0,3
"G32047880","1990",,,,,,,,,,"99999",,,"8",,"Moapa Valley CDP","47880",,"4","Nevada","32",,,,"Moapa Valley CDP",649,374,73,23,8
"G32050400","1990",,,,,,,,,,"99999",,,"8",,"Nellis AFB CDP","50400",,"4","Nevada","32",,,,"Nellis AFB CDP",420,1306,130,43,6
"G32051000","1990",,,,,,,,,,"99999",,,"8",,"New Washoe City CDP","51000",,"4","Nevada","32",,,,"New Washoe City CDP",673,325,24,1,0
"G32051800","1990",,,,,,,,,,"99999",,,"8",,"North Las Vegas city","51800",,"4","Nevada","32",,,,"North Las Vegas city",6137,5800,1483,684,421
"G32053600","1990",,,,,,,,,,"99999",,,"8",,"Owyhee CDP","53600",,"4","Nevada","32",,,,"Owyhee CDP",142,119,24,8,2
"G32053800","1990",,,,,,,,,,"99999",,,"8",,"Pahrump CDP","53800",,"4","Nevada","32",,,,"Pahrump CDP",1955,886,94,67,22
"G32054600","1990",,,,,,,,,,"99999",,,"8",,"Paradise CDP","54600",,"4","Nevada","32",,,,"Paradise CDP",36340,17294,1448,1257,392
"G32060600","1990",,,,,,,,,,"99999",,,"8",,"Reno city","60600",,"4","Nevada","32",,,,"Reno city",36110,17357,1794,1351,674
"G32065400","1990",,,,,,,,,,"99999",,,"8",,"Schurz CDP","65400",,"4","Nevada","32",,,,"Schurz CDP",104,90,12,4,0
"G32067200","1990",,,,,,,,,,"99999",,,"8",,"Silver Springs CDP","67200",,"4","Nevada","32",,,,"Silver Springs CDP",587,263,33,21,3
"G32068000","1990",,,,,,,,,,"99999",,,"8",,"Smith Valley CDP","68000",,"4","Nevada","32",,,,"Smith Valley CDP",251,108,12,7,3
"G32068400","1990",,,,,,,,,,"99999",,,"8",,"Sparks city","68400",,"4","Nevada","32",,,,"Sparks city",12656,6863,596,317,129
"G32068550","1990",,,,,,,,,,"99999",,,"8",,"Spring Creek CDP","68550",,"4","Nevada","32",,,,"Spring Creek CDP",896,795,96,21,3
"G32068585","1990",,,,,,,,,,"99999",,,"8",,"Spring Valley CDP","68585",,"4","Nevada","32",,,,"Spring Valley CDP",13802,5866,422,161,31
"G32069200","1990",,,,,,,,,,"99999",,,"8",,"Stateline CDP","69200",,"4","Nevada","32",,,,"Stateline CDP",310,171,31,44,20
"G32071400","1990",,,,,,,,,,"99999",,,"8",,"Sunrise Manor CDP","71400",,"4","Nevada","32",,,,"Sunrise Manor CDP",19432,12982,1615,656,181
"G32071600","1990",,,,,,,,,,"99999",,,"8",,"Sun Valley CDP","71600",,"4","Nevada","32",,,,"Sun Valley CDP",2289,1468,180,80,31
"G32073600","1990",,,,,,,,,,"99999",,,"8",,"Tonopah CDP","73600",,"4","Nevada","32",,,,"Tonopah CDP",815,517,50,20,4
"G32081000","1990",,,,,,,,,,"99999",,,"8",,"Wadsworth CDP","81000",,"4","Nevada","32",,,,"Wadsworth CDP",171,74,13,4,3
"G32083000","1990",,,,,,,,,,"99999",,,"8",,"Wells city","83000",,"4","Nevada","32",,,,"Wells city",248,173,16,13,4
"G32083730","1990",,,,,,,,,,"99999",,,"8",,"West Wendover CDP","83730",,"4","Nevada","32",,,,"West Wendover CDP",334,324,49,23,8
"G32084600","1990",,,,,,,,,,"99999",,,"8",,"Winchester CDP","84600",,"4","Nevada","32",,,,"Winchester CDP",7930,2919,247,177,70
"G32084800","1990",,,,,,,,,,"99999",,,"8",,"Winnemucca city","84800",,"4","Nevada","32",,,,"Winnemucca city",1375,754,85,52,37
"G32085400","1990",,,,,,,,,,"99999",,,"8",,"Yerington city","85400",,"4","Nevada","32",,,,"Yerington city",733,268,30,9,4
"G32086300","1990",,,,,,,,,,"99999",,,"8",,"Zephyr Cove-Round Hill Village CDP","86300",,"4","Nevada","32",,,,"Zephyr Cove-Round Hill Village CDP",530,120,6,3,1
"G33001620","1990",,,,,,,,,,"99999",,,"1",,"Antrim CDP","01620",,"1","New Hampshire","33",,,,"Antrim CDP",338,147,9,1,0
"G33005140","1990",,,,,,,,,,"99999",,,"1",,"Berlin city","05140",,"1","New Hampshire","33",,,,"Berlin city",3534,1367,36,6,0
"G33007620","1990",,,,,,,,,,"99999",,,"1",,"Bristol CDP","07620",,"1","New Hampshire","33",,,,"Bristol CDP",406,174,10,6,1
"G33011300","1990",,,,,,,,,,"99999",,,"1",,"Charlestown CDP","11300",,"1","New Hampshire","33",,,,"Charlestown CDP",338,136,9,0,0
"G33012900","1990",,,,,,,,,,"99999",,,"1",,"Claremont city","12900",,"1","New Hampshire","33",,,,"Claremont city",3818,1694,89,5,4
"G33014200","1990",,,,,,,,,,"99999",,,"1",,"Concord city","14200",,"1","New Hampshire","33",,,,"Concord city",9854,4194,146,22,6
"G33014340","1990",,,,,,,,,,"99999",,,"1",,"Contoocook CDP","14340",,"1","New Hampshire","33",,,,"Contoocook CDP",375,124,3,0,0
"G33014580","1990",,,,,,,,,,"99999",,,"1",,"Conway CDP","14580",,"1","New Hampshire","33",,,,"Conway CDP",476,208,5,0,1
"G33017860","1990",,,,,,,,,,"99999",,,"1",,"Derry CDP","17860",,"1","New Hampshire","33",,,,"Derry CDP",4809,2896,115,27,2
"G33018820","1990",,,,,,,,,,"99999",,,"1",,"Dover city","18820",,"1","New Hampshire","33",,,,"Dover city",7089,3136,84,32,4
"G33019620","1990",,,,,,,,,,"99999",,,"1",,"Durham CDP","19620",,"1","New Hampshire","33",,,,"Durham CDP",836,596,52,26,0
"G33021780","1990",,,,,,,,,,"99999",,,"1",,"East Merrimack CDP","21780",,"1","New Hampshire","33",,,,"East Merrimack CDP",1025,467,24,1,0
"G33024260","1990",,,,,,,,,,"99999",,,"1",,"Enfield CDP","24260",,"1","New Hampshire","33",,,,"Enfield CDP",415,222,8,1,0
"G33024580","1990",,,,,,,,,,"99999",,,"1",,"Epping CDP","24580",,"1","New Hampshire","33",,,,"Epping CDP",369,180,7,1,0
"G33025300","1990",,,,,,,,,,"99999",,,"1",,"Exeter CDP","25300",,"1","New Hampshire","33",,,,"Exeter CDP",2718,1215,35,12,0
"G33025940","1990",,,,,,,,,,"99999",,,"1",,"Farmington CDP","25940",,"1","New Hampshire","33",,,,"Farmington CDP",768,494,39,8,1
"G33027380","1990",,,,,,,,,,"99999",,,"1",,"Franklin city","27380",,"1","New Hampshire","33",,,,"Franklin city",2067,998,66,12,0
"G33030180","1990",,,,,,,,,,"99999",,,"1",,"Gorham CDP","30180",,"1","New Hampshire","33",,,,"Gorham CDP",572,234,3,1,0
"G33031860","1990",,,,,,,,,,"99999",,,"1",,"Greenville CDP","31860",,"1","New Hampshire","33",,,,"Greenville CDP",286,152,6,1,1
"G33032260","1990",,,,,,,,,,"99999",,,"1",,"Groveton CDP","32260",,"1","New Hampshire","33",,,,"Groveton CDP",392,132,8,0,0
"G33032980","1990",,,,,,,,,,"99999",,,"1",,"Hampton CDP","32980",,"1","New Hampshire","33",,,,"Hampton CDP",2239,859,21,7,6
"G33033780","1990",,,,,,,,,,"99999",,,"1",,"Hanover CDP","33780",,"1","New Hampshire","33",,,,"Hanover CDP",1084,253,5,2,1
"G33035460","1990",,,,,,,,,,"99999",,,"1",,"Henniker CDP","35460",,"1","New Hampshire","33",,,,"Henniker CDP",343,143,1,0,1
"G33036020","1990",,,,,,,,,,"99999",,,"1",,"Hillsborough CDP","36020",,"1","New Hampshire","33",,,,"Hillsborough CDP",432,239,19,4,1
"G33036580","1990",,,,,,,,,,"99999",,,"1",,"Hinsdale CDP","36580",,"1","New Hampshire","33",,,,"Hinsdale CDP",493,206,14,1,0
"G33037220","1990",,,,,,,,,,"99999",,,"1",,"Hooksett CDP","37220",,"1","New Hampshire","33",,,,"Hooksett CDP",611,331,14,1,0
