GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACE,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ESP001,ESP002,ESP003,ESP004,ESP005
"G05047030","1990",,,,,,,,,,"99999",,,"7",,"Morrison Bluff town","47030",,"3","Arkansas","05",,,,"Morrison Bluff town",19,11,0,0,0
"G05047300","1990",,,,,,,,,,"99999",,,"7",,"Mountainburg city","47300",,"3","Arkansas","05",,,,"Mountainburg city",144,61,3,0,0
"G05047390","1990",,,,,,,,,,"99999",,,"7",,"Mountain Home city","47390",,"3","Arkansas","05",,,,"Mountain Home city",3504,723,23,3,0
"G05047450","1990",,,,,,,,,,"99999",,,"7",,"Mountain Pine city","47450",,"3","Arkansas","05",,,,"Mountain Pine city",151,136,14,1,1
"G05047540","1990",,,,,,,,,,"99999",,,"7",,"Mountain View city","47540",,"3","Arkansas","05",,,,"Mountain View city",728,294,19,2,0
"G05047690","1990",,,,,,,,,,"99999",,,"7",,"Mount Ida city","47690",,"3","Arkansas","05",,,,"Mount Ida city",212,90,5,1,2
"G05047900","1990",,,,,,,,,,"99999",,,"7",,"Mount Pleasant town","47900",,"3","Arkansas","05",,,,"Mount Pleasant town",105,59,4,0,0
"G05048020","1990",,,,,,,,,,"99999",,,"7",,"Mount Vernon town","48020",,"3","Arkansas","05",,,,"Mount Vernon town",35,28,4,0,0
"G05048200","1990",,,,,,,,,,"99999",,,"7",,"Mulberry city","48200",,"3","Arkansas","05",,,,"Mulberry city",415,176,9,2,1
"G05048290","1990",,,,,,,,,,"99999",,,"7",,"Murfreesboro city","48290",,"3","Arkansas","05",,,,"Murfreesboro city",399,173,14,1,2
"G05048560","1990",,,,,,,,,,"99999",,,"7",,"Nashville city","48560",,"3","Arkansas","05",,,,"Nashville city",1087,548,50,14,4
"G05049010","1990",,,,,,,,,,"99999",,,"7",,"Newark city","49010",,"3","Arkansas","05",,,,"Newark city",282,153,9,5,0
"G05049580","1990",,,,,,,,,,"99999",,,"7",,"Newport city","49580",,"3","Arkansas","05",,,,"Newport city",2049,789,80,21,10
"G05049820","1990",,,,,,,,,,"99999",,,"7",,"Nimmons town","49820",,"3","Arkansas","05",,,,"Nimmons town",30,11,2,0,0
"G05050000","1990",,,,,,,,,,"99999",,,"7",,"Norfork city","50000",,"3","Arkansas","05",,,,"Norfork city",106,52,2,0,0
"G05050030","1990",,,,,,,,,,"99999",,,"7",,"Norman town","50030",,"3","Arkansas","05",,,,"Norman town",126,43,4,0,2
"G05050060","1990",,,,,,,,,,"99999",,,"7",,"Norphlet city","50060",,"3","Arkansas","05",,,,"Norphlet city",198,90,5,1,1
"G05050240","1990",,,,,,,,,,"99999",,,"7",,"North Crossett CDP","50240",,"3","Arkansas","05",,,,"North Crossett CDP",738,486,31,10,2
"G05050450","1990",,,,,,,,,,"99999",,,"7",,"North Little Rock city","50450",,"3","Arkansas","05",,,,"North Little Rock city",17206,7012,582,140,47
"G05050810","1990",,,,,,,,,,"99999",,,"7",,"Oak Grove town","50810",,"3","Arkansas","05",,,,"Oak Grove town",55,28,4,1,0
"G05051060","1990",,,,,,,,,,"99999",,,"7",,"Oak Grove Heights town","51060",,"3","Arkansas","05",,,,"Oak Grove Heights town",91,79,4,1,0
"G05051080","1990",,,,,,,,,,"99999",,,"7",,"Oakhaven city","51080",,"3","Arkansas","05",,,,"Oakhaven city",4,5,0,0,0
"G05051290","1990",,,,,,,,,,"99999",,,"7",,"Oden town","51290",,"3","Arkansas","05",,,,"Oden town",36,16,1,0,0
"G05051350","1990",,,,,,,,,,"99999",,,"7",,"Ogden town","51350",,"3","Arkansas","05",,,,"Ogden town",56,37,4,3,0
"G05051410","1990",,,,,,,,,,"99999",,,"7",,"Oil Trough city","51410",,"3","Arkansas","05",,,,"Oil Trough city",59,24,4,0,0
"G05051500","1990",,,,,,,,,,"99999",,,"7",,"O'Kean town","51500",,"3","Arkansas","05",,,,"O'Kean town",46,39,4,1,0
"G05051530","1990",,,,,,,,,,"99999",,,"7",,"Okolona town","51530",,"3","Arkansas","05",,,,"Okolona town",47,9,2,0,0
"G05051560","1990",,,,,,,,,,"99999",,,"7",,"Ola city","51560",,"3","Arkansas","05",,,,"Ola city",301,121,10,2,0
"G05052160","1990",,,,,,,,,,"99999",,,"7",,"Omaha town","52160",,"3","Arkansas","05",,,,"Omaha town",35,36,3,0,0
"G05052430","1990",,,,,,,,,,"99999",,,"7",,"Oppelo city","52430",,"3","Arkansas","05",,,,"Oppelo city",118,90,5,2,0
"G05052580","1990",,,,,,,,,,"99999",,,"7",,"Osceola city","52580",,"3","Arkansas","05",,,,"Osceola city",1707,1153,178,50,15
"G05052880","1990",,,,,,,,,,"99999",,,"7",,"Oxford city","52880",,"3","Arkansas","05",,,,"Oxford city",141,77,3,4,0
"G05052940","1990",,,,,,,,,,"99999",,,"7",,"Ozan city","52940",,"3","Arkansas","05",,,,"Ozan city",23,8,0,0,0
"G05052970","1990",,,,,,,,,,"99999",,,"7",,"Ozark city","52970",,"3","Arkansas","05",,,,"Ozark city",936,411,23,4,0
"G05053150","1990",,,,,,,,,,"99999",,,"7",,"Palestine city","53150",,"3","Arkansas","05",,,,"Palestine city",157,87,10,3,1
"G05053240","1990",,,,,,,,,,"99999",,,"7",,"Pangburn city","53240",,"3","Arkansas","05",,,,"Pangburn city",176,84,3,0,0
"G05053390","1990",,,,,,,,,,"99999",,,"7",,"Paragould city","53390",,"3","Arkansas","05",,,,"Paragould city",5073,2219,114,25,1
"G05053480","1990",,,,,,,,,,"99999",,,"7",,"Paris city","53480",,"3","Arkansas","05",,,,"Paris city",1048,425,39,7,0
"G05053510","1990",,,,,,,,,,"99999",,,"7",,"Parkdale city","53510",,"3","Arkansas","05",,,,"Parkdale city",83,33,20,3,0
"G05053555","1990",,,,,,,,,,"99999",,,"7",,"Parkers-Iron Springs CDP","53555",,"3","Arkansas","05",,,,"Parkers-Iron Springs CDP",731,518,29,5,0
"G05053600","1990",,,,,,,,,,"99999",,,"7",,"Parkin city","53600",,"3","Arkansas","05",,,,"Parkin city",387,209,41,15,2
"G05053900","1990",,,,,,,,,,"99999",,,"7",,"Patmos town","53900",,"3","Arkansas","05",,,,"Patmos town",2,7,0,0,0
"G05053990","1990",,,,,,,,,,"99999",,,"7",,"Patterson town","53990",,"3","Arkansas","05",,,,"Patterson town",118,58,6,1,0
"G05054140","1990",,,,,,,,,,"99999",,,"7",,"Peach Orchard town","54140",,"3","Arkansas","05",,,,"Peach Orchard town",66,24,1,0,0
"G05054200","1990",,,,,,,,,,"99999",,,"7",,"Pea Ridge city","54200",,"3","Arkansas","05",,,,"Pea Ridge city",389,188,22,4,1
"G05054620","1990",,,,,,,,,,"99999",,,"7",,"Perla town","54620",,"3","Arkansas","05",,,,"Perla town",41,21,1,0,0
"G05054650","1990",,,,,,,,,,"99999",,,"7",,"Perry town","54650",,"3","Arkansas","05",,,,"Perry town",54,28,1,2,0
"G05054680","1990",,,,,,,,,,"99999",,,"7",,"Perrytown city","54680",,"3","Arkansas","05",,,,"Perrytown city",62,30,4,0,0
"G05054710","1990",,,,,,,,,,"99999",,,"7",,"Perryville city","54710",,"3","Arkansas","05",,,,"Perryville city",283,140,9,1,1
"G05055130","1990",,,,,,,,,,"99999",,,"7",,"Piggott city","55130",,"3","Arkansas","05",,,,"Piggott city",1253,391,25,0,1
"G05055280","1990",,,,,,,,,,"99999",,,"7",,"Pindall town","55280",,"3","Arkansas","05",,,,"Pindall town",31,19,2,2,0
"G05055310","1990",,,,,,,,,,"99999",,,"7",,"Pine Bluff city","55310",,"3","Arkansas","05",,,,"Pine Bluff city",13068,6670,853,214,66
"G05055580","1990",,,,,,,,,,"99999",,,"7",,"Pineville town","55580",,"3","Arkansas","05",,,,"Pineville town",55,31,0,0,0
"G05055610","1990",,,,,,,,,,"99999",,,"7",,"Piney CDP","55610",,"3","Arkansas","05",,,,"Piney CDP",654,335,19,4,0
"G05055970","1990",,,,,,,,,,"99999",,,"7",,"Plainview city","55970",,"3","Arkansas","05",,,,"Plainview city",168,91,9,2,0
"G05056270","1990",,,,,,,,,,"99999",,,"7",,"Pleasant Plains town","56270",,"3","Arkansas","05",,,,"Pleasant Plains town",70,27,4,0,0
"G05056480","1990",,,,,,,,,,"99999",,,"7",,"Plumerville city","56480",,"3","Arkansas","05",,,,"Plumerville city",178,123,7,1,0
"G05056540","1990",,,,,,,,,,"99999",,,"7",,"Pocahontas city","56540",,"3","Arkansas","05",,,,"Pocahontas city",1752,741,40,9,0
"G05056600","1990",,,,,,,,,,"99999",,,"7",,"Pollard town","56600",,"3","Arkansas","05",,,,"Pollard town",72,24,3,0,0
"G05056720","1990",,,,,,,,,,"99999",,,"7",,"Portia town","56720",,"3","Arkansas","05",,,,"Portia town",162,61,3,1,0
"G05056750","1990",,,,,,,,,,"99999",,,"7",,"Portland city","56750",,"3","Arkansas","05",,,,"Portland city",126,69,9,2,0
"G05056990","1990",,,,,,,,,,"99999",,,"7",,"Pottsville town","56990",,"3","Arkansas","05",,,,"Pottsville town",194,152,8,3,0
"G05057050","1990",,,,,,,,,,"99999",,,"7",,"Powhatan town","57050",,"3","Arkansas","05",,,,"Powhatan town",11,7,1,0,0
"G05057080","1990",,,,,,,,,,"99999",,,"7",,"Poyen town","57080",,"3","Arkansas","05",,,,"Poyen town",79,45,2,0,0
"G05057125","1990",,,,,,,,,,"99999",,,"7",,"Prairie Creek CDP","57125",,"3","Arkansas","05",,,,"Prairie Creek CDP",504,79,3,1,0
"G05057170","1990",,,,,,,,,,"99999",,,"7",,"Prairie Grove city","57170",,"3","Arkansas","05",,,,"Prairie Grove city",468,217,20,2,0
"G05057230","1990",,,,,,,,,,"99999",,,"7",,"Prattsville town","57230",,"3","Arkansas","05",,,,"Prattsville town",68,30,2,1,0
"G05057260","1990",,,,,,,,,,"99999",,,"7",,"Prescott city","57260",,"3","Arkansas","05",,,,"Prescott city",930,429,42,11,2
"G05057890","1990",,,,,,,,,,"99999",,,"7",,"Pyatt town","57890",,"3","Arkansas","05",,,,"Pyatt town",46,23,2,1,0
"G05057950","1990",,,,,,,,,,"99999",,,"7",,"Quitman city","57950",,"3","Arkansas","05",,,,"Quitman city",189,75,1,0,0
"G05058160","1990",,,,,,,,,,"99999",,,"7",,"Ratcliff city","58160",,"3","Arkansas","05",,,,"Ratcliff city",45,25,2,0,0
"G05058250","1990",,,,,,,,,,"99999",,,"7",,"Ravenden town","58250",,"3","Arkansas","05",,,,"Ravenden town",76,48,3,1,1
"G05058280","1990",,,,,,,,,,"99999",,,"7",,"Ravenden Springs town","58280",,"3","Arkansas","05",,,,"Ravenden Springs town",43,14,2,0,0
"G05058400","1990",,,,,,,,,,"99999",,,"7",,"Reader town","58400",,"3","Arkansas","05",,,,"Reader town",19,5,1,0,0
"G05058490","1990",,,,,,,,,,"99999",,,"7",,"Rector city","58490",,"3","Arkansas","05",,,,"Rector city",749,226,15,8,0
"G05058580","1990",,,,,,,,,,"99999",,,"7",,"Redfield town","58580",,"3","Arkansas","05",,,,"Redfield town",210,164,7,3,0
"G05058880","1990",,,,,,,,,,"99999",,,"7",,"Reed town","58880",,"3","Arkansas","05",,,,"Reed town",51,42,11,4,2
"G05059180","1990",,,,,,,,,,"99999",,,"7",,"Reyno town","59180",,"3","Arkansas","05",,,,"Reyno town",125,60,5,1,0
"G05059480","1990",,,,,,,,,,"99999",,,"7",,"Rison city","59480",,"3","Arkansas","05",,,,"Rison city",284,168,9,1,0
"G05060020","1990",,,,,,,,,,"99999",,,"7",,"Rockport town","60020",,"3","Arkansas","05",,,,"Rockport town",98,52,4,1,0
"G05060110","1990",,,,,,,,,,"99999",,,"7",,"Rockwell CDP","60110",,"3","Arkansas","05",,,,"Rockwell CDP",771,274,8,2,0
"G05060380","1990",,,,,,,,,,"99999",,,"7",,"Roe town","60380",,"3","Arkansas","05",,,,"Roe town",37,15,1,0,0
"G05060410","1990",,,,,,,,,,"99999",,,"7",,"Rogers city","60410",,"3","Arkansas","05",,,,"Rogers city",6370,3063,225,39,8
"G05060590","1990",,,,,,,,,,"99999",,,"7",,"Rondo town","60590",,"3","Arkansas","05",,,,"Rondo town",59,31,8,0,0
"G05060770","1990",,,,,,,,,,"99999",,,"7",,"Rose Bud town","60770",,"3","Arkansas","05",,,,"Rose Bud town",55,17,0,0,0
"G05061040","1990",,,,,,,,,,"99999",,,"7",,"Rosston town","61040",,"3","Arkansas","05",,,,"Rosston town",52,36,5,0,0
"G05061460","1990",,,,,,,,,,"99999",,,"7",,"Rudy town","61460",,"3","Arkansas","05",,,,"Rudy town",11,5,1,1,0
"G05061640","1990",,,,,,,,,,"99999",,,"7",,"Russell town","61640",,"3","Arkansas","05",,,,"Russell town",42,24,4,1,0
"G05061670","1990",,,,,,,,,,"99999",,,"7",,"Russellville city","61670",,"3","Arkansas","05",,,,"Russellville city",5385,2479,122,32,4
"G05061940","1990",,,,,,,,,,"99999",,,"7",,"St. Charles town","61940",,"3","Arkansas","05",,,,"St. Charles town",44,22,2,0,0
"G05061970","1990",,,,,,,,,,"99999",,,"7",,"St. Francis city","61970",,"3","Arkansas","05",,,,"St. Francis city",71,20,0,0,0
"G05062060","1990",,,,,,,,,,"99999",,,"7",,"St. Paul town","62060",,"3","Arkansas","05",,,,"St. Paul town",25,12,2,0,0
"G05062150","1990",,,,,,,,,,"99999",,,"7",,"Salem city","62150",,"3","Arkansas","05",,,,"Salem city",435,148,9,4,0
"G05062210","1990",,,,,,,,,,"99999",,,"7",,"Salem CDP","62210",,"3","Arkansas","05",,,,"Salem CDP",515,431,18,1,0
"G05062240","1990",,,,,,,,,,"99999",,,"7",,"Salesville town","62240",,"3","Arkansas","05",,,,"Salesville town",99,49,2,1,0
"G05062960","1990",,,,,,,,,,"99999",,,"7",,"Scranton city","62960",,"3","Arkansas","05",,,,"Scranton city",56,29,3,0,0
"G05063020","1990",,,,,,,,,,"99999",,,"7",,"Searcy city","63020",,"3","Arkansas","05",,,,"Searcy city",3665,1497,64,11,3
"G05063110","1990",,,,,,,,,,"99999",,,"7",,"Sedgwick town","63110",,"3","Arkansas","05",,,,"Sedgwick town",32,8,1,0,0
"G05063470","1990",,,,,,,,,,"99999",,,"7",,"Shannon Hills city","63470",,"3","Arkansas","05",,,,"Shannon Hills city",307,261,23,2,1
"G05063710","1990",,,,,,,,,,"99999",,,"7",,"Sheridan city","63710",,"3","Arkansas","05",,,,"Sheridan city",776,378,26,3,2
"G05063740","1990",,,,,,,,,,"99999",,,"7",,"Sherrill town","63740",,"3","Arkansas","05",,,,"Sherrill town",21,7,0,0,0
"G05063800","1990",,,,,,,,,,"99999",,,"7",,"Sherwood city","63800",,"3","Arkansas","05",,,,"Sherwood city",4502,2424,75,13,4
"G05063980","1990",,,,,,,,,,"99999",,,"7",,"Shirley town","63980",,"3","Arkansas","05",,,,"Shirley town",89,46,2,3,0
"G05064280","1990",,,,,,,,,,"99999",,,"7",,"Sidney town","64280",,"3","Arkansas","05",,,,"Sidney town",55,26,3,0,0
"G05064370","1990",,,,,,,,,,"99999",,,"7",,"Siloam Springs city","64370",,"3","Arkansas","05",,,,"Siloam Springs city",1950,1018,53,24,7
"G05064730","1990",,,,,,,,,,"99999",,,"7",,"Smackover city","64730",,"3","Arkansas","05",,,,"Smackover city",551,262,25,9,2
"G05064910","1990",,,,,,,,,,"99999",,,"7",,"Smithville town","64910",,"3","Arkansas","05",,,,"Smithville town",32,7,1,0,0
"G05065480","1990",,,,,,,,,,"99999",,,"7",,"South Lead Hill town","65480",,"3","Arkansas","05",,,,"South Lead Hill town",13,13,5,0,0
"G05065900","1990",,,,,,,,,,"99999",,,"7",,"Sparkman town","65900",,"3","Arkansas","05",,,,"Sparkman town",148,56,6,1,0
"G05066080","1990",,,,,,,,,,"99999",,,"7",,"Springdale city","66080",,"3","Arkansas","05",,,,"Springdale city",7059,4039,260,62,12
"G05066320","1990",,,,,,,,,,"99999",,,"7",,"Stamps city","66320",,"3","Arkansas","05",,,,"Stamps city",588,282,41,8,5
"G05066440","1990",,,,,,,,,,"99999",,,"7",,"Star City city","66440",,"3","Arkansas","05",,,,"Star City city",502,254,23,9,1
"G05066860","1990",,,,,,,,,,"99999",,,"7",,"Stephens city","66860",,"3","Arkansas","05",,,,"Stephens city",308,146,7,2,0
"G05067250","1990",,,,,,,,,,"99999",,,"7",,"Strawberry town","67250",,"3","Arkansas","05",,,,"Strawberry town",76,35,2,0,0
"G05067370","1990",,,,,,,,,,"99999",,,"7",,"Strong city","67370",,"3","Arkansas","05",,,,"Strong city",181,80,5,1,1
"G05067490","1990",,,,,,,,,,"99999",,,"7",,"Stuttgart city","67490",,"3","Arkansas","05",,,,"Stuttgart city",2716,1185,119,19,6
"G05067520","1990",,,,,,,,,,"99999",,,"7",,"Subiaco town","67520",,"3","Arkansas","05",,,,"Subiaco town",80,41,3,0,0
"G05067550","1990",,,,,,,,,,"99999",,,"7",,"Success town","67550",,"3","Arkansas","05",,,,"Success town",46,21,3,1,0
"G05067730","1990",,,,,,,,,,"99999",,,"7",,"Sulphur Rock town","67730",,"3","Arkansas","05",,,,"Sulphur Rock town",71,55,3,0,0
"G05067760","1990",,,,,,,,,,"99999",,,"7",,"Sulphur Springs city","67760",,"3","Arkansas","05",,,,"Sulphur Springs city",142,57,10,1,1
"G05067940","1990",,,,,,,,,,"99999",,,"7",,"Summit city","67940",,"3","Arkansas","05",,,,"Summit city",111,64,10,2,1
"G05068060","1990",,,,,,,,,,"99999",,,"7",,"Sunset town","68060",,"3","Arkansas","05",,,,"Sunset town",81,63,24,3,3
"G05068360","1990",,,,,,,,,,"99999",,,"7",,"Swifton city","68360",,"3","Arkansas","05",,,,"Swifton city",198,108,11,1,0
"G05068660","1990",,,,,,,,,,"99999",,,"7",,"Taylor city","68660",,"3","Arkansas","05",,,,"Taylor city",175,65,4,1,0
"G05068810","1990",,,,,,,,,,"99999",,,"7",,"Texarkana city","68810",,"3","Arkansas","05",,,,"Texarkana city",5527,2830,264,64,15
"G05069050","1990",,,,,,,,,,"99999",,,"7",,"Thornton city","69050",,"3","Arkansas","05",,,,"Thornton city",110,61,8,4,0
"G05069230","1990",,,,,,,,,,"99999",,,"7",,"Tillar city","69230",,"3","Arkansas","05",,,,"Tillar city",60,26,1,0,0
"G05069350","1990",,,,,,,,,,"99999",,,"7",,"Tinsman city","69350",,"3","Arkansas","05",,,,"Tinsman city",25,6,2,0,0
"G05069500","1990",,,,,,,,,,"99999",,,"7",,"Tollette town","69500",,"3","Arkansas","05",,,,"Tollette town",57,34,11,0,0
"G05069740","1990",,,,,,,,,,"99999",,,"7",,"Tontitown town","69740",,"3","Arkansas","05",,,,"Tontitown town",112,57,5,1,0
"G05069830","1990",,,,,,,,,,"99999",,,"7",,"Traskwood town","69830",,"3","Arkansas","05",,,,"Traskwood town",81,68,13,1,0
"G05070010","1990",,,,,,,,,,"99999",,,"7",,"Trumann city","70010",,"3","Arkansas","05",,,,"Trumann city",1484,893,70,11,3
"G05070100","1990",,,,,,,,,,"99999",,,"7",,"Tuckerman city","70100",,"3","Arkansas","05",,,,"Tuckerman city",538,254,18,2,1
"G05070220","1990",,,,,,,,,,"99999",,,"7",,"Tull town","70220",,"3","Arkansas","05",,,,"Tull town",64,49,1,0,0
"G05070340","1990",,,,,,,,,,"99999",,,"7",,"Tupelo town","70340",,"3","Arkansas","05",,,,"Tupelo town",61,25,2,0,0
"G05070430","1990",,,,,,,,,,"99999",,,"7",,"Turrell city","70430",,"3","Arkansas","05",,,,"Turrell city",167,110,33,9,3
"G05070700","1990",,,,,,,,,,"99999",,,"7",,"Tyronza town","70700",,"3","Arkansas","05",,,,"Tyronza town",177,128,16,2,0
"G05070760","1990",,,,,,,,,,"99999",,,"7",,"Ulm town","70760",,"3","Arkansas","05",,,,"Ulm town",47,29,0,0,0
"G05071390","1990",,,,,,,,,,"99999",,,"7",,"Valley Springs town","71390",,"3","Arkansas","05",,,,"Valley Springs town",40,30,3,0,0
"G05071480","1990",,,,,,,,,,"99999",,,"7",,"Van Buren city","71480",,"3","Arkansas","05",,,,"Van Buren city",3114,2037,166,32,17
"G05071510","1990",,,,,,,,,,"99999",,,"7",,"Vandervoort town","71510",,"3","Arkansas","05",,,,"Vandervoort town",18,15,2,1,0
"G05071900","1990",,,,,,,,,,"99999",,,"7",,"Victoria town","71900",,"3","Arkansas","05",,,,"Victoria town",13,14,3,0,0
"G05071960","1990",,,,,,,,,,"99999",,,"7",,"Vilonia town","71960",,"3","Arkansas","05",,,,"Vilonia town",207,172,13,0,0
"G05072140","1990",,,,,,,,,,"99999",,,"7",,"Viola town","72140",,"3","Arkansas","05",,,,"Viola town",81,45,2,1,2
"G05072230","1990",,,,,,,,,,"99999",,,"7",,"Wabbaseka city","72230",,"3","Arkansas","05",,,,"Wabbaseka city",71,36,9,4,0
"G05072320","1990",,,,,,,,,,"99999",,,"7",,"Waldenburg town","72320",,"3","Arkansas","05",,,,"Waldenburg town",27,10,2,0,0
"G05072350","1990",,,,,,,,,,"99999",,,"7",,"Waldo city","72350",,"3","Arkansas","05",,,,"Waldo city",403,162,18,5,4
"G05072380","1990",,,,,,,,,,"99999",,,"7",,"Waldron city","72380",,"3","Arkansas","05",,,,"Waldron city",864,372,25,7,2
"G05072890","1990",,,,,,,,,,"99999",,,"7",,"Walnut Ridge city","72890",,"3","Arkansas","05",,,,"Walnut Ridge city",1353,447,21,4,0
"G05073130","1990",,,,,,,,,,"99999",,,"7",,"Ward city","73130",,"3","Arkansas","05",,,,"Ward city",265,180,13,3,0
"G05073310","1990",,,,,,,,,,"99999",,,"7",,"Warren city","73310",,"3","Arkansas","05",,,,"Warren city",1718,736,53,27,11
"G05073370","1990",,,,,,,,,,"99999",,,"7",,"Washington city","73370",,"3","Arkansas","05",,,,"Washington city",54,15,1,1,0
"G05073550","1990",,,,,,,,,,"99999",,,"7",,"Watson city","73550",,"3","Arkansas","05",,,,"Watson city",64,36,4,0,0
"G05073940","1990",,,,,,,,,,"99999",,,"7",,"Weiner city","73940",,"3","Arkansas","05",,,,"Weiner city",196,78,3,3,0
"G05074000","1990",,,,,,,,,,"99999",,,"7",,"Weldon town","74000",,"3","Arkansas","05",,,,"Weldon town",31,13,0,0,0
"G05074270","1990",,,,,,,,,,"99999",,,"7",,"West Crossett CDP","74270",,"3","Arkansas","05",,,,"West Crossett CDP",369,270,39,8,2
"G05074330","1990",,,,,,,,,,"99999",,,"7",,"Western Grove town","74330",,"3","Arkansas","05",,,,"Western Grove town",68,67,4,0,1
"G05074360","1990",,,,,,,,,,"99999",,,"7",,"West Fork city","74360",,"3","Arkansas","05",,,,"West Fork city",317,237,22,0,1
"G05074450","1990",,,,,,,,,,"99999",,,"7",,"West Helena city","74450",,"3","Arkansas","05",,,,"West Helena city",2013,1167,186,62,17
"G05074540","1990",,,,,,,,,,"99999",,,"7",,"West Memphis city","74540",,"3","Arkansas","05",,,,"West Memphis city",5631,3626,450,136,36
"G05074660","1990",,,,,,,,,,"99999",,,"7",,"West Point town","74660",,"3","Arkansas","05",,,,"West Point town",38,20,0,0,0
"G05074840","1990",,,,,,,,,,"99999",,,"7",,"Wheatley city","74840",,"3","Arkansas","05",,,,"Wheatley city",100,54,6,2,0
"G05074930","1990",,,,,,,,,,"99999",,,"7",,"Whelen Springs town","74930",,"3","Arkansas","05",,,,"Whelen Springs town",22,16,2,0,0
"G05075170","1990",,,,,,,,,,"99999",,,"7",,"White Hall city","75170",,"3","Arkansas","05",,,,"White Hall city",710,573,40,5,0
"G05075500","1990",,,,,,,,,,"99999",,,"7",,"Wickes town","75500",,"3","Arkansas","05",,,,"Wickes town",104,69,13,6,5
"G05075560","1990",,,,,,,,,,"99999",,,"7",,"Widener town","75560",,"3","Arkansas","05",,,,"Widener town",62,36,12,2,3
"G05075570","1990",,,,,,,,,,"99999",,,"7",,"Wiederkehr Village city","75570",,"3","Arkansas","05",,,,"Wiederkehr Village city",9,5,0,0,0
"G05075740","1990",,,,,,,,,,"99999",,,"7",,"Williford town","75740",,"3","Arkansas","05",,,,"Williford town",17,4,4,0,0
"G05075770","1990",,,,,,,,,,"99999",,,"7",,"Willisville town","75770",,"3","Arkansas","05",,,,"Willisville town",43,28,1,2,0
"G05075860","1990",,,,,,,,,,"99999",,,"7",,"Wilmar city","75860",,"3","Arkansas","05",,,,"Wilmar city",138,86,9,2,0
"G05075890","1990",,,,,,,,,,"99999",,,"7",,"Wilmot city","75890",,"3","Arkansas","05",,,,"Wilmot city",186,92,39,4,2
"G05075920","1990",,,,,,,,,,"99999",,,"7",,"Wilson town","75920",,"3","Arkansas","05",,,,"Wilson town",225,127,19,7,1
"G05075980","1990",,,,,,,,,,"99999",,,"7",,"Wilton town","75980",,"3","Arkansas","05",,,,"Wilton town",93,60,9,1,0
"G05076010","1990",,,,,,,,,,"99999",,,"7",,"Winchester city","76010",,"3","Arkansas","05",,,,"Winchester city",38,21,8,1,2
"G05076190","1990",,,,,,,,,,"99999",,,"7",,"Winslow city","76190",,"3","Arkansas","05",,,,"Winslow city",74,45,4,1,0
"G05076250","1990",,,,,,,,,,"99999",,,"7",,"Winthrop city","76250",,"3","Arkansas","05",,,,"Winthrop city",60,25,3,2,0
"G05076820","1990",,,,,,,,,,"99999",,,"7",,"Wooster town","76820",,"3","Arkansas","05",,,,"Wooster town",85,61,5,1,0
"G05076970","1990",,,,,,,,,,"99999",,,"7",,"Wrightsville city","76970",,"3","Arkansas","05",,,,"Wrightsville city",179,138,20,6,0
"G05077090","1990",,,,,,,,,,"99999",,,"7",,"Wynne city","77090",,"3","Arkansas","05",,,,"Wynne city",1759,988,104,29,12
