GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,F90001,F90002,F90003,F90004,F90005,F90006,F90007,F90008,F90009,F90010
"G01024880","2000","3","6","Alabama","01",,,"Excel town","24880",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Excel town",121,55,0,0,0,28,15,0,0,0
"G01025120","2000","3","6","Alabama","01",,,"Fairfield city","25120",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Fairfield city",2102,691,45,25,0,1127,512,42,17,25
"G01025240","2000","3","6","Alabama","01",,,"Fairhope city","25240",,,,,,,,,,,"5160","9999","9999",,,,,,,,"Fairhope city",3377,682,9,10,0,977,255,17,12,0
"G01025384","2000","3","6","Alabama","01",,,"Fairview town","25384",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fairview town",80,35,2,0,0,29,39,5,3,0
"G01025648","2000","3","6","Alabama","01",,,"Falkville town","25648",,,,,,,,,,,"2030","9999","9999",,,,,,,,"Falkville town",196,66,2,2,0,65,44,0,0,0
"G01025816","2000","3","6","Alabama","01",,,"Faunsdale town","25816",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Faunsdale town",23,6,0,0,0,0,0,0,0,0
"G01025840","2000","3","6","Alabama","01",,,"Fayette city","25840",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fayette city",974,255,16,0,0,640,167,38,0,5
"G01026200","2000","3","6","Alabama","01",,,"Five Points town","26200",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Five Points town",36,17,3,0,0,2,1,0,0,0
"G01026824","2000","3","6","Alabama","01",,,"Flomaton town","26824",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Flomaton town",362,112,0,0,0,94,60,8,7,0
"G01026848","2000","3","6","Alabama","01",,,"Florala city","26848",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Florala city",481,105,16,0,0,179,99,15,0,0
"G01026896","2000","3","6","Alabama","01",,,"Florence city","26896",,,,,,,,,,,"2650","9999","9999",,,,,,,,"Florence city",7759,1424,48,0,0,4584,1772,138,41,6
"G01026992","2000","3","6","Alabama","01",,,"Foley city","26992",,,,,,,,,,,"5160","9999","9999",,,,,,,,"Foley city",1475,484,50,12,0,634,351,33,19,9
"G01027088","2000","3","6","Alabama","01",,,"Forestdale CDP","27088",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Forestdale CDP",2915,674,15,7,0,351,181,18,6,7
"G01027376","2000","3","6","Alabama","01",,,"Forkland town","27376",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Forkland town",127,84,18,0,2,23,9,0,0,0
"G01027520","2000","3","6","Alabama","01",,,"Fort Deposit town","27520",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fort Deposit town",255,91,11,9,3,70,40,3,0,0
"G01027616","2000","3","6","Alabama","01",,,"Fort Payne city","27616",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fort Payne city",2716,698,57,32,39,890,510,63,28,50
"G01027640","2000","3","6","Alabama","01",,,"Fort Rucker CDP","27640",,,,,,,,,,,"2180","9999","9999",,,,,,,,"Fort Rucker CDP",2,12,0,0,0,408,898,64,14,1
"G01028024","2000","3","6","Alabama","01",,,"Franklin town","28024",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin town",45,13,0,0,0,3,0,0,0,0
"G01028312","2000","3","6","Alabama","01",,,"Frisco City town","28312",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Frisco City town",302,117,10,0,3,93,65,5,4,0
"G01028432","2000","3","6","Alabama","01",,,"Fruithurst city","28432",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fruithurst city",63,16,0,0,0,23,6,0,0,0
"G01028504","2000","3","6","Alabama","01",,,"Fulton town","28504",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fulton town",82,25,5,0,0,5,3,1,0,0
"G01028552","2000","3","6","Alabama","01",,,"Fultondale city","28552",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Fultondale city",1644,477,0,0,0,344,213,33,0,0
"G01028672","2000","3","6","Alabama","01",,,"Fyffe town","28672",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fyffe town",221,66,3,7,0,61,40,5,1,0
"G01028696","2000","3","6","Alabama","01",,,"Gadsden city","28696",,,,,,,,,,,"2880","9999","9999",,,,,,,,"Gadsden city",8432,1836,79,48,0,3877,1865,185,50,20
"G01028768","2000","3","6","Alabama","01",,,"Gainesville town","28768",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gainesville town",48,20,0,0,0,7,4,1,0,0
"G01028936","2000","3","6","Alabama","01",,,"Gantt town","28936",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gantt town",57,21,0,3,0,17,6,2,0,0
"G01028984","2000","3","6","Alabama","01",,,"Gantts Quarry town","28984",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gantts Quarry town",0,0,0,0,0,0,0,0,0,0
"G01029032","2000","3","6","Alabama","01",,,"Garden City town","29032",,,,,,,,,,,"####","9999","9999",,,,,,,,"Garden City town",120,53,3,0,0,45,12,0,0,0
"G01029056","2000","3","6","Alabama","01",,,"Gardendale city","29056",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Gardendale city",3083,793,10,0,0,554,261,25,0,0
"G01029296","2000","3","6","Alabama","01",,,"Gaylesville town","29296",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gaylesville town",39,14,0,0,0,6,2,0,0,0
"G01029392","2000","3","6","Alabama","01",,,"Geiger town","29392",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Geiger town",38,8,2,0,0,0,3,2,0,0
"G01029464","2000","3","6","Alabama","01",,,"Geneva city","29464",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Geneva city",1039,303,8,0,0,276,169,9,0,0
"G01029560","2000","3","6","Alabama","01",,,"Georgiana town","29560",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Georgiana town",338,93,21,2,0,150,69,12,2,0
"G01029608","2000","3","6","Alabama","01",,,"Geraldine town","29608",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Geraldine town",196,37,5,0,0,89,20,0,0,0
"G01029704","2000","3","6","Alabama","01",,,"Gilbertown town","29704",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gilbertown town",37,19,0,0,0,20,10,3,0,0
"G01029944","2000","3","6","Alabama","01",,,"Glen Allen town","29944",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Glen Allen town",109,48,9,0,0,37,7,0,0,0
"G01029992","2000","3","6","Alabama","01",,,"Glencoe city","29992",,,,,,,,,,,"####","9999","9999",,,,,,,,"Glencoe city",1233,388,0,0,0,224,77,0,0,0
"G01030160","2000","3","6","Alabama","01",,,"Glenwood town","30160",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Glenwood town",66,8,0,0,2,13,0,0,0,0
"G01030448","2000","3","6","Alabama","01",,,"Goldville town","30448",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Goldville town",9,2,0,0,0,0,0,0,0,0
"G01030496","2000","3","6","Alabama","01",,,"Good Hope town","30496",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Good Hope town",463,177,3,0,0,77,41,3,0,0
"G01030640","2000","3","6","Alabama","01",,,"Goodwater city","30640",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Goodwater city",347,135,10,0,0,79,52,0,0,0
"G01030736","2000","3","6","Alabama","01",,,"Gordo town","30736",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gordo town",347,114,2,4,0,147,92,9,6,3
"G01030760","2000","3","6","Alabama","01",,,"Gordon town","30760",,,,,,,,,,,"2180","9999","9999",,,,,,,,"Gordon town",69,38,3,0,0,23,6,5,0,0
"G01030808","2000","3","6","Alabama","01",,,"Gordonville town","30808",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gordonville town",51,24,11,0,2,18,10,0,0,0
"G01030880","2000","3","6","Alabama","01",,,"Goshen town","30880",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Goshen town",94,14,0,0,0,12,16,0,0,0
"G01031024","2000","3","6","Alabama","01",,,"Grand Bay CDP","31024",,,,,,,,,,,"5160","9999","9999",,,,,,,,"Grand Bay CDP",728,348,56,0,0,95,142,14,0,8
"G01031096","2000","3","6","Alabama","01",,,"Grant town","31096",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant town",165,43,0,0,0,46,25,0,0,0
"G01031348","2000","3","6","Alabama","01",,,"Grayson Valley CDP","31348",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Grayson Valley CDP",1275,477,16,0,0,256,74,0,8,0
"G01031384","2000","3","6","Alabama","01",,,"Graysville city","31384",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Graysville city",605,175,6,0,0,97,69,10,0,0
"G01031720","2000","3","6","Alabama","01",,,"Greensboro city","31720",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greensboro city",441,202,27,7,0,219,132,3,29,0
"G01031912","2000","3","6","Alabama","01",,,"Greenville city","31912",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greenville city",1328,349,52,9,0,733,389,32,0,19
"G01032056","2000","3","6","Alabama","01",,,"Grimes town","32056",,,,,,,,,,,"2180","9999","9999",,,,,,,,"Grimes town",98,46,2,0,0,26,9,0,0,0
"G01032080","2000","3","6","Alabama","01",,,"Grove Hill town","32080",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grove Hill town",355,92,5,5,0,96,27,7,2,0
"G01032224","2000","3","6","Alabama","01",,,"Guin city","32224",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Guin city",522,115,12,0,0,246,126,9,0,0
"G01032272","2000","3","6","Alabama","01",,,"Gulf Shores city","32272",,,,,,,,,,,"5160","9999","9999",,,,,,,,"Gulf Shores city",1478,232,0,13,0,364,278,12,20,0
"G01032416","2000","3","6","Alabama","01",,,"Guntersville city","32416",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Guntersville city",1608,368,6,13,0,730,309,24,0,0
"G01032440","2000","3","6","Alabama","01",,,"Gurley town","32440",,,,,,,,,,,"3440","9999","9999",,,,,,,,"Gurley town",170,55,0,0,0,66,50,7,0,0
"G01032536","2000","3","6","Alabama","01",,,"Gu-Win town","32536",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gu-Win town",52,13,3,0,0,13,0,0,0,0
"G01032560","2000","3","6","Alabama","01",,,"Hackleburg town","32560",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hackleburg town",382,122,6,0,0,121,22,0,0,0
"G01032656","2000","3","6","Alabama","01",,,"Haleburg town","32656",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Haleburg town",36,9,0,0,0,2,1,0,0,0
"G01032704","2000","3","6","Alabama","01",,,"Haleyville city","32704",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Haleyville city",826,276,31,0,6,488,171,14,0,0
"G01032848","2000","3","6","Alabama","01",,,"Hamilton city","32848",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hamilton city",1397,457,26,6,0,545,272,22,7,0
"G01032896","2000","3","6","Alabama","01",,,"Hammondville town","32896",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hammondville town",107,36,0,0,0,30,21,2,0,0
"G01032968","2000","3","6","Alabama","01",,,"Hanceville city","32968",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hanceville city",561,156,0,4,0,288,145,9,0,0
"G01033256","2000","3","6","Alabama","01",,,"Harpersville town","33256",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Harpersville town",317,161,24,0,0,83,29,7,0,0
"G01033424","2000","3","6","Alabama","01",,,"Hartford city","33424",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hartford city",527,171,16,0,0,139,112,3,0,0
"G01033448","2000","3","6","Alabama","01",,,"Hartselle city","33448",,,,,,,,,,,"2030","9999","9999",,,,,,,,"Hartselle city",2808,750,24,0,0,758,357,34,18,8
"G01033472","2000","3","6","Alabama","01",,,"Harvest CDP","33472",,,,,,,,,,,"3440","9999","9999",,,,,,,,"Harvest CDP",750,257,13,0,0,31,20,0,0,0
"G01033640","2000","3","6","Alabama","01",,,"Hayden town","33640",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Hayden town",124,55,2,0,0,16,4,0,0,0
"G01033712","2000","3","6","Alabama","01",,,"Hayneville town","33712",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hayneville town",184,93,9,10,4,66,33,10,0,0
"G01033808","2000","3","6","Alabama","01",,,"Hazel Green CDP","33808",,,,,,,,,,,"3440","9999","9999",,,,,,,,"Hazel Green CDP",732,310,16,0,0,124,54,0,0,0
"G01033856","2000","3","6","Alabama","01",,,"Headland city","33856",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Headland city",887,218,0,11,0,242,97,9,20,0
"G01033904","2000","3","6","Alabama","01",,,"Heath town","33904",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Heath town",77,20,0,0,0,16,0,0,2,0
"G01033976","2000","3","6","Alabama","01",,,"Heflin city","33976",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Heflin city",625,212,0,0,0,281,78,9,4,0
"G01034024","2000","3","6","Alabama","01",,,"Helena city","34024",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Helena city",2612,984,8,0,0,123,43,0,0,0
"G01034096","2000","3","6","Alabama","01",,,"Henagar town","34096",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henagar town",544,211,18,4,0,77,71,7,0,0
"G01034480","2000","3","6","Alabama","01",,,"Highland Lake town","34480",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Highland Lake town",130,23,2,0,0,4,2,0,0,0
"G01034816","2000","3","6","Alabama","01",,,"Hillsboro town","34816",,,,,,,,,,,"2030","9999","9999",,,,,,,,"Hillsboro town",131,58,15,0,0,15,6,0,0,0
"G01035152","2000","3","6","Alabama","01",,,"Hobson City town","35152",,,,,,,,,,,"0450","9999","9999",,,,,,,,"Hobson City town",154,49,0,0,0,89,74,5,0,0
"G01035200","2000","3","6","Alabama","01",,,"Hodges town","35200",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hodges town",51,37,0,0,0,15,0,0,0,0
"G01035392","2000","3","6","Alabama","01",,,"Hokes Bluff city","35392",,,,,,,,,,,"2880","9999","9999",,,,,,,,"Hokes Bluff city",1118,351,9,0,0,102,96,0,0,0
"G01035560","2000","3","6","Alabama","01",,,"Holly Pond town","35560",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Holly Pond town",115,40,2,0,0,45,39,2,1,0
"G01035632","2000","3","6","Alabama","01",,,"Hollywood town","35632",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hollywood town",209,90,5,0,0,37,19,0,0,0
"G01035704","2000","3","6","Alabama","01",,,"Holt CDP","35704",,,,,,,,,,,"8600","9999","9999",,,,,,,,"Holt CDP",760,353,43,7,6,270,194,15,0,0
"G01035800","2000","3","6","Alabama","01",,,"Homewood city","35800",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Homewood city",5001,806,11,22,0,3340,1213,96,53,14
"G01035896","2000","3","6","Alabama","01",,,"Hoover city","35896",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Hoover city",14429,2172,41,17,7,5952,2060,237,109,123
"G01036088","2000","3","6","Alabama","01",,,"Horn Hill town","36088",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Horn Hill town",60,24,0,0,0,18,3,0,0,0
"G01036448","2000","3","6","Alabama","01",,,"Hueytown city","36448",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Hueytown city",3851,1263,29,6,4,637,277,34,8,0
"G01036592","2000","3","6","Alabama","01",,,"Huguley CDP","36592",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Huguley CDP",638,291,13,0,0,113,73,7,0,0
"G01037000","2000","3","6","Alabama","01",,,"Huntsville city","37000",,,,,,,,,,,"3440","9999","9999",,,,,,,,"Huntsville city",34460,6265,341,65,9,16916,7465,697,466,40
"G01037096","2000","3","6","Alabama","01",,,"Hurtsboro town","37096",,,,,,,,,,,"1800","9999","9999",,,,,,,,"Hurtsboro town",152,29,2,2,0,65,29,1,3,0
"G01037264","2000","3","6","Alabama","01",,,"Hytop town","37264",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hytop town",76,34,0,0,0,4,2,0,0,0
"G01037312","2000","3","6","Alabama","01",,,"Ider town","37312",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ider town",161,43,3,0,0,59,21,0,1,0
"G01037465","2000","3","6","Alabama","01",,,"Indian Springs Village town","37465",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Indian Springs Village town",641,103,0,0,0,47,0,0,0,0
"G01037864","2000","3","6","Alabama","01",,,"Irondale city","37864",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Irondale city",2345,655,49,0,0,742,175,8,9,0
"G01038152","2000","3","6","Alabama","01",,,"Jackson city","38152",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson city",1211,397,18,8,0,322,160,26,10,5
"G01038248","2000","3","6","Alabama","01",,,"Jacksons' Gap town","38248",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jacksons' Gap town",159,63,10,1,0,40,23,4,1,0
"G01038272","2000","3","6","Alabama","01",,,"Jacksonville city","38272",,,,,,,,,,,"0450","9999","9999",,,,,,,,"Jacksonville city",1385,255,7,0,0,1171,480,13,0,0
"G01038416","2000","3","6","Alabama","01",,,"Jasper city","38416",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper city",3220,783,5,5,0,1196,494,39,20,0
"G01038608","2000","3","6","Alabama","01",,,"Jemison town","38608",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jemison town",482,214,4,5,1,84,47,7,2,6
"G01039280","2000","3","6","Alabama","01",,,"Kansas town","39280",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kansas town",76,12,0,0,0,20,7,0,0,0
"G01039520","2000","3","6","Alabama","01",,,"Kennedy town","39520",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kennedy town",148,33,0,0,0,27,12,1,0,0
"G01039784","2000","3","6","Alabama","01",,,"Killen town","39784",,,,,,,,,,,"2650","9999","9999",,,,,,,,"Killen town",280,114,0,0,0,41,14,0,0,0
"G01039856","2000","3","6","Alabama","01",,,"Kimberly town","39856",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Kimberly town",346,205,6,0,0,50,37,9,3,0
"G01040072","2000","3","6","Alabama","01",,,"Kinsey town","40072",,,,,,,,,,,"2180","9999","9999",,,,,,,,"Kinsey town",341,191,9,0,0,92,60,0,0,0
"G01040096","2000","3","6","Alabama","01",,,"Kinston town","40096",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kinston town",145,47,5,0,0,35,19,4,0,0
"G01040648","2000","3","6","Alabama","01",,,"Ladonia CDP","40648",,,,,,,,,,,"1800","9999","9999",,,,,,,,"Ladonia CDP",594,292,7,0,0,200,137,11,0,0
"G01040672","2000","3","6","Alabama","01",,,"La Fayette city","40672",,,,,,,,,,,"9999","9999","9999",,,,,,,,"La Fayette city",584,215,12,0,0,192,125,31,10,0
"G01040806","2000","3","6","Alabama","01",,,"Lake Purdy CDP","40806",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Lake Purdy CDP",834,79,0,0,0,1260,528,18,17,7
"G01040888","2000","3","6","Alabama","01",,,"Lakeview town","40888",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lakeview town",50,14,0,0,0,6,0,0,0,0
"G01040928","2000","3","6","Alabama","01",,,"Lake View town","40928",,,,,,,,,,,"8600","9999","9999",,,,,,,,"Lake View town",319,151,5,0,0,3,6,0,0,0
"G01041296","2000","3","6","Alabama","01",,,"Lanett city","41296",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lanett city",1517,450,19,5,0,746,355,50,6,7
"G01041368","2000","3","6","Alabama","01",,,"Langston town","41368",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Langston town",74,18,0,0,0,5,2,0,0,0
"G01041968","2000","3","6","Alabama","01",,,"Leeds city","41968",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Leeds city",2311,684,4,22,0,835,357,107,7,0
"G01042016","2000","3","6","Alabama","01",,,"Leesburg town","42016",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leesburg town",233,71,3,0,0,17,17,3,1,0
"G01042160","2000","3","6","Alabama","01",,,"Leighton town","42160",,,,,,,,,,,"2650","9999","9999",,,,,,,,"Leighton town",206,51,2,4,0,54,29,5,0,0
"G01042352","2000","3","6","Alabama","01",,,"Lester town","42352",,,,,,,,,,,"3440","9999","9999",,,,,,,,"Lester town",28,7,2,0,0,3,0,0,0,0
"G01042472","2000","3","6","Alabama","01",,,"Level Plains town","42472",,,,,,,,,,,"2180","9999","9999",,,,,,,,"Level Plains town",349,107,10,0,0,59,63,3,0,0
"G01042640","2000","3","6","Alabama","01",,,"Lexington town","42640",,,,,,,,,,,"2650","9999","9999",,,,,,,,"Lexington town",219,56,0,0,0,69,17,0,0,0
"G01042808","2000","3","6","Alabama","01",,,"Libertyville town","42808",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Libertyville town",29,7,0,0,0,9,2,0,0,0
"G01043120","2000","3","6","Alabama","01",,,"Lincoln city","43120",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln city",1140,347,38,17,0,93,112,7,0,0
"G01043240","2000","3","6","Alabama","01",,,"Linden city","43240",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Linden city",479,139,13,3,3,191,92,4,4,11
"G01043264","2000","3","6","Alabama","01",,,"Lineville city","43264",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lineville city",513,127,2,0,2,267,102,12,4,0
"G01043336","2000","3","6","Alabama","01",,,"Lipscomb city","43336",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Lipscomb city",438,257,25,5,0,75,94,12,0,4
"G01043384","2000","3","6","Alabama","01",,,"Lisman town","43384",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lisman town",149,64,8,5,0,14,6,0,0,0
"G01043648","2000","3","6","Alabama","01",,,"Littleville town","43648",,,,,,,,,,,"2650","9999","9999",,,,,,,,"Littleville town",230,75,8,0,0,44,17,5,0,0
"G01043720","2000","3","6","Alabama","01",,,"Livingston city","43720",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Livingston city",441,159,17,20,0,468,218,33,10,7
"G01043744","2000","3","6","Alabama","01",,,"Loachapoka town","43744",,,,,,,,,,,"0580","9999","9999",,,,,,,,"Loachapoka town",35,18,3,0,0,9,2,0,0,0
"G01043816","2000","3","6","Alabama","01",,,"Lockhart town","43816",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lockhart town",115,44,2,0,0,46,15,4,3,0
"G01043888","2000","3","6","Alabama","01",,,"Locust Fork town","43888",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Locust Fork town",228,99,6,3,0,28,11,11,0,0
"G01044344","2000","3","6","Alabama","01",,,"Louisville town","44344",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Louisville town",157,45,6,0,0,34,13,2,0,0
"G01044536","2000","3","6","Alabama","01",,,"Lowndesboro town","44536",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lowndesboro town",38,4,3,4,0,17,5,0,0,0
"G01044608","2000","3","6","Alabama","01",,,"Loxley town","44608",,,,,,,,,,,"5160","9999","9999",,,,,,,,"Loxley town",266,92,4,1,0,126,67,0,9,0
"G01044728","2000","3","6","Alabama","01",,,"Luverne city","44728",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Luverne city",533,84,6,5,0,322,136,8,11,5
"G01044800","2000","3","6","Alabama","01",,,"Lynn town","44800",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lynn town",143,51,1,4,0,39,12,0,0,0
"G01045208","2000","3","6","Alabama","01",,,"McDonald Chapel CDP","45208",,,,,,,,,,,"1000","9999","9999",,,,,,,,"McDonald Chapel CDP",284,33,4,0,0,19,22,0,12,0
"G01045316","2000","3","6","Alabama","01",,,"Macedonia town","45316",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Macedonia town",61,56,2,0,0,6,0,0,2,0
"G01045472","2000","3","6","Alabama","01",,,"McIntosh town","45472",,,,,,,,,,,"9999","9999","9999",,,,,,,,"McIntosh town",55,31,0,0,0,5,2,2,0,0
"G01045496","2000","3","6","Alabama","01",,,"McKenzie town","45496",,,,,,,,,,,"9999","9999","9999",,,,,,,,"McKenzie town",129,58,4,5,0,67,17,3,2,0
"G01045640","2000","3","6","Alabama","01",,,"McMullen town","45640",,,,,,,,,,,"9999","9999","9999",,,,,,,,"McMullen town",18,13,0,0,0,0,0,0,0,0
"G01045784","2000","3","6","Alabama","01",,,"Madison city","45784",,,,,,,,,,,"3440","9999","9999",,,,,,,,"Madison city",6292,1478,20,6,0,2165,999,30,50,15
"G01045904","2000","3","6","Alabama","01",,,"Madrid town","45904",,,,,,,,,,,"2180","9999","9999",,,,,,,,"Madrid town",65,27,0,1,0,9,11,0,0,0
"G01046264","2000","3","6","Alabama","01",,,"Malvern town","46264",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Malvern town",282,120,4,0,0,42,32,5,0,0
"G01046504","2000","3","6","Alabama","01",,,"Maplesville town","46504",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Maplesville town",157,44,6,0,0,42,19,2,0,0
"G01046696","2000","3","6","Alabama","01",,,"Margaret town","46696",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Margaret town",173,113,22,0,0,36,44,5,0,0
"G01046768","2000","3","6","Alabama","01",,,"Marion city","46768",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion city",540,210,16,3,4,203,141,51,8,0
"G01047728","2000","3","6","Alabama","01",,,"Maytown town","47728",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Maytown town",99,41,3,2,0,9,19,0,0,0
"G01047740","2000","3","6","Alabama","01",,,"Meadowbrook CDP","47740",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Meadowbrook CDP",1174,217,0,0,10,230,17,0,0,0
"G01048052","2000","3","6","Alabama","01",,,"Memphis town","48052",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Memphis town",2,2,4,0,0,0,0,0,0,0
"G01048064","2000","3","6","Alabama","01",,,"Mentone town","48064",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mentone town",134,40,0,0,0,30,12,0,0,0
"G01048112","2000","3","6","Alabama","01",,,"Meridianville CDP","48112",,,,,,,,,,,"3440","9999","9999",,,,,,,,"Meridianville CDP",962,369,11,0,0,89,40,6,0,0
"G01048376","2000","3","6","Alabama","01",,,"Midfield city","48376",,,,,,,,,,,"1000","9999","9999",,,,,,,,"Midfield city",1316,507,16,16,0,210,111,35,19,0
"G01048400","2000","3","6","Alabama","01",,,"Midland City town","48400",,,,,,,,,,,"2180","9999","9999",,,,,,,,"Midland City town",254,86,17,4,0,207,126,10,4,6
"G01048424","2000","3","6","Alabama","01",,,"Midway town","48424",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Midway town",95,28,3,3,0,22,27,8,2,0
"G01048616","2000","3","6","Alabama","01",,,"Mignon CDP","48616",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mignon CDP",219,140,13,4,0,94,58,6,0,0
