GISJOIN,YEAR,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G1302390","1970","Georgia","13",,,"Riceboro","2390",,,,,,,,,,,"Riceboro",62,7,4
"G1302395","1970","Georgia","13",,,"Richland","2395",,,,,,,,,,,"Richland",453,49,47
"G1302402","1970","Georgia","13",,,"Richmond Hill","2402",,,,,,,,,,,"Richmond Hill",209,20,6
"G1302405","1970","Georgia","13",,,"Riddleville","2405",,,,,,,,,,,"Riddleville",45,4,2
"G1302410","1970","Georgia","13",,,"Rincon","2410",,,,,,,,,,,"Rincon",453,46,9
"G1302415","1970","Georgia","13",,,"Ringgold","2415",,,,,,,,,,,"Ringgold",423,29,9
"G1302420","1970","Georgia","13",,,"Riverdale","2420",,,,,,,,,,,"Riverdale",707,38,3
"G1302425","1970","Georgia","13",,,"Riverside","2425",,,,,,,,,,,"Riverside",36,2,0
"G1302427","1970","Georgia","13",,,"Riverside (U)","2427",,,,,,,,,,,"Riverside (U)",429,19,2
"G1302430","1970","Georgia","13",,,"Roberta","2430",,,,,,,,,,,"Roberta",205,15,8
"G1302435","1970","Georgia","13",,,"Rochelle","2435",,,,,,,,,,,"Rochelle",375,33,30
"G1302440","1970","Georgia","13",,,"Rockmart","2440",,,,,,,,,,,"Rockmart",1173,112,37
"G1302445","1970","Georgia","13",,,"Rocky Ford","2445",,,,,,,,,,,"Rocky Ford",65,11,6
"G1302450","1970","Georgia","13",,,"Rocky Mount","2450",,,,,,,,,,,"Rocky Mount",11,4,0
"G1302455","1970","Georgia","13",,,"Rome","2455",,,,,,,,,,,"Rome",9272,634,288
"G1302460","1970","Georgia","13",,,"Roopville","2460",,,,,,,,,,,"Roopville",71,6,0
"G1302465","1970","Georgia","13",,,"Rossville","2465",,,,,,,,,,,"Rossville",1223,77,17
"G1302470","1970","Georgia","13",,,"Roswell","2470",,,,,,,,,,,"Roswell",1543,78,23
"G1302475","1970","Georgia","13",,,"Royston","2475",,,,,,,,,,,"Royston",715,53,21
"G1302480","1970","Georgia","13",,,"Ruckersville","2480",,,,,,,,,,,"Ruckersville",20,0,2
"G1302485","1970","Georgia","13",,,"Russell","2485",,,,,,,,,,,"Russell",73,8,4
"G1302490","1970","Georgia","13",,,"Rutledge","2490",,,,,,,,,,,"Rutledge",143,18,11
"G1302495","1970","Georgia","13",,,"St Marks","2495",,,,,,,,,,,"St Marks",12,0,0
"G1302500","1970","Georgia","13",,,"St Marys","2500",,,,,,,,,,,"St Marys",837,79,29
"G1302505","1970","Georgia","13",,,"St Simons (U)","2505",,,,,,,,,,,"St Simons (U)",1737,58,32
"G1302510","1970","Georgia","13",,,"Sale City","2510",,,,,,,,,,,"Sale City",89,8,3
"G1302515","1970","Georgia","13",,,"Sandersville","2515",,,,,,,,,,,"Sandersville",1431,130,133
"G1302520","1970","Georgia","13",,,"Santa Claus","2520",,,,,,,,,,,"Santa Claus",26,6,0
"G1302525","1970","Georgia","13",,,"Sardis","2525",,,,,,,,,,,"Sardis",207,14,2
"G1302535","1970","Georgia","13",,,"Sasser","2535",,,,,,,,,,,"Sasser",97,9,7
"G1302537","1970","Georgia","13",,,"Savannah Beach","2537",,,,,,,,,,,"Savannah Beach",543,37,15
"G1302540","1970","Georgia","13",,,"Savannah","2540",,,,,,,,,,,"Savannah",33872,2919,977
"G1302550","1970","Georgia","13",,,"Scotland","2550",,,,,,,,,,,"Scotland",71,8,3
"G1302555","1970","Georgia","13",,,"Scott","2555",,,,,,,,,,,"Scott",55,3,0
"G1302560","1970","Georgia","13",,,"Screven","2560",,,,,,,,,,,"Screven",231,26,25
"G1302565","1970","Georgia","13",,,"Senoia","2565",,,,,,,,,,,"Senoia",246,18,15
"G1302575","1970","Georgia","13",,,"Shady Dale","2575",,,,,,,,,,,"Shady Dale",54,2,6
"G1302580","1970","Georgia","13",,,"Shannon (U)","2580",,,,,,,,,,,"Shannon (U)",468,49,8
"G1302585","1970","Georgia","13",,,"Sharon","2585",,,,,,,,,,,"Sharon",44,4,7
"G1302590","1970","Georgia","13",,,"Sharpsburg","2590",,,,,,,,,,,"Sharpsburg",39,7,3
"G1302595","1970","Georgia","13",,,"Shellman","2595",,,,,,,,,,,"Shellman",291,36,39
"G1302597","1970","Georgia","13",,,"Shiloh","2597",,,,,,,,,,,"Shiloh",68,8,9
"G1302600","1970","Georgia","13",,,"Siloam","2600",,,,,,,,,,,"Siloam",73,10,11
"G1302605","1970","Georgia","13",,,"Smithonia","2605",,,,,,,,,,,"Smithonia",5,1,0
"G1302610","1970","Georgia","13",,,"Smithville","2610",,,,,,,,,,,"Smithville",193,18,16
"G1302615","1970","Georgia","13",,,"Smyrna","2615",,,,,,,,,,,"Smyrna",5548,246,31
"G1302620","1970","Georgia","13",,,"Snellville","2620",,,,,,,,,,,"Snellville",547,9,1
"G1302625","1970","Georgia","13",,,"Social Circle","2625",,,,,,,,,,,"Social Circle",504,46,32
"G1302630","1970","Georgia","13",,,"Soperton","2630",,,,,,,,,,,"Soperton",686,80,45
"G1302635","1970","Georgia","13",,,"Sparks","2635",,,,,,,,,,,"Sparks",328,38,17
"G1302640","1970","Georgia","13",,,"Sparta","2640",,,,,,,,,,,"Sparta",540,54,54
"G1302645","1970","Georgia","13",,,"Springfield","2645",,,,,,,,,,,"Springfield",299,17,3
"G1302650","1970","Georgia","13",,,"Spring Place","2650",,,,,,,,,,,"Spring Place",74,4,1
"G1302660","1970","Georgia","13",,,"Stapleton","2660",,,,,,,,,,,"Stapleton",129,6,5
"G1302665","1970","Georgia","13",,,"Statesboro","2665",,,,,,,,,,,"Statesboro",4129,316,191
"G1302670","1970","Georgia","13",,,"Statham","2670",,,,,,,,,,,"Statham",254,17,4
"G1302675","1970","Georgia","13",,,"Stillmore","2675",,,,,,,,,,,"Stillmore",94,11,5
"G1302680","1970","Georgia","13",,,"Stockbridge","2680",,,,,,,,,,,"Stockbridge",404,33,20
"G1302685","1970","Georgia","13",,,"Stone Mountain","2685",,,,,,,,,,,"Stone Mountain",490,45,22
"G1302690","1970","Georgia","13",,,"Sugar Hill","2690",,,,,,,,,,,"Sugar Hill",508,36,4
"G1302695","1970","Georgia","13",,,"Sugar Valley","2695",,,,,,,,,,,"Sugar Valley",47,2,1
"G1302700","1970","Georgia","13",,,"Summerville","2700",,,,,,,,,,,"Summerville",1461,161,29
"G1302705","1970","Georgia","13",,,"Sumner","2705",,,,,,,,,,,"Sumner",58,3,6
"G1302710","1970","Georgia","13",,,"Sunnyside","2710",,,,,,,,,,,"Sunnyside",68,1,4
"G1302715","1970","Georgia","13",,,"Surrency","2715",,,,,,,,,,,"Surrency",93,8,3
"G1302720","1970","Georgia","13",,,"Suwanee","2720",,,,,,,,,,,"Suwanee",173,14,7
"G1302725","1970","Georgia","13",,,"Swainsboro","2725",,,,,,,,,,,"Swainsboro",2011,187,106
"G1302730","1970","Georgia","13",,,"Sycamore","2730",,,,,,,,,,,"Sycamore",167,9,7
"G1302735","1970","Georgia","13",,,"Sylvania","2735",,,,,,,,,,,"Sylvania",975,73,37
"G1302740","1970","Georgia","13",,,"Sylvester","2740",,,,,,,,,,,"Sylvester",1077,123,70
"G1302745","1970","Georgia","13",,,"Talbotton","2745",,,,,,,,,,,"Talbotton",243,26,36
"G1302750","1970","Georgia","13",,,"Talking Rock","2750",,,,,,,,,,,"Talking Rock",24,2,0
"G1302755","1970","Georgia","13",,,"Tallapoosa","2755",,,,,,,,,,,"Tallapoosa",908,56,11
"G1302760","1970","Georgia","13",,,"Tallulah Falls","2760",,,,,,,,,,,"Tallulah Falls",82,5,0
"G1302765","1970","Georgia","13",,,"Talmo","2765",,,,,,,,,,,"Talmo",50,2,1
"G1302770","1970","Georgia","13",,,"Tarrytown","2770",,,,,,,,,,,"Tarrytown",49,4,5
"G1302775","1970","Georgia","13",,,"Taylorsville","2775",,,,,,,,,,,"Taylorsville",74,6,3
"G1302780","1970","Georgia","13",,,"Tazewell","2780",,,,,,,,,,,"Tazewell",34,3,1
"G1302785","1970","Georgia","13",,,"Temple","2785",,,,,,,,,,,"Temple",280,17,3
"G1302790","1970","Georgia","13",,,"Tennille","2790",,,,,,,,,,,"Tennille",520,45,24
"G1302795","1970","Georgia","13",,,"The Rock","2795",,,,,,,,,,,"The Rock",43,2,1
"G1302800","1970","Georgia","13",,,"Thomaston","2800",,,,,,,,,,,"Thomaston",3051,222,159
"G1302805","1970","Georgia","13",,,"Thomasville","2805",,,,,,,,,,,"Thomasville",4931,368,256
"G1302810","1970","Georgia","13",,,"Thomson","2810",,,,,,,,,,,"Thomson",1773,144,98
"G1302815","1970","Georgia","13",,,"Thunderbolt","2815",,,,,,,,,,,"Thunderbolt",598,40,20
"G1302820","1970","Georgia","13",,,"Tifton","2820",,,,,,,,,,,"Tifton",3297,209,98
"G1302825","1970","Georgia","13",,,"Tiger","2825",,,,,,,,,,,"Tiger",102,6,1
"G1302830","1970","Georgia","13",,,"Tignall","2830",,,,,,,,,,,"Tignall",202,19,16
"G1302835","1970","Georgia","13",,,"Toccoa","2835",,,,,,,,,,,"Toccoa",2089,156,63
"G1302840","1970","Georgia","13",,,"Toomsboro","2840",,,,,,,,,,,"Toomsboro",171,22,17
"G1302845","1970","Georgia","13",,,"Towns","2845",,,,,,,,,,,"Towns",24,1,0
"G1302850","1970","Georgia","13",,,"Trenton","2850",,,,,,,,,,,"Trenton",415,36,11
"G1302855","1970","Georgia","13",,,"Trion","2855",,,,,,,,,,,"Trion",625,38,10
"G1302865","1970","Georgia","13",,,"Turin","2865",,,,,,,,,,,"Turin",44,7,8
"G1302870","1970","Georgia","13",,,"Twin City","2870",,,,,,,,,,,"Twin City",312,29,12
"G1302875","1970","Georgia","13",,,"Tyrone","2875",,,,,,,,,,,"Tyrone",38,3,1
"G1302880","1970","Georgia","13",,,"Ty Ty","2880",,,,,,,,,,,"Ty Ty",132,8,6
"G1302885","1970","Georgia","13",,,"Unadilla","2885",,,,,,,,,,,"Unadilla",406,31,27
"G1302890","1970","Georgia","13",,,"Union City","2890",,,,,,,,,,,"Union City",703,95,48
"G1302895","1970","Georgia","13",,,"Union Point","2895",,,,,,,,,,,"Union Point",479,37,27
"G1302900","1970","Georgia","13",,,"Unionville (U)","2900",,,,,,,,,,,"Unionville (U)",263,71,67
"G1302905","1970","Georgia","13",,,"Uvalda","2905",,,,,,,,,,,"Uvalda",193,8,10
"G1302910","1970","Georgia","13",,,"Valdosta","2910",,,,,,,,,,,"Valdosta",8697,669,415
"G1302915","1970","Georgia","13",,,"Vanna","2915",,,,,,,,,,,"Vanna",46,2,2
"G1302920","1970","Georgia","13",,,"Vernonburg","2920",,,,,,,,,,,"Vernonburg",48,0,0
"G1302925","1970","Georgia","13",,,"Vidalia","2925",,,,,,,,,,,"Vidalia",2488,257,120
"G1302930","1970","Georgia","13",,,"Vidette","2930",,,,,,,,,,,"Vidette",34,2,2
"G1302935","1970","Georgia","13",,,"Vienna","2935",,,,,,,,,,,"Vienna",644,47,67
"G1302940","1970","Georgia","13",,,"Villa Rica","2940",,,,,,,,,,,"Villa Rica",1048,101,59
"G1302945","1970","Georgia","13",,,"Waco","2945",,,,,,,,,,,"Waco",135,7,0
"G1302950","1970","Georgia","13",,,"Wadley","2950",,,,,,,,,,,"Wadley",536,53,31
"G1302955","1970","Georgia","13",,,"Waleska","2955",,,,,,,,,,,"Waleska",92,1,2
"G1302960","1970","Georgia","13",,,"Walnut Grove","2960",,,,,,,,,,,"Walnut Grove",51,8,1
"G1302965","1970","Georgia","13",,,"Warm Springs","2965",,,,,,,,,,,"Warm Springs",134,11,10
"G1302970","1970","Georgia","13",,,"Warner Robins","2970",,,,,,,,,,,"Warner Robins",8995,638,146
"G1302975","1970","Georgia","13",,,"Warrenton","2975",,,,,,,,,,,"Warrenton",505,54,46
"G1302980","1970","Georgia","13",,,"Warwick","2980",,,,,,,,,,,"Warwick",123,11,21
"G1302985","1970","Georgia","13",,,"Washington","2985",,,,,,,,,,,"Washington",1216,97,75
"G1302990","1970","Georgia","13",,,"Watkinsville","2990",,,,,,,,,,,"Watkinsville",286,19,10
"G1302995","1970","Georgia","13",,,"Waverly Hall","2995",,,,,,,,,,,"Waverly Hall",182,14,20
"G1303000","1970","Georgia","13",,,"Waycross","3000",,,,,,,,,,,"Waycross",5674,416,158
"G1303005","1970","Georgia","13",,,"Waynesboro","3005",,,,,,,,,,,"Waynesboro",1501,129,137
"G1303010","1970","Georgia","13",,,"Wesley","3010",,,,,,,,,,,"Wesley",19,0,0
"G1303015","1970","Georgia","13",,,"Weston","3015",,,,,,,,,,,"Weston",21,3,0
"G1303020","1970","Georgia","13",,,"West Point","3020",,,,,,,,,,,"West Point",1180,89,112
"G1303025","1970","Georgia","13",,,"Whigham","3025",,,,,,,,,,,"Whigham",117,11,2
"G1303030","1970","Georgia","13",,,"White","3030",,,,,,,,,,,"White",129,16,3
"G1303040","1970","Georgia","13",,,"White Plains","3040",,,,,,,,,,,"White Plains",78,3,5
"G1303045","1970","Georgia","13",,,"Whitesburg","3045",,,,,,,,,,,"Whitesburg",182,26,7
"G1303050","1970","Georgia","13",,,"White Sulphur Springs","3050",,,,,,,,,,,"White Sulphur Springs",9,2,0
"G1303055","1970","Georgia","13",,,"Willacoochee","3055",,,,,,,,,,,"Willacoochee",279,31,23
"G1303060","1970","Georgia","13",,,"Williamson","3060",,,,,,,,,,,"Williamson",72,9,5
"G1303063","1970","Georgia","13",,,"Wilmington Island (U)","3063",,,,,,,,,,,"Wilmington Island (U)",885,32,9
"G1303065","1970","Georgia","13",,,"Winder","3065",,,,,,,,,,,"Winder",2061,139,51
"G1303067","1970","Georgia","13",,,"Windsor Forest (U)","3067",,,,,,,,,,,"Windsor Forest (U)",1957,75,6
"G1303070","1970","Georgia","13",,,"Winterville","3070",,,,,,,,,,,"Winterville",164,8,4
"G1303075","1970","Georgia","13",,,"Woodbine","3075",,,,,,,,,,,"Woodbine",264,20,12
"G1303080","1970","Georgia","13",,,"Woodbury","3080",,,,,,,,,,,"Woodbury",333,35,45
"G1303085","1970","Georgia","13",,,"Woodland","3085",,,,,,,,,,,"Woodland",121,24,22
"G1303090","1970","Georgia","13",,,"Woodstock","3090",,,,,,,,,,,"Woodstock",253,18,5
"G1303095","1970","Georgia","13",,,"Woodville","3095",,,,,,,,,,,"Woodville",67,15,11
"G1303100","1970","Georgia","13",,,"Woolsey","3100",,,,,,,,,,,"Woolsey",26,3,0
"G1303105","1970","Georgia","13",,,"Wrens","3105",,,,,,,,,,,"Wrens",593,49,39
"G1303110","1970","Georgia","13",,,"Wrightsville","3110",,,,,,,,,,,"Wrightsville",626,39,39
"G1303115","1970","Georgia","13",,,"Yatesville","3115",,,,,,,,,,,"Yatesville",106,9,7
"G1303120","1970","Georgia","13",,,"Young Harris","3120",,,,,,,,,,,"Young Harris",107,5,1
"G1303125","1970","Georgia","13",,,"Zebulon","3125",,,,,,,,,,,"Zebulon",236,16,15
"G1500005","1970","Hawaii","15",,,"Aiea","0005",,,,,,,,,,,"Aiea",2233,441,281
"G1500009","1970","Hawaii","15",,,"Anahola","0009",,,,,,,,,,,"Anahola",86,28,24
"G1500012","1970","Hawaii","15",,,"Barbers Point Housing","0012",,,,,,,,,,,"Barbers Point Housing",525,35,5
"G1500014","1970","Hawaii","15",,,"Captain Cook","0014",,,,,,,,,,,"Captain Cook",230,53,30
"G1500019","1970","Hawaii","15",,,"Eleele","0019",,,,,,,,,,,"Eleele",146,25,12
"G1500025","1970","Hawaii","15",,,"Ewa","0025",,,,,,,,,,,"Ewa",465,101,116
"G1500029","1970","Hawaii","15",,,"Ewa Beach","0029",,,,,,,,,,,"Ewa Beach",1494,250,114
"G1500035","1970","Hawaii","15",,,"Foster Village","0035",,,,,,,,,,,"Foster Village",868,43,7
"G1500039","1970","Hawaii","15",,,"Haiku","0039",,,,,,,,,,,"Haiku",113,15,5
"G1500044","1970","Hawaii","15",,,"Hakalau","0044",,,,,,,,,,,"Hakalau",152,30,14
"G1500049","1970","Hawaii","15",,,"Halawa Heights","0049",,,,,,,,,,,"Halawa Heights",1030,125,39
"G1500054","1970","Hawaii","15",,,"Haleiwa","0054",,,,,,,,,,,"Haleiwa",473,121,83
"G1500057","1970","Hawaii","15",,,"Haliimaile","0057",,,,,,,,,,,"Haliimaile",114,31,9
"G1500059","1970","Hawaii","15",,,"Hana","0059",,,,,,,,,,,"Hana",80,14,35
"G1500064","1970","Hawaii","15",,,"Hanalei","0064",,,,,,,,,,,"Hanalei",33,5,4
"G1500069","1970","Hawaii","15",,,"Hanamaulu","0069",,,,,,,,,,,"Hanamaulu",424,107,52
"G1500074","1970","Hawaii","15",,,"Hanapepe","0074",,,,,,,,,,,"Hanapepe",354,42,19
"G1500081","1970","Hawaii","15",,,"Hauula","0081",,,,,,,,,,,"Hauula",284,82,102
"G1500084","1970","Hawaii","15",,,"Hawi","0084",,,,,,,,,,,"Hawi",170,32,25
"G1500087","1970","Hawaii","15",,,"Hickam Housing","0087",,,,,,,,,,,"Hickam Housing",1236,204,36
"G1500090","1970","Hawaii","15",,,"Hilo","0090",,,,,,,,,,,"Hilo",5675,891,414
"G1500099","1970","Hawaii","15",,,"Honokaa","0099",,,,,,,,,,,"Honokaa",386,49,12
"G1500104","1970","Hawaii","15",,,"Honokahua","0104",,,,,,,,,,,"Honokahua",92,10,16
"G1500110","1970","Hawaii","15",,,"Honolulu","0110",,,,,,,,,,,"Honolulu",78722,10634,7872
"G1500114","1970","Hawaii","15",,,"Honomu","0114",,,,,,,,,,,"Honomu",158,18,17
"G1500123","1970","Hawaii","15",,,"Iroquois Point","0123",,,,,,,,,,,"Iroquois Point",1054,43,3
"G1500126","1970","Hawaii","15",,,"Kaaawa","0126",,,,,,,,,,,"Kaaawa",162,19,42
"G1500135","1970","Hawaii","15",,,"Kahaluu","0135",,,,,,,,,,,"Kahaluu",330,57,34
"G1500139","1970","Hawaii","15",,,"Kahuku","0139",,,,,,,,,,,"Kahuku",194,33,27
"G1500140","1970","Hawaii","15",,,"Kahului","0140",,,,,,,,,,,"Kahului",1835,254,76
"G1500143","1970","Hawaii","15",,,"Kailua","0143",,,,,,,,,,,"Kailua",99,13,21
"G1500144","1970","Hawaii","15",,,"Kailua","0144",,,,,,,,,,,"Kailua",7294,840,360
"G1500159","1970","Hawaii","15",,,"Kalaheo","0159",,,,,,,,,,,"Kalaheo",296,74,27
"G1500164","1970","Hawaii","15",,,"Kaneohe","0164",,,,,,,,,,,"Kaneohe",5712,991,478
