GISJOIN,YEAR,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G4900095","1970","Utah","49",,,"Castle Gate","0095",,,,,,,,,,,"Castle Gate",71,3,1
"G4900100","1970","Utah","49",,,"Cedar City","0100",,,,,,,,,,,"Cedar City",2212,172,45
"G4900102","1970","Utah","49",,,"Cedar Fort","0102",,,,,,,,,,,"Cedar Fort",52,5,1
"G4900105","1970","Utah","49",,,"Centerfield","0105",,,,,,,,,,,"Centerfield",121,14,1
"G4900110","1970","Utah","49",,,"Centerville","0110",,,,,,,,,,,"Centerville",677,89,12
"G4900115","1970","Utah","49",,,"Central","0115",,,,,,,,,,,"Central",12,0,1
"G4900120","1970","Utah","49",,,"Charleston","0120",,,,,,,,,,,"Charleston",44,5,1
"G4900125","1970","Utah","49",,,"Circleville","0125",,,,,,,,,,,"Circleville",128,7,3
"G4900130","1970","Utah","49",,,"Clarkston","0130",,,,,,,,,,,"Clarkston",120,9,3
"G4900135","1970","Utah","49",,,"Clearfield","0135",,,,,,,,,,,"Clearfield",2759,336,66
"G4900140","1970","Utah","49",,,"Cleveland","0140",,,,,,,,,,,"Cleveland",60,11,3
"G4900145","1970","Utah","49",,,"Clinton","0145",,,,,,,,,,,"Clinton",331,65,13
"G4900150","1970","Utah","49",,,"Coalville","0150",,,,,,,,,,,"Coalville",245,17,3
"G4900160","1970","Utah","49",,,"Corinne","0160",,,,,,,,,,,"Corinne",113,16,4
"G4900165","1970","Utah","49",,,"Cornish","0165",,,,,,,,,,,"Cornish",51,4,0
"G4900167","1970","Utah","49",,,"Cottonwood (U)","0167",,,,,,,,,,,"Cottonwood (U)",2030,106,16
"G4900170","1970","Utah","49",,,"Delta","0170",,,,,,,,,,,"Delta",408,41,9
"G4900175","1970","Utah","49",,,"Deweyville","0175",,,,,,,,,,,"Deweyville",58,9,2
"G4900180","1970","Utah","49",,,"Dragerton (U)","0180",,,,,,,,,,,"Dragerton (U)",459,41,13
"G4900185","1970","Utah","49",,,"Duchesne","0185",,,,,,,,,,,"Duchesne",263,27,13
"G4900187","1970","Utah","49",,,"Dugway (U)","0187",,,,,,,,,,,"Dugway (U)",525,72,8
"G4900195","1970","Utah","49",,,"East Layton","0195",,,,,,,,,,,"East Layton",128,27,7
"G4900196","1970","Utah","49",,,"East Millcreek (U)","0196",,,,,,,,,,,"East Millcreek (U)",6593,392,45
"G4900200","1970","Utah","49",,,"Elmo","0200",,,,,,,,,,,"Elmo",29,6,0
"G4900205","1970","Utah","49",,,"Elsinore","0205",,,,,,,,,,,"Elsinore",120,4,2
"G4900210","1970","Utah","49",,,"Elwood","0210",,,,,,,,,,,"Elwood",68,10,1
"G4900215","1970","Utah","49",,,"Emery","0215",,,,,,,,,,,"Emery",72,2,2
"G4900217","1970","Utah","49",,,"Enoch","0217",,,,,,,,,,,"Enoch",18,6,0
"G4900220","1970","Utah","49",,,"Enterprise","0220",,,,,,,,,,,"Enterprise",153,28,14
"G4900225","1970","Utah","49",,,"Ephraim","0225",,,,,,,,,,,"Ephraim",486,29,10
"G4900230","1970","Utah","49",,,"Escalante","0230",,,,,,,,,,,"Escalante",174,10,6
"G4900235","1970","Utah","49",,,"Eureka","0235",,,,,,,,,,,"Eureka",215,18,3
"G4900240","1970","Utah","49",,,"Fairview","0240",,,,,,,,,,,"Fairview",224,16,3
"G4900245","1970","Utah","49",,,"Farmington","0245",,,,,,,,,,,"Farmington",623,57,7
"G4900250","1970","Utah","49",,,"Fayette","0250",,,,,,,,,,,"Fayette",31,2,1
"G4900255","1970","Utah","49",,,"Ferron","0255",,,,,,,,,,,"Ferron",185,18,1
"G4900260","1970","Utah","49",,,"Fielding","0260",,,,,,,,,,,"Fielding",56,9,2
"G4900265","1970","Utah","49",,,"Fillmore","0265",,,,,,,,,,,"Fillmore",425,28,7
"G4900270","1970","Utah","49",,,"Fountain Green","0270",,,,,,,,,,,"Fountain Green",151,7,4
"G4900275","1970","Utah","49",,,"Francis","0275",,,,,,,,,,,"Francis",63,10,2
"G4900280","1970","Utah","49",,,"Fruit Heights","0280",,,,,,,,,,,"Fruit Heights",158,15,3
"G4900285","1970","Utah","49",,,"Garden City","0285",,,,,,,,,,,"Garden City",49,0,2
"G4900295","1970","Utah","49",,,"Garland","0295",,,,,,,,,,,"Garland",276,37,9
"G4900300","1970","Utah","49",,,"Genola","0300",,,,,,,,,,,"Genola",76,15,3
"G4900305","1970","Utah","49",,,"Glendale","0305",,,,,,,,,,,"Glendale",39,13,0
"G4900310","1970","Utah","49",,,"Glenwood","0310",,,,,,,,,,,"Glenwood",69,0,2
"G4900315","1970","Utah","49",,,"Goshen","0315",,,,,,,,,,,"Goshen",136,12,3
"G4900318","1970","Utah","49",,,"Granger-Hunter (U)","0318",,,,,,,,,,,"Granger-Hunter (U)",1735,279,61
"G4900319","1970","Utah","49",,,"Granite Park (U)","0319",,,,,,,,,,,"Granite Park (U)",2843,245,73
"G4900320","1970","Utah","49",,,"Grantsville","0320",,,,,,,,,,,"Grantsville",666,94,28
"G4900325","1970","Utah","49",,,"Green River","0325",,,,,,,,,,,"Green River",280,30,12
"G4900330","1970","Utah","49",,,"Gunnison","0330",,,,,,,,,,,"Gunnison",303,30,6
"G4900333","1970","Utah","49",,,"Harrisville","0333",,,,,,,,,,,"Harrisville",150,13,3
"G4900335","1970","Utah","49",,,"Hatch","0335",,,,,,,,,,,"Hatch",36,2,2
"G4900340","1970","Utah","49",,,"Heber","0340",,,,,,,,,,,"Heber",856,86,14
"G4900345","1970","Utah","49",,,"Helper","0345",,,,,,,,,,,"Helper",677,44,5
"G4900350","1970","Utah","49",,,"Henefer","0350",,,,,,,,,,,"Henefer",125,10,0
"G4900355","1970","Utah","49",,,"Henrieville","0355",,,,,,,,,,,"Henrieville",36,2,3
"G4900360","1970","Utah","49",,,"Hiawatha","0360",,,,,,,,,,,"Hiawatha",57,4,0
"G4900362","1970","Utah","49",,,"Hilldale","0362",,,,,,,,,,,"Hilldale",14,22,24
"G4900365","1970","Utah","49",,,"Hinckley","0365",,,,,,,,,,,"Hinckley",95,10,5
"G4900370","1970","Utah","49",,,"Holden","0370",,,,,,,,,,,"Holden",96,7,2
"G4900371","1970","Utah","49",,,"Holladay (U)","0371",,,,,,,,,,,"Holladay (U)",5762,300,56
"G4900375","1970","Utah","49",,,"Honeyville","0375",,,,,,,,,,,"Honeyville",147,20,4
"G4900380","1970","Utah","49",,,"Howell","0380",,,,,,,,,,,"Howell",30,7,0
"G4900385","1970","Utah","49",,,"Huntington","0385",,,,,,,,,,,"Huntington",198,38,8
"G4900390","1970","Utah","49",,,"Huntsville","0390",,,,,,,,,,,"Huntsville",134,14,3
"G4900395","1970","Utah","49",,,"Hurricane","0395",,,,,,,,,,,"Hurricane",368,37,8
"G4900400","1970","Utah","49",,,"Hyde Park","0400",,,,,,,,,,,"Hyde Park",246,28,4
"G4900405","1970","Utah","49",,,"Hyrum","0405",,,,,,,,,,,"Hyrum",540,55,8
"G4900410","1970","Utah","49",,,"Ivins","0410",,,,,,,,,,,"Ivins",31,5,3
"G4900415","1970","Utah","49",,,"Joseph","0415",,,,,,,,,,,"Joseph",38,2,1
"G4900420","1970","Utah","49",,,"Junction","0420",,,,,,,,,,,"Junction",43,1,1
"G4900425","1970","Utah","49",,,"Kamas","0425",,,,,,,,,,,"Kamas",190,28,8
"G4900430","1970","Utah","49",,,"Kanab","0430",,,,,,,,,,,"Kanab",375,34,7
"G4900435","1970","Utah","49",,,"Kanarraville","0435",,,,,,,,,,,"Kanarraville",56,3,2
"G4900440","1970","Utah","49",,,"Kanosh","0440",,,,,,,,,,,"Kanosh",93,7,3
"G4900445","1970","Utah","49",,,"Kaysville","0445",,,,,,,,,,,"Kaysville",1371,153,20
"G4900450","1970","Utah","49",,,"Kearns (U)","0450",,,,,,,,,,,"Kearns (U)",2648,693,155
"G4900460","1970","Utah","49",,,"Kingston","0460",,,,,,,,,,,"Kingston",24,4,2
"G4900465","1970","Utah","49",,,"Koosharem","0465",,,,,,,,,,,"Koosharem",48,5,0
"G4900470","1970","Utah","49",,,"Laketown","0470",,,,,,,,,,,"Laketown",52,4,1
"G4900475","1970","Utah","49",,,"La Verkin","0475",,,,,,,,,,,"La Verkin",95,15,11
"G4900480","1970","Utah","49",,,"Layton","0480",,,,,,,,,,,"Layton",2821,432,91
"G4900485","1970","Utah","49",,,"Leamington","0485",,,,,,,,,,,"Leamington",34,0,0
"G4900490","1970","Utah","49",,,"Leeds","0490",,,,,,,,,,,"Leeds",45,2,5
"G4900495","1970","Utah","49",,,"Lehi","0495",,,,,,,,,,,"Lehi",1070,155,25
"G4900500","1970","Utah","49",,,"Levan","0500",,,,,,,,,,,"Levan",114,8,3
"G4900505","1970","Utah","49",,,"Lewiston","0505",,,,,,,,,,,"Lewiston",296,39,5
"G4900510","1970","Utah","49",,,"Lindon","0510",,,,,,,,,,,"Lindon",321,56,13
"G4900515","1970","Utah","49",,,"Loa","0515",,,,,,,,,,,"Loa",85,9,0
"G4900520","1970","Utah","49",,,"Logan","0520",,,,,,,,,,,"Logan",5989,323,120
"G4900525","1970","Utah","49",,,"Lynndyl","0525",,,,,,,,,,,"Lynndyl",33,0,2
"G4900530","1970","Utah","49",,,"Maeser","0530",,,,,,,,,,,"Maeser",286,43,4
"G4900535","1970","Utah","49",,,"Magna (U)","0535",,,,,,,,,,,"Magna (U)",1336,171,57
"G4900540","1970","Utah","49",,,"Manila","0540",,,,,,,,,,,"Manila",50,11,3
"G4900545","1970","Utah","49",,,"Manti","0545",,,,,,,,,,,"Manti",570,24,12
"G4900550","1970","Utah","49",,,"Mantua","0550",,,,,,,,,,,"Mantua",78,14,2
"G4900555","1970","Utah","49",,,"Mapleton","0555",,,,,,,,,,,"Mapleton",387,64,10
"G4900560","1970","Utah","49",,,"Marysvale","0560",,,,,,,,,,,"Marysvale",96,8,1
"G4900565","1970","Utah","49",,,"Mayfield","0565",,,,,,,,,,,"Mayfield",67,8,1
"G4900570","1970","Utah","49",,,"Meadow","0570",,,,,,,,,,,"Meadow",66,10,1
"G4900575","1970","Utah","49",,,"Mendon","0575",,,,,,,,,,,"Mendon",100,7,2
"G4900580","1970","Utah","49",,,"Midvale","0580",,,,,,,,,,,"Midvale",2008,202,43
"G4900585","1970","Utah","49",,,"Midway","0585",,,,,,,,,,,"Midway",203,23,4
"G4900590","1970","Utah","49",,,"Milford","0590",,,,,,,,,,,"Milford",391,29,6
"G4900595","1970","Utah","49",,,"Millville","0595",,,,,,,,,,,"Millville",96,17,5
"G4900600","1970","Utah","49",,,"Minersville","0600",,,,,,,,,,,"Minersville",120,18,1
"G4900605","1970","Utah","49",,,"Moab","0605",,,,,,,,,,,"Moab",1167,141,43
"G4900610","1970","Utah","49",,,"Mona","0610",,,,,,,,,,,"Mona",84,3,6
"G4900615","1970","Utah","49",,,"Monroe","0615",,,,,,,,,,,"Monroe",291,24,4
"G4900620","1970","Utah","49",,,"Monticello","0620",,,,,,,,,,,"Monticello",348,44,13
"G4900625","1970","Utah","49",,,"Morgan City","0625",,,,,,,,,,,"Morgan City",401,46,10
"G4900630","1970","Utah","49",,,"Moroni","0630",,,,,,,,,,,"Moroni",270,16,4
"G4900634","1970","Utah","49",,,"Mount Olympus (U)","0634",,,,,,,,,,,"Mount Olympus (U)",1350,16,4
"G4900635","1970","Utah","49",,,"Mount Pleasant","0635",,,,,,,,,,,"Mount Pleasant",480,27,8
"G4900640","1970","Utah","49",,,"Murray","0640",,,,,,,,,,,"Murray",5365,504,98
"G4900645","1970","Utah","49",,,"Myton","0645",,,,,,,,,,,"Myton",74,13,7
"G4900650","1970","Utah","49",,,"Nephi","0650",,,,,,,,,,,"Nephi",728,68,10
"G4900655","1970","Utah","49",,,"New Harmony","0655",,,,,,,,,,,"New Harmony",28,2,0
"G4900660","1970","Utah","49",,,"Newton","0660",,,,,,,,,,,"Newton",115,12,2
"G4900665","1970","Utah","49",,,"Nibley","0665",,,,,,,,,,,"Nibley",87,13,3
"G4900670","1970","Utah","49",,,"North Logan","0670",,,,,,,,,,,"North Logan",271,20,6
"G4900675","1970","Utah","49",,,"North Ogden","0675",,,,,,,,,,,"North Ogden",1106,125,17
"G4900680","1970","Utah","49",,,"North Salt Lake","0680",,,,,,,,,,,"North Salt Lake",443,59,23
"G4900685","1970","Utah","49",,,"Oak City","0685",,,,,,,,,,,"Oak City",67,8,1
"G4900690","1970","Utah","49",,,"Oakley","0690",,,,,,,,,,,"Oakley",63,8,3
"G4900695","1970","Utah","49",,,"Ogden","0695",,,,,,,,,,,"Ogden",20618,1467,507
"G4900700","1970","Utah","49",,,"Onaqui","0700",,,,,,,,,,,"Onaqui",99,23,4
"G4900705","1970","Utah","49",,,"Ophir","0705",,,,,,,,,,,"Ophir",15,4,1
"G4900710","1970","Utah","49",,,"Orangeville","0710",,,,,,,,,,,"Orangeville",128,17,5
"G4900715","1970","Utah","49",,,"Orderville","0715",,,,,,,,,,,"Orderville",89,9,5
"G4900720","1970","Utah","49",,,"Orem","0720",,,,,,,,,,,"Orem",5513,660,125
"G4900725","1970","Utah","49",,,"Panguitch","0725",,,,,,,,,,,"Panguitch",352,33,13
"G4900730","1970","Utah","49",,,"Paradise","0730",,,,,,,,,,,"Paradise",97,13,1
"G4900735","1970","Utah","49",,,"Paragonah","0735",,,,,,,,,,,"Paragonah",90,5,3
"G4900740","1970","Utah","49",,,"Park City","0740",,,,,,,,,,,"Park City",369,28,12
"G4900745","1970","Utah","49",,,"Parowan","0745",,,,,,,,,,,"Parowan",401,33,6
"G4900750","1970","Utah","49",,,"Payson","0750",,,,,,,,,,,"Payson",1175,115,17
"G4900755","1970","Utah","49",,,"Perry","0755",,,,,,,,,,,"Perry",158,35,13
"G4900760","1970","Utah","49",,,"Pickleville","0760",,,,,,,,,,,"Pickleville",27,0,5
"G4900765","1970","Utah","49",,,"Plain City","0765",,,,,,,,,,,"Plain City",338,49,7
"G4900770","1970","Utah","49",,,"Pleasant Grove","0770",,,,,,,,,,,"Pleasant Grove",1180,174,39
"G4900775","1970","Utah","49",,,"Pleasant View","0775",,,,,,,,,,,"Pleasant View",389,54,7
"G4900780","1970","Utah","49",,,"Plymouth","0780",,,,,,,,,,,"Plymouth",44,7,4
"G4900785","1970","Utah","49",,,"Portage","0785",,,,,,,,,,,"Portage",39,2,2
"G4900790","1970","Utah","49",,,"Price","0790",,,,,,,,,,,"Price",1814,109,46
"G4900795","1970","Utah","49",,,"Providence","0795",,,,,,,,,,,"Providence",365,43,2
"G4900800","1970","Utah","49",,,"Provo","0800",,,,,,,,,,,"Provo",11302,1124,286
"G4900805","1970","Utah","49",,,"Randolph","0805",,,,,,,,,,,"Randolph",124,19,1
"G4900810","1970","Utah","49",,,"Redmond","0810",,,,,,,,,,,"Redmond",116,11,2
"G4900815","1970","Utah","49",,,"Richfield","0815",,,,,,,,,,,"Richfield",1269,71,17
"G4900820","1970","Utah","49",,,"Richmond","0820",,,,,,,,,,,"Richmond",277,22,2
"G4900825","1970","Utah","49",,,"Riverdale","0825",,,,,,,,,,,"Riverdale",1001,73,12
"G4900830","1970","Utah","49",,,"River Heights","0830",,,,,,,,,,,"River Heights",233,13,9
"G4900835","1970","Utah","49",,,"Riverton","0835",,,,,,,,,,,"Riverton",598,107,18
"G4900840","1970","Utah","49",,,"Roosevelt","0840",,,,,,,,,,,"Roosevelt",490,51,19
"G4900845","1970","Utah","49",,,"Roy","0845",,,,,,,,,,,"Roy",3203,350,55
"G4900855","1970","Utah","49",,,"St George","0855",,,,,,,,,,,"St George",1774,189,50
"G4900860","1970","Utah","49",,,"Salem","0860",,,,,,,,,,,"Salem",230,42,8
"G4900865","1970","Utah","49",,,"Salina","0865",,,,,,,,,,,"Salina",420,42,14
"G4900870","1970","Utah","49",,,"Salt Lake City","0870",,,,,,,,,,,"Salt Lake City",59083,3042,943
"G4900875","1970","Utah","49",,,"Sandy City","0875",,,,,,,,,,,"Sandy City",1429,196,41
"G4900880","1970","Utah","49",,,"Santa Clara","0880",,,,,,,,,,,"Santa Clara",66,7,0
"G4900885","1970","Utah","49",,,"Santaquin","0885",,,,,,,,,,,"Santaquin",298,46,13
"G4900890","1970","Utah","49",,,"Scipio","0890",,,,,,,,,,,"Scipio",84,2,1
"G4900895","1970","Utah","49",,,"Scofield","0895",,,,,,,,,,,"Scofield",25,1,0
"G4900900","1970","Utah","49",,,"Sigurd","0900",,,,,,,,,,,"Sigurd",66,11,4
"G4900905","1970","Utah","49",,,"Smithfield","0905",,,,,,,,,,,"Smithfield",830,66,13
"G4900910","1970","Utah","49",,,"Snowville","0910",,,,,,,,,,,"Snowville",39,4,2
"G4900915","1970","Utah","49",,,"Soldier Summit","0915",,,,,,,,,,,"Soldier Summit",7,0,0
"G4900920","1970","Utah","49",,,"South Jordan","0920",,,,,,,,,,,"South Jordan",531,116,28
"G4900925","1970","Utah","49",,,"South Ogden","0925",,,,,,,,,,,"South Ogden",2614,188,37
"G4900930","1970","Utah","49",,,"South Salt Lake","0930",,,,,,,,,,,"South Salt Lake",2476,207,33
"G4900935","1970","Utah","49",,,"South Weber","0935",,,,,,,,,,,"South Weber",182,23,5
"G4900940","1970","Utah","49",,,"Spanish Fork","0940",,,,,,,,,,,"Spanish Fork",1801,154,51
"G4900945","1970","Utah","49",,,"Spring City","0945",,,,,,,,,,,"Spring City",164,5,1
"G4900950","1970","Utah","49",,,"Springdale","0950",,,,,,,,,,,"Springdale",58,2,4
"G4900955","1970","Utah","49",,,"Springville","0955",,,,,,,,,,,"Springville",2232,206,39
"G4900960","1970","Utah","49",,,"Sterling","0960",,,,,,,,,,,"Sterling",41,3,1
"G4900965","1970","Utah","49",,,"Stockton","0965",,,,,,,,,,,"Stockton",100,16,7
"G4900970","1970","Utah","49",,,"Sunnyside","0970",,,,,,,,,,,"Sunnyside",123,11,2
"G4900975","1970","Utah","49",,,"Sunset","0975",,,,,,,,,,,"Sunset",1261,192,31
"G4900980","1970","Utah","49",,,"Syracuse","0980",,,,,,,,,,,"Syracuse",396,48,11
"G4900985","1970","Utah","49",,,"Tabiona","0985",,,,,,,,,,,"Tabiona",33,2,0
"G4900990","1970","Utah","49",,,"Tooele","0990",,,,,,,,,,,"Tooele",3267,345,82
"G4900995","1970","Utah","49",,,"Toquerville","0995",,,,,,,,,,,"Toquerville",65,5,1
"G4901000","1970","Utah","49",,,"Torrey","1000",,,,,,,,,,,"Torrey",30,2,1
"G4901005","1970","Utah","49",,,"Tremonton","1005",,,,,,,,,,,"Tremonton",725,51,18
"G4901010","1970","Utah","49",,,"Trenton","1010",,,,,,,,,,,"Trenton",96,7,6
"G4901015","1970","Utah","49",,,"Tropic","1015",,,,,,,,,,,"Tropic",72,14,2
"G4901020","1970","Utah","49",,,"Uintah","1020",,,,,,,,,,,"Uintah",101,3,3
"G4901025","1970","Utah","49",,,"Vernal","1025",,,,,,,,,,,"Vernal",1079,93,26
"G4901030","1970","Utah","49",,,"Virgin","1030",,,,,,,,,,,"Virgin",29,2,2
"G4901035","1970","Utah","49",,,"Wales","1035",,,,,,,,,,,"Wales",34,1,0
"G4901040","1970","Utah","49",,,"Wallsburg","1040",,,,,,,,,,,"Wallsburg",55,5,2
"G4901045","1970","Utah","49",,,"Washington","1045",,,,,,,,,,,"Washington",187,25,8
"G4901050","1970","Utah","49",,,"Washington Terrace","1050",,,,,,,,,,,"Washington Terrace",1568,210,37
"G4901055","1970","Utah","49",,,"Wellington","1055",,,,,,,,,,,"Wellington",194,42,9
"G4901060","1970","Utah","49",,,"Wellsville","1060",,,,,,,,,,,"Wellsville",321,32,4
"G4901065","1970","Utah","49",,,"Wendover","1065",,,,,,,,,,,"Wendover",199,28,15
"G4901070","1970","Utah","49",,,"West Bountiful","1070",,,,,,,,,,,"West Bountiful",264,48,4
"G4901075","1970","Utah","49",,,"West Jordan","1075",,,,,,,,,,,"West Jordan",839,132,53
"G4901080","1970","Utah","49",,,"West Point","1080",,,,,,,,,,,"West Point",208,29,8
"G4901084","1970","Utah","49",,,"White City (U)","1084",,,,,,,,,,,"White City (U)",1052,238,37
"G4901085","1970","Utah","49",,,"Willard","1085",,,,,,,,,,,"Willard",240,37,11
"G4901090","1970","Utah","49",,,"Woodruff","1090",,,,,,,,,,,"Woodruff",47,6,1
"G4901095","1970","Utah","49",,,"Woods Cross","1095",,,,,,,,,,,"Woods Cross",625,90,23
"G4901100","1970","Utah","49",,,"Yost","1100",,,,,,,,,,,"Yost",13,0,0
"G5000030","1970","Vermont","50",,,"Albany","0030",,,,,,,,,,,"Albany",49,3,0
"G5000050","1970","Vermont","50",,,"Alburg","0050",,,,,,,,,,,"Alburg",140,14,1
"G5000070","1970","Vermont","50",,,"Arlington Center (U)","0070",,,,,,,,,,,"Arlington Center (U)",358,24,5
"G5000140","1970","Vermont","50",,,"Barre","0140",,,,,,,,,,,"Barre",3324,162,37
"G5000170","1970","Vermont","50",,,"Barton","0170",,,,,,,,,,,"Barton",315,17,1
"G5000180","1970","Vermont","50",,,"Bellows Falls","0180",,,,,,,,,,,"Bellows Falls",1219,37,6
"G5000210","1970","Vermont","50",,,"Bennington","0210",,,,,,,,,,,"Bennington",2468,124,19
"G5000300","1970","Vermont","50",,,"Bradford","0300",,,,,,,,,,,"Bradford",239,7,3
"G5000320","1970","Vermont","50",,,"Brandon Center (U)","0320",,,,,,,,,,,"Brandon Center (U)",553,25,6
"G5000340","1970","Vermont","50",,,"Brattleboro Center (U)","0340",,,,,,,,,,,"Brattleboro Center (U)",2796,118,27
"G5000400","1970","Vermont","50",,,"Bristol","0400",,,,,,,,,,,"Bristol",495,26,9
"G5000460","1970","Vermont","50",,,"Burlington","0460",,,,,,,,,,,"Burlington",10564,620,144
"G5000480","1970","Vermont","50",,,"Cabot","0480",,,,,,,,,,,"Cabot",69,1,1
"G5000510","1970","Vermont","50",,,"Cambridge","0510",,,,,,,,,,,"Cambridge",78,4,0
"G5000640","1970","Vermont","50",,,"Concord","0640",,,,,,,,,,,"Concord",106,1,1
"G5000710","1970","Vermont","50",,,"Derby Center","0710",,,,,,,,,,,"Derby Center",152,6,2
"G5000720","1970","Vermont","50",,,"Derby Line","0720",,,,,,,,,,,"Derby Line",263,9,2
"G5000820","1970","Vermont","50",,,"Enosburg Falls","0820",,,,,,,,,,,"Enosburg Falls",423,16,1
"G5000840","1970","Vermont","50",,,"Essex Junction","0840",,,,,,,,,,,"Essex Junction",1665,119,11
"G5000878","1970","Vermont","50",,,"Fair Haven Center (U)","0878",,,,,,,,,,,"Fair Haven Center (U)",685,25,5
"G5000960","1970","Vermont","50",,,"Glover","0960",,,,,,,,,,,"Glover",65,4,2
"G5001050","1970","Vermont","50",,,"Groton","1050",,,,,,,,,,,"Groton",130,4,1
"G5001110","1970","Vermont","50",,,"Hardwick","1110",,,,,,,,,,,"Hardwick",442,30,7
"G5001200","1970","Vermont","50",,,"Hyde Park","1200",,,,,,,,,,,"Hyde Park",126,7,0
"G5001230","1970","Vermont","50",,,"Island Pond (U)","1230",,,,,,,,,,,"Island Pond (U)",343,20,5
"G5001250","1970","Vermont","50",,,"Jacksonville","1250",,,,,,,,,,,"Jacksonville",78,3,1
"G5001280","1970","Vermont","50",,,"Jeffersonville","1280",,,,,,,,,,,"Jeffersonville",124,7,0
"G5001310","1970","Vermont","50",,,"Johnson","1310",,,,,,,,,,,"Johnson",260,9,2
"G5001400","1970","Vermont","50",,,"Ludlow","1400",,,,,,,,,,,"Ludlow",503,16,2
"G5001420","1970","Vermont","50",,,"Lyndon Center","1420",,,,,,,,,,,"Lyndon Center",68,1,1
"G5001440","1970","Vermont","50",,,"Lyndonville","1440",,,,,,,,,,,"Lyndonville",456,19,2
"G5001470","1970","Vermont","50",,,"Manchester Depot (U)","1470",,,,,,,,,,,"Manchester Depot (U)",482,26,13
"G5001485","1970","Vermont","50",,,"Manchester","1485",,,,,,,,,,,"Manchester",157,2,0
"G5001510","1970","Vermont","50",,,"Marshfield","1510",,,,,,,,,,,"Marshfield",78,6,1
"G5001580","1970","Vermont","50",,,"Milton","1580",,,,,,,,,,,"Milton",283,26,2
"G5001610","1970","Vermont","50",,,"Montpelier","1610",,,,,,,,,,,"Montpelier",2739,84,18
"G5001650","1970","Vermont","50",,,"Morrisville","1650",,,,,,,,,,,"Morrisville",678,31,13
"G5001705","1970","Vermont","50",,,"Newfane","1705",,,,,,,,,,,"Newfane",47,1,2
"G5001730","1970","Vermont","50",,,"Newport","1730",,,,,,,,,,,"Newport",1542,53,13
"G5001750","1970","Vermont","50",,,"North Bennington","1750",,,,,,,,,,,"North Bennington",317,11,4
"G5001770","1970","Vermont","50",,,"Northfield","1770",,,,,,,,,,,"Northfield",653,23,7
"G5001790","1970","Vermont","50",,,"North Troy","1790",,,,,,,,,,,"North Troy",238,11,1
"G5001800","1970","Vermont","50",,,"North Westminster","1800",,,,,,,,,,,"North Westminster",102,2,0
"G5001830","1970","Vermont","50",,,"Old Bennington","1830",,,,,,,,,,,"Old Bennington",87,0,1
"G5001850","1970","Vermont","50",,,"Orleans","1850",,,,,,,,,,,"Orleans",371,16,3
"G5001900","1970","Vermont","50",,,"Perkinsville","1900",,,,,,,,,,,"Perkinsville",55,2,0
"G5001940","1970","Vermont","50",,,"Pittsford","1940",,,,,,,,,,,"Pittsford",214,6,0
"G5001960","1970","Vermont","50",,,"Plainfield","1960",,,,,,,,,,,"Plainfield",167,8,2
"G5002000","1970","Vermont","50",,,"Poultney","2000",,,,,,,,,,,"Poultney",429,9,0
"G5002020","1970","Vermont","50",,,"Proctorsville","2020",,,,,,,,,,,"Proctorsville",156,9,0
"G5002070","1970","Vermont","50",,,"Randolph","2070",,,,,,,,,,,"Randolph",676,24,9
"G5002100","1970","Vermont","50",,,"Readsboro","2100",,,,,,,,,,,"Readsboro",142,3,0
"G5002120","1970","Vermont","50",,,"Richford","2120",,,,,,,,,,,"Richford",494,19,6
"G5002140","1970","Vermont","50",,,"Richmond","2140",,,,,,,,,,,"Richmond",246,18,4
"G5002210","1970","Vermont","50",,,"Rutland","2210",,,,,,,,,,,"Rutland",5933,234,49
"G5002240","1970","Vermont","50",,,"St Albans","2240",,,,,,,,,,,"St Albans",2596,123,19
"G5002310","1970","Vermont","50",,,"Saxtons River","2310",,,,,,,,,,,"Saxtons River",166,11,1
"G5002360","1970","Vermont","50",,,"Shelburne Road Section (U)","2360",,,,,,,,,,,"Shelburne Road Section (U)",644,27,4
"G5002440","1970","Vermont","50",,,"Springfield Center (U)","2440",,,,,,,,,,,"Springfield Center (U)",1862,74,15
"G5002510","1970","Vermont","50",,,"Stowe","2510",,,,,,,,,,,"Stowe",164,5,4
"G5002580","1970","Vermont","50",,,"Swanton","2580",,,,,,,,,,,"Swanton",780,46,9
"G5002630","1970","Vermont","50",,,"Townshend","2630",,,,,,,,,,,"Townshend",59,1,0
"G5002670","1970","Vermont","50",,,"Vergennes","2670",,,,,,,,,,,"Vergennes",646,35,2
"G5002800","1970","Vermont","50",,,"Waterbury","2800",,,,,,,,,,,"Waterbury",578,30,4
"G5002840","1970","Vermont","50",,,"Wells River","2840",,,,,,,,,,,"Wells River",157,6,0
"G5002880","1970","Vermont","50",,,"West Burke","2880",,,,,,,,,,,"West Burke",113,4,0
"G5002920","1970","Vermont","50",,,"West Glover","2920",,,,,,,,,,,"West Glover",15,1,0
"G5002950","1970","Vermont","50",,,"Westminster","2950",,,,,,,,,,,"Westminster",104,2,0
"G5002980","1970","Vermont","50",,,"West Rutland Center (U)","2980",,,,,,,,,,,"West Rutland Center (U)",572,21,3
