GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G2001770","1970","Kansas","20","Shawnee","177",,,,,,"8440",,,,,,,"Shawnee",46935,2469,582
"G2001790","1970","Kansas","20","Sheridan","179",,,,,,,,,,,,,"Sheridan",1091,71,19
"G2001810","1970","Kansas","20","Sherman","181",,,,,,,,,,,,,"Sherman",2331,162,59
"G2001830","1970","Kansas","20","Smith","183",,,,,,,,,,,,,"Smith",2391,63,11
"G2001850","1970","Kansas","20","Stafford","185",,,,,,,,,,,,,"Stafford",2181,49,18
"G2001870","1970","Kansas","20","Stanton","187",,,,,,,,,,,,,"Stanton",621,55,24
"G2001890","1970","Kansas","20","Stevens","189",,,,,,,,,,,,,"Stevens",1254,82,15
"G2001910","1970","Kansas","20","Sumner","191",,,,,,,,,,,,,"Sumner",7619,358,69
"G2001930","1970","Kansas","20","Thomas","193",,,,,,,,,,,,,"Thomas",2311,106,27
"G2001950","1970","Kansas","20","Trego","195",,,,,,,,,,,,,"Trego",1372,88,15
"G2001970","1970","Kansas","20","Wabaunsee","197",,,,,,,,,,,,,"Wabaunsee",2047,95,24
"G2001990","1970","Kansas","20","Wallace","199",,,,,,,,,,,,,"Wallace",621,48,11
"G2002010","1970","Kansas","20","Washington","201",,,,,,,,,,,,,"Washington",3131,116,22
"G2002030","1970","Kansas","20","Wichita","203",,,,,,,,,,,,,"Wichita",827,80,37
"G2002050","1970","Kansas","20","Wilson","205",,,,,,,,,,,,,"Wilson",4002,158,39
"G2002070","1970","Kansas","20","Woodson","207",,,,,,,,,,,,,"Woodson",1686,60,10
"G2002090","1970","Kansas","20","Wyandotte","209",,,,,,"3760",,,,,,,"Wyandotte",55038,4190,1070
"G2100010","1970","Kentucky","21","Adair","001",,,,,,,,,,,,,"Adair",3807,284,113
"G2100030","1970","Kentucky","21","Allen","003",,,,,,,,,,,,,"Allen",3851,259,111
"G2100050","1970","Kentucky","21","Anderson","005",,,,,,,,,,,,,"Anderson",2769,181,64
"G2100070","1970","Kentucky","21","Ballard","007",,,,,,,,,,,,,"Ballard",2722,140,34
"G2100090","1970","Kentucky","21","Barren","009",,,,,,,,,,,,,"Barren",8550,604,230
"G2100110","1970","Kentucky","21","Bath","011",,,,,,,,,,,,,"Bath",2586,235,91
"G2100130","1970","Kentucky","21","Bell","013",,,,,,,,,,,,,"Bell",7737,970,628
"G2100150","1970","Kentucky","21","Boone","015",,,,,,"1640",,,,,,,"Boone",8251,818,210
"G2100170","1970","Kentucky","21","Bourbon","017",,,,,,,,,,,,,"Bourbon",5372,415,123
"G2100190","1970","Kentucky","21","Boyd","019",,,,,,"3400",,,,,,,"Boyd",15291,990,316
"G2100210","1970","Kentucky","21","Boyle","021",,,,,,,,,,,,,"Boyle",6267,416,132
"G2100230","1970","Kentucky","21","Bracken","023",,,,,,,,,,,,,"Bracken",2136,157,45
"G2100250","1970","Kentucky","21","Breathitt","025",,,,,,,,,,,,,"Breathitt",2951,509,352
"G2100270","1970","Kentucky","21","Breckinridge","027",,,,,,,,,,,,,"Breckinridge",4085,382,158
"G2100290","1970","Kentucky","21","Bullitt","029",,,,,,,,,,,,,"Bullitt",6110,798,287
"G2100310","1970","Kentucky","21","Butler","031",,,,,,,,,,,,,"Butler",2664,276,132
"G2100330","1970","Kentucky","21","Caldwell","033",,,,,,,,,,,,,"Caldwell",4210,270,96
"G2100350","1970","Kentucky","21","Calloway","035",,,,,,,,,,,,,"Calloway",8625,346,133
"G2100370","1970","Kentucky","21","Campbell","037",,,,,,"1640",,,,,,,"Campbell",23757,2415,773
"G2100390","1970","Kentucky","21","Carlisle","039",,,,,,,,,,,,,"Carlisle",1792,96,24
"G2100410","1970","Kentucky","21","Carroll","041",,,,,,,,,,,,,"Carroll",2503,190,68
"G2100430","1970","Kentucky","21","Carter","043",,,,,,,,,,,,,"Carter",5084,565,242
"G2100450","1970","Kentucky","21","Casey","045",,,,,,,,,,,,,"Casey",3579,307,173
"G2100470","1970","Kentucky","21","Christian","047",,,,,,,,,,,,,"Christian",13376,1004,484
"G2100490","1970","Kentucky","21","Clark","049",,,,,,,,,,,,,"Clark",7005,460,172
"G2100510","1970","Kentucky","21","Clay","051",,,,,,,,,,,,,"Clay",3557,671,567
"G2100530","1970","Kentucky","21","Clinton","053",,,,,,,,,,,,,"Clinton",2223,203,100
"G2100550","1970","Kentucky","21","Crittenden","055",,,,,,,,,,,,,"Crittenden",2739,194,60
"G2100570","1970","Kentucky","21","Cumberland","057",,,,,,,,,,,,,"Cumberland",1957,164,80
"G2100590","1970","Kentucky","21","Daviess","059",,,,,,"5990",,,,,,,"Daviess",21471,1943,593
"G2100610","1970","Kentucky","21","Edmonson","061",,,,,,,,,,,,,"Edmonson",2380,227,111
"G2100630","1970","Kentucky","21","Elliott","063",,,,,,,,,,,,,"Elliott",1339,193,113
"G2100650","1970","Kentucky","21","Estill","065",,,,,,,,,,,,,"Estill",3378,348,195
"G2100670","1970","Kentucky","21","Fayette","067",,,,,,"4280",,,,,,,"Fayette",50544,2768,1151
"G2100690","1970","Kentucky","21","Fleming","069",,,,,,,,,,,,,"Fleming",3348,233,93
"G2100710","1970","Kentucky","21","Floyd","071",,,,,,,,,,,,,"Floyd",8589,1067,687
"G2100730","1970","Kentucky","21","Franklin","073",,,,,,,,,,,,,"Franklin",10234,621,161
"G2100750","1970","Kentucky","21","Fulton","075",,,,,,,,,,,,,"Fulton",3155,196,119
"G2100770","1970","Kentucky","21","Gallatin","077",,,,,,,,,,,,,"Gallatin",1163,115,34
"G2100790","1970","Kentucky","21","Garrard","079",,,,,,,,,,,,,"Garrard",2955,156,65
"G2100810","1970","Kentucky","21","Grant","081",,,,,,,,,,,,,"Grant",2926,246,76
"G2100830","1970","Kentucky","21","Graves","083",,,,,,,,,,,,,"Graves",10127,513,172
"G2100850","1970","Kentucky","21","Grayson","085",,,,,,,,,,,,,"Grayson",4543,439,210
"G2100870","1970","Kentucky","21","Green","087",,,,,,,,,,,,,"Green",3136,226,67
"G2100890","1970","Kentucky","21","Greenup","089",,,,,,,,,,,,,"Greenup",8572,817,264
"G2100910","1970","Kentucky","21","Hancock","091",,,,,,,,,,,,,"Hancock",1864,193,60
"G2100930","1970","Kentucky","21","Hardin","093",,,,,,,,,,,,,"Hardin",15291,1331,433
"G2100950","1970","Kentucky","21","Harlan","095",,,,,,,,,,,,,"Harlan",9357,1176,660
"G2100970","1970","Kentucky","21","Harrison","097",,,,,,,,,,,,,"Harrison",4338,280,86
"G2100990","1970","Kentucky","21","Hart","099",,,,,,,,,,,,,"Hart",3992,317,181
"G2101010","1970","Kentucky","21","Henderson","101",,,,,,"2440",,,,,,,"Henderson",10335,835,351
"G2101030","1970","Kentucky","21","Henry","103",,,,,,,,,,,,,"Henry",3283,234,100
"G2101050","1970","Kentucky","21","Hickman","105",,,,,,,,,,,,,"Hickman",1898,130,67
"G2101070","1970","Kentucky","21","Hopkins","107",,,,,,,,,,,,,"Hopkins",11316,858,339
"G2101090","1970","Kentucky","21","Jackson","109",,,,,,,,,,,,,"Jackson",2504,303,179
"G2101110","1970","Kentucky","21","Jefferson","111",,,,,,"4520",,,,,,,"Jefferson",196630,14956,4572
"G2101130","1970","Kentucky","21","Jessamine","113",,,,,,,,,,,,,"Jessamine",4706,339,155
"G2101150","1970","Kentucky","21","Johnson","115",,,,,,,,,,,,,"Johnson",4691,444,254
"G2101170","1970","Kentucky","21","Kenton","117",,,,,,"1640",,,,,,,"Kenton",35827,3366,1133
"G2101190","1970","Kentucky","21","Knott","119",,,,,,,,,,,,,"Knott",2961,505,384
"G2101210","1970","Kentucky","21","Knox","121",,,,,,,,,,,,,"Knox",5809,714,455
"G2101230","1970","Kentucky","21","Larue","123",,,,,,,,,,,,,"Larue",3001,241,88
"G2101250","1970","Kentucky","21","Laurel","125",,,,,,,,,,,,,"Laurel",6887,775,385
"G2101270","1970","Kentucky","21","Lawrence","127",,,,,,,,,,,,,"Lawrence",2870,272,143
"G2101290","1970","Kentucky","21","Lee","129",,,,,,,,,,,,,"Lee",1667,212,128
"G2101310","1970","Kentucky","21","Leslie","131",,,,,,,,,,,,,"Leslie",2120,509,356
"G2101330","1970","Kentucky","21","Letcher","133",,,,,,,,,,,,,"Letcher",5717,679,423
"G2101350","1970","Kentucky","21","Lewis","135",,,,,,,,,,,,,"Lewis",3106,321,184
"G2101370","1970","Kentucky","21","Lincoln","137",,,,,,,,,,,,,"Lincoln",4584,435,188
"G2101390","1970","Kentucky","21","Livingston","139",,,,,,,,,,,,,"Livingston",2476,128,41
"G2101410","1970","Kentucky","21","Logan","141",,,,,,,,,,,,,"Logan",6376,463,198
"G2101430","1970","Kentucky","21","Lyon","143",,,,,,,,,,,,,"Lyon",1521,79,25
"G2101450","1970","Kentucky","21","McCracken","145",,,,,,,,,,,,,"Mc Cracken",18637,980,237
"G2101470","1970","Kentucky","21","McCreary","147",,,,,,,,,,,,,"Mc Creary",2798,443,265
"G2101490","1970","Kentucky","21","McLean","149",,,,,,,,,,,,,"Mc Lean",2800,186,62
"G2101510","1970","Kentucky","21","Madison","151",,,,,,,,,,,,,"Madison",10717,794,382
"G2101530","1970","Kentucky","21","Magoffin","153",,,,,,,,,,,,,"Magoffin",2262,326,226
"G2101550","1970","Kentucky","21","Marion","155",,,,,,,,,,,,,"Marion",3597,484,302
"G2101570","1970","Kentucky","21","Marshall","157",,,,,,,,,,,,,"Marshall",6322,352,97
"G2101590","1970","Kentucky","21","Martin","159",,,,,,,,,,,,,"Martin",1844,346,249
"G2101610","1970","Kentucky","21","Mason","161",,,,,,,,,,,,,"Mason",5036,396,143
"G2101630","1970","Kentucky","21","Meade","163",,,,,,,,,,,,,"Meade",4693,497,168
"G2101650","1970","Kentucky","21","Menifee","165",,,,,,,,,,,,,"Menifee",1017,108,60
"G2101670","1970","Kentucky","21","Mercer","167",,,,,,,,,,,,,"Mercer",4906,296,112
"G2101690","1970","Kentucky","21","Metcalfe","169",,,,,,,,,,,,,"Metcalfe",2337,204,92
"G2101710","1970","Kentucky","21","Monroe","171",,,,,,,,,,,,,"Monroe",3367,286,109
"G2101730","1970","Kentucky","21","Montgomery","173",,,,,,,,,,,,,"Montgomery",4391,322,132
"G2101750","1970","Kentucky","21","Morgan","175",,,,,,,,,,,,,"Morgan",2559,253,146
"G2101770","1970","Kentucky","21","Muhlenberg","177",,,,,,,,,,,,,"Muhlenberg",7979,650,251
"G2101790","1970","Kentucky","21","Nelson","179",,,,,,,,,,,,,"Nelson",5235,678,319
"G2101810","1970","Kentucky","21","Nicholas","181",,,,,,,,,,,,,"Nicholas",1951,134,55
"G2101830","1970","Kentucky","21","Ohio","183",,,,,,,,,,,,,"Ohio",5406,495,204
"G2101850","1970","Kentucky","21","Oldham","185",,,,,,,,,,,,,"Oldham",3373,314,127
"G2101870","1970","Kentucky","21","Owen","187",,,,,,,,,,,,,"Owen",2343,154,64
"G2101890","1970","Kentucky","21","Owsley","189",,,,,,,,,,,,,"Owsley",1165,176,119
"G2101910","1970","Kentucky","21","Pendleton","191",,,,,,,,,,,,,"Pendleton",2767,239,89
"G2101930","1970","Kentucky","21","Perry","193",,,,,,,,,,,,,"Perry",5722,840,579
"G2101950","1970","Kentucky","21","Pike","195",,,,,,,,,,,,,"Pike",14189,1959,1138
"G2101970","1970","Kentucky","21","Powell","197",,,,,,,,,,,,,"Powell",1865,240,110
"G2101990","1970","Kentucky","21","Pulaski","199",,,,,,,,,,,,,"Pulaski",10125,808,321
"G2102010","1970","Kentucky","21","Robertson","201",,,,,,,,,,,,,"Robertson",680,35,15
"G2102030","1970","Kentucky","21","Rockcastle","203",,,,,,,,,,,,,"Rockcastle",3015,346,247
"G2102050","1970","Kentucky","21","Rowan","205",,,,,,,,,,,,,"Rowan",3722,279,118
"G2102070","1970","Kentucky","21","Russell","207",,,,,,,,,,,,,"Russell",3127,221,108
"G2102090","1970","Kentucky","21","Scott","209",,,,,,,,,,,,,"Scott",4919,364,140
"G2102110","1970","Kentucky","21","Shelby","211",,,,,,,,,,,,,"Shelby",5429,367,159
"G2102130","1970","Kentucky","21","Simpson","213",,,,,,,,,,,,,"Simpson",3817,253,128
"G2102150","1970","Kentucky","21","Spencer","215",,,,,,,,,,,,,"Spencer",1439,147,55
"G2102170","1970","Kentucky","21","Taylor","217",,,,,,,,,,,,,"Taylor",4992,286,100
"G2102190","1970","Kentucky","21","Todd","219",,,,,,,,,,,,,"Todd",3107,241,145
"G2102210","1970","Kentucky","21","Trigg","221",,,,,,,,,,,,,"Trigg",2366,219,111
"G2102230","1970","Kentucky","21","Trimble","223",,,,,,,,,,,,,"Trimble",1539,106,44
"G2102250","1970","Kentucky","21","Union","225",,,,,,,,,,,,,"Union",3929,377,144
"G2102270","1970","Kentucky","21","Warren","227",,,,,,,,,,,,,"Warren",15931,1097,446
"G2102290","1970","Kentucky","21","Washington","229",,,,,,,,,,,,,"Washington",2711,267,130
"G2102310","1970","Kentucky","21","Wayne","231",,,,,,,,,,,,,"Wayne",3635,398,250
"G2102330","1970","Kentucky","21","Webster","233",,,,,,,,,,,,,"Webster",4178,320,117
"G2102350","1970","Kentucky","21","Whitley","235",,,,,,,,,,,,,"Whitley",6542,606,350
"G2102370","1970","Kentucky","21","Wolfe","237",,,,,,,,,,,,,"Wolfe",1374,177,93
"G2102390","1970","Kentucky","21","Woodford","239",,,,,,,,,,,,,"Woodford",3948,296,116
"G2200010","1970","Louisiana","22","Acadia","001",,,,,,,,,,,,,"Acadia",12399,1771,777
"G2200030","1970","Louisiana","22","Allen","003",,,,,,,,,,,,,"Allen",5263,666,214
"G2200050","1970","Louisiana","22","Ascension","005",,,,,,,,,,,,,"Ascension",8160,1239,618
"G2200070","1970","Louisiana","22","Assumption","007",,,,,,,,,,,,,"Assumption",3751,717,501
"G2200090","1970","Louisiana","22","Avoyelles","009",,,,,,,,,,,,,"Avoyelles",9374,1102,593
"G2200110","1970","Louisiana","22","Beauregard","011",,,,,,,,,,,,,"Beauregard",5958,593,244
"G2200130","1970","Louisiana","22","Bienville","013",,,,,,,,,,,,,"Bienville",4291,414,249
"G2200150","1970","Louisiana","22","Bossier","015",,,,,,"7680",,,,,,,"Bossier",16559,1485,655
"G2200170","1970","Louisiana","22","Caddo","017",,,,,,"7680",,,,,,,"Caddo",64019,5167,3146
"G2200190","1970","Louisiana","22","Calcasieu","019",,,,,,"3960",,,,,,,"Calcasieu",36784,3898,1332
"G2200210","1970","Louisiana","22","Caldwell","021",,,,,,,,,,,,,"Caldwell",2453,244,123
"G2200230","1970","Louisiana","22","Cameron","023",,,,,,,,,,,,,"Cameron",1881,290,138
"G2200250","1970","Louisiana","22","Catahoula","025",,,,,,,,,,,,,"Catahoula",2742,361,259
"G2200270","1970","Louisiana","22","Claiborne","027",,,,,,,,,,,,,"Claiborne",4675,398,296
"G2200290","1970","Louisiana","22","Concordia","029",,,,,,,,,,,,,"Concordia",5089,612,513
"G2200310","1970","Louisiana","22","De Soto","031",,,,,,,,,,,,,"De Soto",5983,595,461
"G2200330","1970","Louisiana","22","East Baton Rouge","033",,,,,,"0760",,,,,,,"East Baton Rouge",72313,6202,2945
"G2200350","1970","Louisiana","22","East Carroll","035",,,,,,,,,,,,,"East Carroll",2684,372,400
"G2200370","1970","Louisiana","22","East Feliciana","037",,,,,,,,,,,,,"East Feliciana",3012,442,395
"G2200390","1970","Louisiana","22","Evangeline","039",,,,,,,,,,,,,"Evangeline",8057,1027,486
"G2200410","1970","Louisiana","22","Franklin","041",,,,,,,,,,,,,"Franklin",5646,684,497
"G2200430","1970","Louisiana","22","Grant","043",,,,,,,,,,,,,"Grant",3737,387,177
"G2200450","1970","Louisiana","22","Iberia","045",,,,,,,,,,,,,"Iberia",12682,1942,1003
"G2200470","1970","Louisiana","22","Iberville","047",,,,,,,,,,,,,"Iberville",6370,1005,778
"G2200490","1970","Louisiana","22","Jackson","049",,,,,,,,,,,,,"Jackson",4541,362,201
"G2200510","1970","Louisiana","22","Jefferson","051",,,,,,"5560",,,,,,,"Jefferson",84608,7845,3072
"G2200530","1970","Louisiana","22","Jefferson Davis","053",,,,,,,,,,,,,"Jefferson Davis",7250,964,330
"G2200550","1970","Louisiana","22","Lafayette","055",,,,,,"3880",,,,,,,"Lafayette",25381,3050,1545
"G2200570","1970","Louisiana","22","Lafourche","057",,,,,,,,,,,,,"Lafourche",14267,2471,1259
"G2200590","1970","Louisiana","22","La Salle","059",,,,,,,,,,,,,"La Salle",3828,304,145
"G2200610","1970","Louisiana","22","Lincoln","061",,,,,,,,,,,,,"Lincoln",8283,564,297
"G2200630","1970","Louisiana","22","Livingston","063",,,,,,,,,,,,,"Livingston",8786,1122,446
"G2200650","1970","Louisiana","22","Madison","065",,,,,,,,,,,,,"Madison",3439,429,472
"G2200670","1970","Louisiana","22","Morehouse","067",,,,,,,,,,,,,"Morehouse",7906,901,657
"G2200690","1970","Louisiana","22","Natchitoches","069",,,,,,,,,,,,,"Natchitoches",8523,842,570
"G2200710","1970","Louisiana","22","Orleans","071",,,,,,"5560",,,,,,,"Orleans",164006,16922,10447
"G2200730","1970","Louisiana","22","Ouachita","073",,,,,,"5200",,,,,,,"Ouachita",30253,2693,1495
"G2200750","1970","Louisiana","22","Plaquemines","075",,,,,,,,,,,,,"Plaquemines",5143,892,498
"G2200770","1970","Louisiana","22","Pointe Coupee","077",,,,,,,,,,,,,"Pointe Coupee",4531,704,643
"G2200790","1970","Louisiana","22","Rapides","079",,,,,,,,,,,,,"Rapides",29745,2754,1334
"G2200810","1970","Louisiana","22","Red River","081",,,,,,,,,,,,,"Red River",2386,283,159
"G2200830","1970","Louisiana","22","Richland","083",,,,,,,,,,,,,"Richland",5109,607,502
"G2200850","1970","Louisiana","22","Sabine","085",,,,,,,,,,,,,"Sabine",4961,532,272
"G2200870","1970","Louisiana","22","St Bernard","087",,,,,,"5560",,,,,,,"St Bernard",11852,1436,419
"G2200890","1970","Louisiana","22","St Charles","089",,,,,,,,,,,,,"St Charles",6203,977,413
"G2200910","1970","Louisiana","22","St Helena","091",,,,,,,,,,,,,"St Helena",2024,293,236
"G2200930","1970","Louisiana","22","St James","093",,,,,,,,,,,,,"St James",3374,763,485
"G2200950","1970","Louisiana","22","St John The Baptist","095",,,,,,,,,,,,,"St John The Baptist",4438,801,533
"G2200970","1970","Louisiana","22","St Landry","097",,,,,,,,,,,,,"St Landry",17529,2694,1671
"G2200990","1970","Louisiana","22","St Martin","099",,,,,,,,,,,,,"St Martin",6247,1321,884
"G2201010","1970","Louisiana","22","St Mary","101",,,,,,,,,,,,,"St Mary",12946,2082,1088
"G2201030","1970","Louisiana","22","St Tammany","103",,,,,,"5560",,,,,,,"St Tammany",15351,1713,752
"G2201050","1970","Louisiana","22","Tangipahoa","105",,,,,,,,,,,,,"Tangipahoa",15512,1850,1126
"G2201070","1970","Louisiana","22","Tensas","107",,,,,,,,,,,,,"Tensas",2274,284,271
"G2201090","1970","Louisiana","22","Terrebonne","109",,,,,,,,,,,,,"Terrebonne",15480,2704,1415
"G2201110","1970","Louisiana","22","Union","111",,,,,,,,,,,,,"Union",4868,485,282
"G2201130","1970","Louisiana","22","Vermilion","113",,,,,,,,,,,,,"Vermilion",10613,1489,678
"G2201150","1970","Louisiana","22","Vernon","115",,,,,,,,,,,,,"Vernon",8315,865,283
"G2201170","1970","Louisiana","22","Washington","117",,,,,,,,,,,,,"Washington",11272,1072,552
"G2201190","1970","Louisiana","22","Webster","119",,,,,,,,,,,,,"Webster",11380,920,421
"G2201210","1970","Louisiana","22","West Baton Rouge","121",,,,,,,,,,,,,"West Baton Rouge",3476,578,377
"G2201230","1970","Louisiana","22","West Carroll","123",,,,,,,,,,,,,"West Carroll",3457,318,187
"G2201250","1970","Louisiana","22","West Feliciana","125",,,,,,,,,,,,,"West Feliciana",1169,192,233
"G2201270","1970","Louisiana","22","Winn","127",,,,,,,,,,,,,"Winn",4569,413,199
"G2300010","1970","Maine","23","Androscoggin","001",,,,,,,,,,,,,"Androscoggin",26418,1730,391
"G2300030","1970","Maine","23","Aroostook","003",,,,,,,,,,,,,"Aroostook",22201,2327,771
"G2300050","1970","Maine","23","Cumberland","005",,,,,,,,,,,,,"Cumberland",56670,2960,733
"G2300070","1970","Maine","23","Franklin","007",,,,,,,,,,,,,"Franklin",6086,402,155
"G2300090","1970","Maine","23","Hancock","009",,,,,,,,,,,,,"Hancock",10629,490,215
"G2300110","1970","Maine","23","Kennebec","011",,,,,,,,,,,,,"Kennebec",26438,1670,368
"G2300130","1970","Maine","23","Knox","013",,,,,,,,,,,,,"Knox",9212,364,106
"G2300150","1970","Maine","23","Lincoln","015",,,,,,,,,,,,,"Lincoln",6379,335,111
"G2300170","1970","Maine","23","Oxford","017",,,,,,,,,,,,,"Oxford",12305,853,266
"G2300190","1970","Maine","23","Penobscot","019",,,,,,,,,,,,,"Penobscot",33289,2315,601
"G2300210","1970","Maine","23","Piscataquis","021",,,,,,,,,,,,,"Piscataquis",4870,263,110
"G2300230","1970","Maine","23","Sagadahoc","023",,,,,,,,,,,,,"Sagadahoc",6980,364,93
"G2300250","1970","Maine","23","Somerset","025",,,,,,,,,,,,,"Somerset",11413,750,275
"G2300270","1970","Maine","23","Waldo","027",,,,,,,,,,,,,"Waldo",6470,489,158
"G2300290","1970","Maine","23","Washington","029",,,,,,,,,,,,,"Washington",8738,511,219
"G2300310","1970","Maine","23","York","031",,,,,,,,,,,,,"York",31992,1999,439
"G2400010","1970","Maryland","24","Allegany","001",,,,,,,,,,,,,"Allegany",26510,1159,188
"G2400030","1970","Maryland","24","Anne Arundel","003",,,,,,"0720",,,,,,,"Anne Arundel",75242,4683,1175
"G2400050","1970","Maryland","24","Baltimore","005",,,,,,"0720",,,,,,,"Baltimore",176337,7446,1107
"G2400090","1970","Maryland","24","Calvert","009",,,,,,,,,,,,,"Calvert",4686,496,358
"G2400110","1970","Maryland","24","Caroline","011",,,,,,,,,,,,,"Caroline",5910,353,97
"G2400130","1970","Maryland","24","Carroll","013",,,,,,"0720",,,,,,,"Carroll",18478,964,181
"G2400150","1970","Maryland","24","Cecil","015",,,,,,"9160",,,,,,,"Cecil",12925,1029,288
"G2400170","1970","Maryland","24","Charles","017",,,,,,,,,,,,,"Charles",10370,1089,639
"G2400190","1970","Maryland","24","Dorchester","019",,,,,,,,,,,,,"Dorchester",9020,511,194
"G2400210","1970","Maryland","24","Frederick","021",,,,,,,,,,,,,"Frederick",23339,1275,312
"G2400230","1970","Maryland","24","Garrett","023",,,,,,,,,,,,,"Garrett",5638,516,161
"G2400250","1970","Maryland","24","Harford","025",,,,,,"0720",,,,,,,"Harford",29591,1895,540
"G2400270","1970","Maryland","24","Howard","027",,,,,,"0720",,,,,,,"Howard",15938,773,169
"G2400290","1970","Maryland","24","Kent","029",,,,,,,,,,,,,"Kent",4771,263,75
"G2400310","1970","Maryland","24","Montgomery","031",,,,,,"8840",,,,,,,"Montgomery",151515,4077,1082
"G2400330","1970","Maryland","24","Prince Georges","033",,,,,,"8840",,,,,,,"Prince Georges",180661,9869,2433
"G2400350","1970","Maryland","24","Queen Anne's","035",,,,,,,,,,,,,"Queen Annes",5333,333,129
"G2400370","1970","Maryland","24","St Mary's","037",,,,,,,,,,,,,"St Marys",10462,1174,464
"G2400390","1970","Maryland","24","Somerset","039",,,,,,,,,,,,,"Somerset",5372,418,155
"G2400410","1970","Maryland","24","Talbot","041",,,,,,,,,,,,,"Talbot",7415,364,135
"G2400430","1970","Maryland","24","Washington","043",,,,,,,,,,,,,"Washington",30500,1625,338
"G2400450","1970","Maryland","24","Wicomico","045",,,,,,,,,,,,,"Wicomico",16038,893,239
"G2400470","1970","Maryland","24","Worcester","047",,,,,,,,,,,,,"Worcester",7161,503,205
"G2405100","1970","Maryland","24","Baltimore City","510",,,,,,"0720",,,,,,,"Baltimore City",264133,20317,4899
"G2500010","1970","Massachusetts","25","Barnstable","001",,,,,,,,,,,,,"Barnstable",31235,1392,309
"G2500030","1970","Massachusetts","25","Berkshire","003",,,,,,,,,,,,,"Berkshire",44727,1956,286
"G2500050","1970","Massachusetts","25","Bristol","005",,,,,,,,,,,,,"Bristol",132545,7488,1516
"G2500070","1970","Massachusetts","25","Dukes","007",,,,,,,,,,,,,"Dukes",2198,79,19
"G2500090","1970","Massachusetts","25","Essex","009",,,,,,,,,,,,,"Essex",191019,8950,1629
"G2500110","1970","Massachusetts","25","Franklin","011",,,,,,,,,,,,,"Franklin",18640,753,142
