GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G4700910","1970","Tennessee","47","Johnson","091",,,,,,,,,,,,,"Johnson",3253,297,113
"G4700930","1970","Tennessee","47","Knox","093",,,,,,"3840",,,,,,,"Knox",80813,4817,1534
"G4700950","1970","Tennessee","47","Lake","095",,,,,,,,,,,,,"Lake",2015,209,167
"G4700970","1970","Tennessee","47","Lauderdale","097",,,,,,,,,,,,,"Lauderdale",5227,497,421
"G4700990","1970","Tennessee","47","Lawrence","099",,,,,,,,,,,,,"Lawrence",8191,638,215
"G4701010","1970","Tennessee","47","Lewis","101",,,,,,,,,,,,,"Lewis",1997,132,58
"G4701030","1970","Tennessee","47","Lincoln","103",,,,,,,,,,,,,"Lincoln",7095,500,197
"G4701050","1970","Tennessee","47","Loudon","105",,,,,,,,,,,,,"Loudon",7147,511,171
"G4701070","1970","Tennessee","47","McMinn","107",,,,,,,,,,,,,"Mc Minn",10166,744,239
"G4701090","1970","Tennessee","47","McNairy","109",,,,,,,,,,,,,"Mc Nairy",5376,412,177
"G4701110","1970","Tennessee","47","Macon","111",,,,,,,,,,,,,"Macon",3742,251,76
"G4701130","1970","Tennessee","47","Madison","113",,,,,,,,,,,,,"Madison",18280,1372,832
"G4701150","1970","Tennessee","47","Marion","115",,,,,,,,,,,,,"Marion",5253,603,263
"G4701170","1970","Tennessee","47","Marshall","117",,,,,,,,,,,,,"Marshall",5191,327,132
"G4701190","1970","Tennessee","47","Maury","119",,,,,,,,,,,,,"Maury",12314,889,430
"G4701210","1970","Tennessee","47","Meigs","121",,,,,,,,,,,,,"Meigs",1334,157,71
"G4701230","1970","Tennessee","47","Monroe","123",,,,,,,,,,,,,"Monroe",6106,603,265
"G4701250","1970","Tennessee","47","Montgomery","125",,,,,,,,,,,,,"Montgomery",15171,1251,401
"G4701270","1970","Tennessee","47","Moore","127",,,,,,,,,,,,,"Moore",1036,74,33
"G4701290","1970","Tennessee","47","Morgan","129",,,,,,,,,,,,,"Morgan",3271,357,167
"G4701310","1970","Tennessee","47","Obion","131",,,,,,,,,,,,,"Obion",9411,583,195
"G4701330","1970","Tennessee","47","Overton","133",,,,,,,,,,,,,"Overton",4089,370,174
"G4701350","1970","Tennessee","47","Perry","135",,,,,,,,,,,,,"Perry",1659,106,33
"G4701370","1970","Tennessee","47","Pickett","137",,,,,,,,,,,,,"Pickett",1034,97,49
"G4701390","1970","Tennessee","47","Polk","139",,,,,,,,,,,,,"Polk",3175,296,116
"G4701410","1970","Tennessee","47","Putnam","141",,,,,,,,,,,,,"Putnam",10231,554,212
"G4701430","1970","Tennessee","47","Rhea","143",,,,,,,,,,,,,"Rhea",4709,432,186
"G4701450","1970","Tennessee","47","Roane","145",,,,,,,,,,,,,"Roane",10946,872,306
"G4701470","1970","Tennessee","47","Robertson","147",,,,,,,,,,,,,"Robertson",8053,709,306
"G4701490","1970","Tennessee","47","Rutherford","149",,,,,,,,,,,,,"Rutherford",15920,1095,397
"G4701510","1970","Tennessee","47","Scott","151",,,,,,,,,,,,,"Scott",3535,441,262
"G4701530","1970","Tennessee","47","Sequatchie","153",,,,,,,,,,,,,"Sequatchie",1608,190,83
"G4701550","1970","Tennessee","47","Sevier","155",,,,,,,,,,,,,"Sevier",7939,692,249
"G4701570","1970","Tennessee","47","Shelby","157",,,,,,"4920",,,,,,,"Shelby",187646,15338,10546
"G4701590","1970","Tennessee","47","Smith","159",,,,,,,,,,,,,"Smith",3798,242,97
"G4701610","1970","Tennessee","47","Stewart","161",,,,,,,,,,,,,"Stewart",2194,148,68
"G4701630","1970","Tennessee","47","Sullivan","163",,,,,,,,,,,,,"Sullivan",37035,2294,641
"G4701650","1970","Tennessee","47","Sumner","165",,,,,,"5360",,,,,,,"Sumner",15809,988,333
"G4701670","1970","Tennessee","47","Tipton","167",,,,,,,,,,,,,"Tipton",6654,743,573
"G4701690","1970","Tennessee","47","Trousdale","169",,,,,,,,,,,,,"Trousdale",1476,129,56
"G4701710","1970","Tennessee","47","Unicoi","171",,,,,,,,,,,,,"Unicoi",4385,359,124
"G4701730","1970","Tennessee","47","Union","173",,,,,,,,,,,,,"Union",2228,265,154
"G4701750","1970","Tennessee","47","Van Buren","175",,,,,,,,,,,,,"Van Buren",1024,95,42
"G4701770","1970","Tennessee","47","Warren","177",,,,,,,,,,,,,"Warren",7918,555,164
"G4701790","1970","Tennessee","47","Washington","179",,,,,,,,,,,,,"Washington",20656,1357,509
"G4701810","1970","Tennessee","47","Wayne","181",,,,,,,,,,,,,"Wayne",3419,290,106
"G4701830","1970","Tennessee","47","Weakley","183",,,,,,,,,,,,,"Weakley",8735,470,168
"G4701850","1970","Tennessee","47","White","185",,,,,,,,,,,,,"White",4952,406,127
"G4701870","1970","Tennessee","47","Williamson","187",,,,,,,,,,,,,"Williamson",9198,718,337
"G4701890","1970","Tennessee","47","Wilson","189",,,,,,"5360",,,,,,,"Wilson",10654,731,246
"G4800010","1970","Texas","48","Anderson","001",,,,,,,,,,,,,"Anderson",8441,557,290
"G4800030","1970","Texas","48","Andrews","003",,,,,,,,,,,,,"Andrews",2836,244,92
"G4800050","1970","Texas","48","Angelina","005",,,,,,,,,,,,,"Angelina",13679,1149,507
"G4800070","1970","Texas","48","Aransas","007",,,,,,,,,,,,,"Aransas",2468,242,208
"G4800090","1970","Texas","48","Archer","009",,,,,,"9080",,,,,,,"Archer",1749,132,40
"G4800110","1970","Texas","48","Armstrong","011",,,,,,,,,,,,,"Armstrong",651,18,6
"G4800130","1970","Texas","48","Atascosa","013",,,,,,,,,,,,,"Atascosa",4243,573,475
"G4800150","1970","Texas","48","Austin","015",,,,,,,,,,,,,"Austin",4360,258,159
"G4800170","1970","Texas","48","Bailey","017",,,,,,,,,,,,,"Bailey",2125,204,175
"G4800190","1970","Texas","48","Bandera","019",,,,,,,,,,,,,"Bandera",1577,103,80
"G4800210","1970","Texas","48","Bastrop","021",,,,,,,,,,,,,"Bastrop",5059,430,281
"G4800230","1970","Texas","48","Baylor","023",,,,,,,,,,,,,"Baylor",1886,74,47
"G4800250","1970","Texas","48","Bee","025",,,,,,,,,,,,,"Bee",5418,588,412
"G4800270","1970","Texas","48","Bell","027",,,,,,,,,,,,,"Bell",32155,2555,1042
"G4800290","1970","Texas","48","Bexar","029",,,,,,"7240",,,,,,,"Bexar",198311,22081,13175
"G4800310","1970","Texas","48","Blanco","031",,,,,,,,,,,,,"Blanco",1196,69,35
"G4800330","1970","Texas","48","Borden","033",,,,,,,,,,,,,"Borden",247,15,15
"G4800350","1970","Texas","48","Bosque","035",,,,,,,,,,,,,"Bosque",4000,154,77
"G4800370","1970","Texas","48","Bowie","037",,,,,,"8360",,,,,,,"Bowie",20162,1408,618
"G4800390","1970","Texas","48","Brazoria","039",,,,,,"3360",,,,,,,"Brazoria",27175,2366,1066
"G4800410","1970","Texas","48","Brazos","041",,,,,,"1260",,,,,,,"Brazos",15365,993,508
"G4800430","1970","Texas","48","Brewster","043",,,,,,,,,,,,,"Brewster",1858,219,143
"G4800450","1970","Texas","48","Briscoe","045",,,,,,,,,,,,,"Briscoe",833,67,35
"G4800470","1970","Texas","48","Brooks","047",,,,,,,,,,,,,"Brooks",1744,280,210
"G4800490","1970","Texas","48","Brown","049",,,,,,,,,,,,,"Brown",8713,407,162
"G4800510","1970","Texas","48","Burleson","051",,,,,,,,,,,,,"Burleson",3008,216,157
"G4800530","1970","Texas","48","Burnet","053",,,,,,,,,,,,,"Burnet",3793,199,151
"G4800550","1970","Texas","48","Caldwell","055",,,,,,,,,,,,,"Caldwell",4846,485,375
"G4800570","1970","Texas","48","Calhoun","057",,,,,,,,,,,,,"Calhoun",3969,523,344
"G4800590","1970","Texas","48","Callahan","059",,,,,,,,,,,,,"Callahan",2764,156,57
"G4800610","1970","Texas","48","Cameron","061",,,,,,"1240",,,,,,,"Cameron",25279,4830,5399
"G4800630","1970","Texas","48","Camp","063",,,,,,,,,,,,,"Camp",2358,176,118
"G4800650","1970","Texas","48","Carson","065",,,,,,,,,,,,,"Carson",1919,118,26
"G4800670","1970","Texas","48","Cass","067",,,,,,,,,,,,,"Cass",7035,543,300
"G4800690","1970","Texas","48","Castro","069",,,,,,,,,,,,,"Castro",2119,292,297
"G4800710","1970","Texas","48","Chambers","071",,,,,,,,,,,,,"Chambers",3377,322,139
"G4800730","1970","Texas","48","Cherokee","073",,,,,,,,,,,,,"Cherokee",9535,620,295
"G4800750","1970","Texas","48","Childress","075",,,,,,,,,,,,,"Childress",2364,91,42
"G4800770","1970","Texas","48","Clay","077",,,,,,,,,,,,,"Clay",2667,155,42
"G4800790","1970","Texas","48","Cochran","079",,,,,,,,,,,,,"Cochran",1250,166,92
"G4800810","1970","Texas","48","Coke","081",,,,,,,,,,,,,"Coke",998,79,26
"G4800830","1970","Texas","48","Coleman","083",,,,,,,,,,,,,"Coleman",3689,178,81
"G4800850","1970","Texas","48","Collin","085",,,,,,"1920",,,,,,,"Collin",18843,1342,643
"G4800870","1970","Texas","48","Collingsworth","087",,,,,,,,,,,,,"Collingsworth",1597,73,55
"G4800890","1970","Texas","48","Colorado","089",,,,,,,,,,,,,"Colorado",5144,399,230
"G4800910","1970","Texas","48","Comal","091",,,,,,,,,,,,,"Comal",6715,620,358
"G4800930","1970","Texas","48","Comanche","093",,,,,,,,,,,,,"Comanche",4154,182,97
"G4800950","1970","Texas","48","Concho","095",,,,,,,,,,,,,"Concho",961,67,40
"G4800970","1970","Texas","48","Cooke","097",,,,,,,,,,,,,"Cooke",7012,526,142
"G4800990","1970","Texas","48","Coryell","099",,,,,,,,,,,,,"Coryell",7251,526,145
"G4801010","1970","Texas","48","Cottle","101",,,,,,,,,,,,,"Cottle",1044,52,50
"G4801030","1970","Texas","48","Crane","103",,,,,,,,,,,,,"Crane",1168,101,31
"G4801050","1970","Texas","48","Crockett","105",,,,,,,,,,,,,"Crockett",1010,118,83
"G4801070","1970","Texas","48","Crosby","107",,,,,,,,,,,,,"Crosby",2265,223,210
"G4801090","1970","Texas","48","Culberson","109",,,,,,,,,,,,,"Culberson",659,123,130
"G4801110","1970","Texas","48","Dallam","111",,,,,,,,,,,,,"Dallam",1813,144,54
"G4801130","1970","Texas","48","Dallas","113",,,,,,"1920",,,,,,,"Dallas",386266,25717,9930
"G4801150","1970","Texas","48","Dawson","115",,,,,,,,,,,,,"Dawson",4216,424,370
"G4801170","1970","Texas","48","Deaf Smith","117",,,,,,,,,,,,,"Deaf Smith",4157,518,496
"G4801190","1970","Texas","48","Delta","119",,,,,,,,,,,,,"Delta",1739,66,52
"G4801210","1970","Texas","48","Denton","121",,,,,,"1920",,,,,,,"Denton",21048,1216,451
"G4801230","1970","Texas","48","DeWitt","123",,,,,,,,,,,,,"De Witt",5714,410,277
"G4801250","1970","Texas","48","Dickens","125",,,,,,,,,,,,,"Dickens",1247,55,56
"G4801270","1970","Texas","48","Dimmit","127",,,,,,,,,,,,,"Dimmit",1446,330,411
"G4801290","1970","Texas","48","Donley","129",,,,,,,,,,,,,"Donley",1322,44,14
"G4801310","1970","Texas","48","Duval","131",,,,,,,,,,,,,"Duval",2500,423,352
"G4801330","1970","Texas","48","Eastland","133",,,,,,,,,,,,,"Eastland",6533,258,119
"G4801350","1970","Texas","48","Ector","135",,,,,,"5800",,,,,,,"Ector",24383,2208,1011
"G4801370","1970","Texas","48","Edwards","137",,,,,,,,,,,,,"Edwards",498,65,80
"G4801390","1970","Texas","48","Ellis","139",,,,,,"1920",,,,,,,"Ellis",13094,1054,620
"G4801410","1970","Texas","48","El Paso","141",,,,,,"2320",,,,,,,"El Paso",77977,10178,7686
"G4801430","1970","Texas","48","Erath","143",,,,,,,,,,,,,"Erath",6425,222,97
"G4801450","1970","Texas","48","Falls","145",,,,,,,,,,,,,"Falls",5395,369,259
"G4801470","1970","Texas","48","Fannin","147",,,,,,,,,,,,,"Fannin",7657,397,185
"G4801490","1970","Texas","48","Fayette","149",,,,,,,,,,,,,"Fayette",6052,332,166
"G4801510","1970","Texas","48","Fisher","151",,,,,,,,,,,,,"Fisher",1925,142,97
"G4801530","1970","Texas","48","Floyd","153",,,,,,,,,,,,,"Floyd",2821,293,219
"G4801550","1970","Texas","48","Foard","155",,,,,,,,,,,,,"Foard",786,50,17
"G4801570","1970","Texas","48","Fort Bend","157",,,,,,"3360",,,,,,,"Fort Bend",11366,1461,1025
"G4801590","1970","Texas","48","Franklin","159",,,,,,,,,,,,,"Franklin",1758,94,44
"G4801610","1970","Texas","48","Freestone","161",,,,,,,,,,,,,"Freestone",3660,227,131
"G4801630","1970","Texas","48","Frio","163",,,,,,,,,,,,,"Frio",2097,363,476
"G4801650","1970","Texas","48","Gaines","165",,,,,,,,,,,,,"Gaines",2851,318,227
"G4801670","1970","Texas","48","Galveston","167",,,,,,"2920",,,,,,,"Galveston",47640,3740,1606
"G4801690","1970","Texas","48","Garza","169",,,,,,,,,,,,,"Garza",1494,116,79
"G4801710","1970","Texas","48","Gillespie","171",,,,,,,,,,,,,"Gillespie",3432,184,88
"G4801730","1970","Texas","48","Glasscock","173",,,,,,,,,,,,,"Glasscock",275,36,26
"G4801750","1970","Texas","48","Goliad","175",,,,,,,,,,,,,"Goliad",1338,118,93
"G4801770","1970","Texas","48","Gonzales","177",,,,,,,,,,,,,"Gonzales",4579,395,336
"G4801790","1970","Texas","48","Gray","179",,,,,,,,,,,,,"Gray",8791,435,101
"G4801810","1970","Texas","48","Grayson","181",,,,,,"7640",,,,,,,"Grayson",25660,1547,464
"G4801830","1970","Texas","48","Gregg","183",,,,,,,,,,,,,"Gregg",22866,1465,560
"G4801850","1970","Texas","48","Grimes","185",,,,,,,,,,,,,"Grimes",3431,290,196
"G4801870","1970","Texas","48","Guadalupe","187",,,,,,"7240",,,,,,,"Guadalupe",8960,864,472
"G4801890","1970","Texas","48","Hale","189",,,,,,,,,,,,,"Hale",8787,773,654
"G4801910","1970","Texas","48","Hall","191",,,,,,,,,,,,,"Hall",1985,108,88
"G4801930","1970","Texas","48","Hamilton","193",,,,,,,,,,,,,"Hamilton",2758,97,22
"G4801950","1970","Texas","48","Hansford","195",,,,,,,,,,,,,"Hansford",1807,136,52
"G4801970","1970","Texas","48","Hardeman","197",,,,,,,,,,,,,"Hardeman",2295,116,70
"G4801990","1970","Texas","48","Hardin","199",,,,,,,,,,,,,"Hardin",8040,774,308
"G4802010","1970","Texas","48","Harris","201",,,,,,"3360",,,,,,,"Harris",488170,36889,15796
"G4802030","1970","Texas","48","Harrison","203",,,,,,,,,,,,,"Harrison",12464,1011,577
"G4802050","1970","Texas","48","Hartley","205",,,,,,,,,,,,,"Hartley",818,44,14
"G4802070","1970","Texas","48","Haskell","207",,,,,,,,,,,,,"Haskell",2744,154,123
"G4802090","1970","Texas","48","Hays","209",,,,,,,,,,,,,"Hays",5947,643,577
"G4802110","1970","Texas","48","Hemphill","211",,,,,,,,,,,,,"Hemphill",952,70,16
"G4802130","1970","Texas","48","Henderson","213",,,,,,,,,,,,,"Henderson",7987,624,249
"G4802150","1970","Texas","48","Hidalgo","215",,,,,,"4880",,,,,,,"Hidalgo",29157,6479,8088
"G4802170","1970","Texas","48","Hill","217",,,,,,,,,,,,,"Hill",7445,464,234
"G4802190","1970","Texas","48","Hockley","219",,,,,,,,,,,,,"Hockley",5057,544,316
"G4802210","1970","Texas","48","Hood","221",,,,,,,,,,,,,"Hood",2075,131,46
"G4802230","1970","Texas","48","Hopkins","223",,,,,,,,,,,,,"Hopkins",6784,379,176
"G4802250","1970","Texas","48","Houston","225",,,,,,,,,,,,,"Houston",4907,367,262
"G4802270","1970","Texas","48","Howard","227",,,,,,,,,,,,,"Howard",10347,794,381
"G4802290","1970","Texas","48","Hudspeth","229",,,,,,,,,,,,,"Hudspeth",509,85,81
"G4802310","1970","Texas","48","Hunt","231",,,,,,,,,,,,,"Hunt",14627,867,371
"G4802330","1970","Texas","48","Hutchinson","233",,,,,,,,,,,,,"Hutchinson",7860,379,84
"G4802350","1970","Texas","48","Irion","235",,,,,,,,,,,,,"Irion",349,24,14
"G4802370","1970","Texas","48","Jack","237",,,,,,,,,,,,,"Jack",2265,141,38
"G4802390","1970","Texas","48","Jackson","239",,,,,,,,,,,,,"Jackson",3440,329,181
"G4802410","1970","Texas","48","Jasper","241",,,,,,,,,,,,,"Jasper",6693,657,334
"G4802430","1970","Texas","48","Jeff Davis","243",,,,,,,,,,,,,"Jeff Davis",401,43,33
"G4802450","1970","Texas","48","Jefferson","245",,,,,,"0840",,,,,,,"Jefferson",69147,5455,1860
"G4802470","1970","Texas","48","Jim Hogg","247",,,,,,,,,,,,,"Jim Hogg",960,170,124
"G4802490","1970","Texas","48","Jim Wells","249",,,,,,,,,,,,,"Jim Wells",6829,1189,917
"G4802510","1970","Texas","48","Johnson","251",,,,,,"2800",,,,,,,"Johnson",13576,917,278
"G4802530","1970","Texas","48","Jones","253",,,,,,"0040",,,,,,,"Jones",5203,311,179
"G4802550","1970","Texas","48","Karnes","255",,,,,,,,,,,,,"Karnes",3173,367,345
"G4802570","1970","Texas","48","Kaufman","257",,,,,,"1920",,,,,,,"Kaufman",8560,646,405
"G4802590","1970","Texas","48","Kendall","259",,,,,,,,,,,,,"Kendall",2213,135,80
"G4802610","1970","Texas","48","Kenedy","261",,,,,,,,,,,,,"Kenedy",108,20,35
"G4802630","1970","Texas","48","Kent","263",,,,,,,,,,,,,"Kent",420,23,21
"G4802650","1970","Texas","48","Kerr","265",,,,,,,,,,,,,"Kerr",6041,366,184
"G4802670","1970","Texas","48","Kimble","267",,,,,,,,,,,,,"Kimble",1214,94,61
"G4802690","1970","Texas","48","King","269",,,,,,,,,,,,,"King",132,11,7
"G4802710","1970","Texas","48","Kinney","271",,,,,,,,,,,,,"Kinney",456,66,74
"G4802730","1970","Texas","48","Kleberg","273",,,,,,,,,,,,,"Kleberg",7516,821,562
"G4802750","1970","Texas","48","Knox","275",,,,,,,,,,,,,"Knox",1899,110,77
"G4802770","1970","Texas","48","Lamar","277",,,,,,,,,,,,,"Lamar",11428,765,378
"G4802790","1970","Texas","48","Lamb","279",,,,,,,,,,,,,"Lamb",4883,416,326
"G4802810","1970","Texas","48","Lampasas","281",,,,,,,,,,,,,"Lampasas",3020,187,96
"G4802830","1970","Texas","48","La Salle","283",,,,,,,,,,,,,"La Salle",980,184,211
"G4802850","1970","Texas","48","Lavaca","285",,,,,,,,,,,,,"Lavaca",5705,394,172
"G4802870","1970","Texas","48","Lee","287",,,,,,,,,,,,,"Lee",2571,147,90
"G4802890","1970","Texas","48","Leon","289",,,,,,,,,,,,,"Leon",2765,196,139
"G4802910","1970","Texas","48","Liberty","291",,,,,,"3360",,,,,,,"Liberty",9158,861,373
"G4802930","1970","Texas","48","Limestone","293",,,,,,,,,,,,,"Limestone",5452,305,167
"G4802950","1970","Texas","48","Lipscomb","295",,,,,,,,,,,,,"Lipscomb",1126,70,16
"G4802970","1970","Texas","48","Live Oak","297",,,,,,,,,,,,,"Live Oak",1718,193,164
"G4802990","1970","Texas","48","Llano","299",,,,,,,,,,,,,"Llano",2623,125,80
"G4803010","1970","Texas","48","Loving","301",,,,,,,,,,,,,"Loving",40,4,4
"G4803030","1970","Texas","48","Lubbock","303",,,,,,"4600",,,,,,,"Lubbock",47010,3840,2371
"G4803050","1970","Texas","48","Lynn","305",,,,,,,,,,,,,"Lynn",2224,254,197
"G4803070","1970","Texas","48","McCulloch","307",,,,,,,,,,,,,"Mc Culloch",2752,192,110
"G4803090","1970","Texas","48","McLennan","309",,,,,,"8800",,,,,,,"Mc Lennan",44122,2781,1039
"G4803110","1970","Texas","48","McMullen","311",,,,,,,,,,,,,"Mc Mullen",280,29,30
"G4803130","1970","Texas","48","Madison","313",,,,,,,,,,,,,"Madison",2095,141,82
"G4803150","1970","Texas","48","Marion","315",,,,,,,,,,,,,"Marion",2432,212,153
"G4803170","1970","Texas","48","Martin","317",,,,,,,,,,,,,"Martin",1181,150,88
"G4803190","1970","Texas","48","Mason","319",,,,,,,,,,,,,"Mason",1146,59,38
"G4803210","1970","Texas","48","Matagorda","321",,,,,,,,,,,,,"Matagorda",7463,712,438
"G4803230","1970","Texas","48","Maverick","323",,,,,,,,,,,,,"Maverick",2550,691,860
"G4803250","1970","Texas","48","Medina","325",,,,,,,,,,,,,"Medina",4596,617,543
"G4803270","1970","Texas","48","Menard","327",,,,,,,,,,,,,"Menard",822,60,54
"G4803290","1970","Texas","48","Midland","329",,,,,,"5040",,,,,,,"Midland",18115,1153,534
"G4803310","1970","Texas","48","Milam","331",,,,,,,,,,,,,"Milam",6268,422,241
"G4803330","1970","Texas","48","Mills","333",,,,,,,,,,,,,"Mills",1511,68,36
"G4803350","1970","Texas","48","Mitchell","335",,,,,,,,,,,,,"Mitchell",2632,179,166
"G4803370","1970","Texas","48","Montague","337",,,,,,,,,,,,,"Montague",5340,263,88
"G4803390","1970","Texas","48","Montgomery","339",,,,,,"3360",,,,,,,"Montgomery",13305,1121,515
"G4803410","1970","Texas","48","Moore","341",,,,,,,,,,,,,"Moore",3860,324,75
"G4803430","1970","Texas","48","Morris","343",,,,,,,,,,,,,"Morris",3449,262,146
"G4803450","1970","Texas","48","Motley","345",,,,,,,,,,,,,"Motley",737,38,31
"G4803470","1970","Texas","48","Nacogdoches","347",,,,,,,,,,,,,"Nacogdoches",10172,688,299
"G4803490","1970","Texas","48","Navarro","349",,,,,,,,,,,,,"Navarro",10103,568,288
"G4803510","1970","Texas","48","Newton","351",,,,,,,,,,,,,"Newton",2837,364,205
"G4803530","1970","Texas","48","Nolan","353",,,,,,,,,,,,,"Nolan",5003,351,156
"G4803550","1970","Texas","48","Nueces","355",,,,,,"1880",,,,,,,"Nueces",56145,6715,4173
"G4803570","1970","Texas","48","Ochiltree","357",,,,,,,,,,,,,"Ochiltree",2735,216,77
"G4803590","1970","Texas","48","Oldham","359",,,,,,,,,,,,,"Oldham",566,38,9
"G4803610","1970","Texas","48","Orange","361",,,,,,"0840",,,,,,,"Orange",18532,1862,520
"G4803630","1970","Texas","48","Palo Pinto","363",,,,,,,,,,,,,"Palo Pinto",9117,586,220
"G4803650","1970","Texas","48","Panola","365",,,,,,,,,,,,,"Panola",4770,356,188
"G4803670","1970","Texas","48","Parker","367",,,,,,,,,,,,,"Parker",9576,714,208
"G4803690","1970","Texas","48","Parmer","369",,,,,,,,,,,,,"Parmer",2570,257,201
"G4803710","1970","Texas","48","Pecos","371",,,,,,,,,,,,,"Pecos",3171,455,258
"G4803730","1970","Texas","48","Polk","373",,,,,,,,,,,,,"Polk",4176,389,207
"G4803750","1970","Texas","48","Potter","375",,,,,,"0320",,,,,,,"Potter",28576,1870,669
"G4803770","1970","Texas","48","Presidio","377",,,,,,,,,,,,,"Presidio",1155,132,169
"G4803790","1970","Texas","48","Rains","379",,,,,,,,,,,,,"Rains",1263,70,29
"G4803810","1970","Texas","48","Randall","381",,,,,,"0320",,,,,,,"Randall",15260,653,106
"G4803830","1970","Texas","48","Reagan","383",,,,,,,,,,,,,"Reagan",839,107,35
"G4803850","1970","Texas","48","Real","385",,,,,,,,,,,,,"Real",560,58,58
"G4803870","1970","Texas","48","Red River","387",,,,,,,,,,,,,"Red River",4520,310,176
"G4803890","1970","Texas","48","Reeves","389",,,,,,,,,,,,,"Reeves",3369,573,468
"G4803910","1970","Texas","48","Refugio","391",,,,,,,,,,,,,"Refugio",2393,260,169
"G4803930","1970","Texas","48","Roberts","393",,,,,,,,,,,,,"Roberts",332,11,1
"G4803950","1970","Texas","48","Robertson","395",,,,,,,,,,,,,"Robertson",4218,332,265
"G4803970","1970","Texas","48","Rockwall","397",,,,,,"1920",,,,,,,"Rockwall",2038,153,72
"G4803990","1970","Texas","48","Runnels","399",,,,,,,,,,,,,"Runnels",3871,242,150
"G4804010","1970","Texas","48","Rusk","401",,,,,,,,,,,,,"Rusk",10548,704,333
"G4804030","1970","Texas","48","Sabine","403",,,,,,,,,,,,,"Sabine",2028,192,104
"G4804050","1970","Texas","48","San Augustine","405",,,,,,,,,,,,,"San Augustine",2066,201,172
"G4804070","1970","Texas","48","San Jacinto","407",,,,,,,,,,,,,"San Jacinto",1868,179,110
"G4804090","1970","Texas","48","San Patricio","409",,,,,,"1880",,,,,,,"San Patricio",9977,1382,1378
"G4804110","1970","Texas","48","San Saba","411",,,,,,,,,,,,,"San Saba",1857,101,79
"G4804130","1970","Texas","48","Schleicher","413",,,,,,,,,,,,,"Schleicher",694,49,31
"G4804150","1970","Texas","48","Scurry","415",,,,,,,,,,,,,"Scurry",4560,357,187
"G4804170","1970","Texas","48","Shackelford","417",,,,,,,,,,,,,"Shackelford",1221,56,8
"G4804190","1970","Texas","48","Shelby","419",,,,,,,,,,,,,"Shelby",5931,438,288
"G4804210","1970","Texas","48","Sherman","421",,,,,,,,,,,,,"Sherman",987,99,38
"G4804230","1970","Texas","48","Smith","423",,,,,,"8640",,,,,,,"Smith",28254,1855,810
"G4804250","1970","Texas","48","Somervell","425",,,,,,,,,,,,,"Somervell",956,45,35
"G4804270","1970","Texas","48","Starr","427",,,,,,,,,,,,,"Starr",2611,681,837
"G4804290","1970","Texas","48","Stephens","429",,,,,,,,,,,,,"Stephens",3006,125,79
"G4804310","1970","Texas","48","Sterling","431",,,,,,,,,,,,,"Sterling",308,23,15
"G4804330","1970","Texas","48","Stonewall","433",,,,,,,,,,,,,"Stonewall",796,49,17
"G4804350","1970","Texas","48","Sutton","435",,,,,,,,,,,,,"Sutton",821,99,74
"G4804370","1970","Texas","48","Swisher","437",,,,,,,,,,,,,"Swisher",2743,242,162
"G4804390","1970","Texas","48","Tarrant","439",,,,,,"2800",,,,,,,"Tarrant",207011,13784,5078
"G4804410","1970","Texas","48","Taylor","441",,,,,,"0040",,,,,,,"Taylor",27667,1717,684
"G4804430","1970","Texas","48","Terrell","443",,,,,,,,,,,,,"Terrell",528,55,33
"G4804450","1970","Texas","48","Terry","445",,,,,,,,,,,,,"Terry",3503,351,299
"G4804470","1970","Texas","48","Throckmorton","447",,,,,,,,,,,,,"Throckmorton",829,26,7
"G4804490","1970","Texas","48","Titus","449",,,,,,,,,,,,,"Titus",5296,356,157
"G4804510","1970","Texas","48","Tom Green","451",,,,,,"7200",,,,,,,"Tom Green",20340,1473,787
"G4804530","1970","Texas","48","Travis","453",,,,,,"0640",,,,,,,"Travis",82403,5445,2801
"G4804550","1970","Texas","48","Trinity","455",,,,,,,,,,,,,"Trinity",2383,151,96
"G4804570","1970","Texas","48","Tyler","457",,,,,,,,,,,,,"Tyler",3573,324,188
"G4804590","1970","Texas","48","Upshur","459",,,,,,,,,,,,,"Upshur",6033,465,216
"G4804610","1970","Texas","48","Upton","461",,,,,,,,,,,,,"Upton",1271,132,59
"G4804630","1970","Texas","48","Uvalde","463",,,,,,,,,,,,,"Uvalde",4035,510,484
"G4804650","1970","Texas","48","Val Verde","465",,,,,,,,,,,,,"Val Verde",5724,888,667
"G4804670","1970","Texas","48","Van Zandt","467",,,,,,,,,,,,,"Van Zandt",7258,438,169
"G4804690","1970","Texas","48","Victoria","469",,,,,,,,,,,,,"Victoria",13422,1400,723
"G4804710","1970","Texas","48","Walker","471",,,,,,,,,,,,,"Walker",6163,369,288
"G4804730","1970","Texas","48","Waller","473",,,,,,,,,,,,,"Waller",3185,268,187
"G4804750","1970","Texas","48","Ward","475",,,,,,,,,,,,,"Ward",3382,340,161
"G4804770","1970","Texas","48","Washington","477",,,,,,,,,,,,,"Washington",5724,321,229
