GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA,A43AB
"G1200750","1980","Florida","12","120","Levy County","075","0750","LEVY COUNTY",7267,1801
"G1200770","1980","Florida","12","120","Liberty County","077","0770","LIBERTY COUNTY",1485,542
"G1200790","1980","Florida","12","120","Madison County","079","0790","MADISON COUNTY",4977,580
"G1200810","1980","Florida","12","120","Manatee County","081","0810","MANATEE COUNTY",61998,21588
"G1200830","1980","Florida","12","120","Marion County","083","0830","MARION COUNTY",45458,9887
"G1200850","1980","Florida","12","120","Martin County","085","0850","MARTIN COUNTY",25863,8139
"G1200870","1980","Florida","12","120","Monroe County","087","0870","MONROE COUNTY",26340,11748
"G1200890","1980","Florida","12","120","Nassau County","089","0890","NASSAU COUNTY",10976,2327
"G1200910","1980","Florida","12","120","Okaloosa County","091","0910","OKALOOSA COUNTY",37538,5561
"G1200930","1980","Florida","12","120","Okeechobee County","093","0930","OKEECHOBEE COUNTY",6981,2624
"G1200950","1980","Florida","12","120","Orange County","095","0950","ORANGE COUNTY",170754,13993
"G1200970","1980","Florida","12","120","Osceola County","097","0970","OSCEOLA COUNTY",18615,5210
"G1200990","1980","Florida","12","120","Palm Beach County","099","0990","PALM BEACH COUNTY",234339,61325
"G1201010","1980","Florida","12","120","Pasco County","101","1010","PASCO COUNTY",81346,19500
"G1201030","1980","Florida","12","120","Pinellas County","103","1030","PINELLAS COUNTY",319527,57525
"G1201050","1980","Florida","12","120","Polk County","105","1050","POLK COUNTY",114394,20479
"G1201070","1980","Florida","12","120","Putnam County","107","1070","PUTNAM COUNTY",18397,5248
"G1201090","1980","Florida","12","120","St. Johns County","109","1090","ST. JOHNS COUNTY",18623,4238
"G1201110","1980","Florida","12","120","St. Lucie County","111","1110","ST. LUCIE COUNTY",32506,8409
"G1201130","1980","Florida","12","120","Santa Rosa County","113","1130","SANTA ROSA COUNTY",18595,1761
"G1201150","1980","Florida","12","120","Sarasota County","115","1150","SARASOTA COUNTY",88739,24616
"G1201170","1980","Florida","12","120","Seminole County","117","1170","SEMINOLE COUNTY",63247,4907
"G1201190","1980","Florida","12","120","Sumter County","119","1190","SUMTER COUNTY",8582,2501
"G1201210","1980","Florida","12","120","Suwannee County","121","1210","SUWANNEE COUNTY",7739,1026
"G1201230","1980","Florida","12","120","Taylor County","123","1230","TAYLOR COUNTY",5826,1156
"G1201250","1980","Florida","12","120","Union County","125","1250","UNION COUNTY",2119,210
"G1201270","1980","Florida","12","120","Volusia County","127","1270","VOLUSIA COUNTY",105773,18654
"G1201290","1980","Florida","12","120","Wakulla County","129","1290","WAKULLA COUNTY",3730,1342
"G1201310","1980","Florida","12","120","Walton County","131","1310","WALTON COUNTY",8043,2875
"G1201330","1980","Florida","12","120","Washington County","133","1330","WASHINGTON COUNTY",5235,744
"G1300010","1980","Georgia","13","130","Appling County","001","0010","APPLING COUNTY",5117,691
"G1300030","1980","Georgia","13","130","Atkinson County","003","0030","ATKINSON COUNTY",2009,308
"G1300050","1980","Georgia","13","130","Bacon County","005","0050","BACON COUNTY",3116,298
"G1300070","1980","Georgia","13","130","Baker County","007","0070","BAKER COUNTY",1208,66
"G1300090","1980","Georgia","13","130","Baldwin County","009","0090","BALDWIN COUNTY",10151,2084
"G1300110","1980","Georgia","13","130","Banks County","011","0110","BANKS COUNTY",3034,247
"G1300130","1980","Georgia","13","130","Barrow County","013","0130","BARROW COUNTY",7314,462
"G1300150","1980","Georgia","13","130","Bartow County","015","0150","BARTOW COUNTY",13804,1032
"G1300170","1980","Georgia","13","130","Ben Hill County","017","0170","BEN HILL COUNTY",5670,531
"G1300190","1980","Georgia","13","130","Berrien County","019","0190","BERRIEN COUNTY",4653,468
"G1300210","1980","Georgia","13","130","Bibb County","021","0210","BIBB COUNTY",52580,2999
"G1300230","1980","Georgia","13","130","Bleckley County","023","0230","BLECKLEY COUNTY",3552,372
"G1300250","1980","Georgia","13","130","Brantley County","025","0250","BRANTLEY COUNTY",2784,369
"G1300270","1980","Georgia","13","130","Brooks County","027","0270","BROOKS COUNTY",4990,373
"G1300290","1980","Georgia","13","130","Bryan County","029","0290","BRYAN COUNTY",3214,297
"G1300310","1980","Georgia","13","130","Bulloch County","031","0310","BULLOCH COUNTY",11339,1343
"G1300330","1980","Georgia","13","130","Burke County","033","0330","BURKE COUNTY",6212,600
"G1300350","1980","Georgia","13","130","Butts County","035","0350","BUTTS COUNTY",3987,987
"G1300370","1980","Georgia","13","130","Calhoun County","037","0370","CALHOUN COUNTY",1833,130
"G1300390","1980","Georgia","13","130","Camden County","039","0390","CAMDEN COUNTY",4388,992
"G1300430","1980","Georgia","13","130","Candler County","043","0430","CANDLER COUNTY",2527,314
"G1300450","1980","Georgia","13","130","Carroll County","045","0450","CARROLL COUNTY",19002,1319
"G1300470","1980","Georgia","13","130","Catoosa County","047","0470","CATOOSA COUNTY",12648,753
"G1300490","1980","Georgia","13","130","Charlton County","049","0490","CHARLTON COUNTY",2226,280
"G1300510","1980","Georgia","13","130","Chatham County","051","0510","CHATHAM COUNTY",71323,6162
"G1300530","1980","Georgia","13","130","Chattahoochee County","053","0530","CHATTAHOOCHEE COUNTY",3012,189
"G1300550","1980","Georgia","13","130","Chattooga County","055","0550","CHATTOOGA COUNTY",7733,554
"G1300570","1980","Georgia","13","130","Cherokee County","057","0570","CHEROKEE COUNTY",16848,1046
"G1300590","1980","Georgia","13","130","Clarke County","059","0590","CLARKE COUNTY",26587,1015
"G1300610","1980","Georgia","13","130","Clay County","061","0610","CLAY COUNTY",1193,146
"G1300630","1980","Georgia","13","130","Clayton County","063","0630","CLAYTON COUNTY",50449,2565
"G1300650","1980","Georgia","13","130","Clinch County","065","0650","CLINCH COUNTY",2120,233
"G1300670","1980","Georgia","13","130","Cobb County","067","0670","COBB COUNTY",106595,6716
"G1300690","1980","Georgia","13","130","Coffee County","069","0690","COFFEE COUNTY",8905,889
"G1300710","1980","Georgia","13","130","Colquitt County","071","0710","COLQUITT COUNTY",12152,801
"G1300730","1980","Georgia","13","130","Columbia County","073","0730","COLUMBIA COUNTY",12834,1265
"G1300750","1980","Georgia","13","130","Cook County","075","0750","COOK COUNTY",4476,381
"G1300770","1980","Georgia","13","130","Coweta County","077","0770","COWETA COUNTY",13307,812
"G1300790","1980","Georgia","13","130","Crawford County","079","0790","CRAWFORD COUNTY",2357,216
"G1300810","1980","Georgia","13","130","Crisp County","081","0810","CRISP COUNTY",6559,824
"G1300830","1980","Georgia","13","130","Dade County","083","0830","DADE COUNTY",3998,295
"G1300850","1980","Georgia","13","130","Dawson County","085","0850","DAWSON COUNTY",1663,738
"G1300870","1980","Georgia","13","130","Decatur County","087","0870","DECATUR COUNTY",8315,750
"G1300890","1980","Georgia","13","130","DeKalb County","089","0890","DE KALB COUNTY",172922,8927
"G1300910","1980","Georgia","13","130","Dodge County","091","0910","DODGE COUNTY",5867,528
"G1300930","1980","Georgia","13","130","Dooly County","093","0930","DOOLY COUNTY",3529,243
"G1300950","1980","Georgia","13","130","Dougherty County","095","0950","DOUGHERTY COUNTY",33043,1696
"G1300970","1980","Georgia","13","130","Douglas County","097","0970","DOUGLAS COUNTY",16911,847
"G1300990","1980","Georgia","13","130","Early County","099","0990","EARLY COUNTY",4303,378
"G1301010","1980","Georgia","13","130","Echols County","101","1010","ECHOLS COUNTY",735,92
"G1301030","1980","Georgia","13","130","Effingham County","103","1030","EFFINGHAM COUNTY",5787,538
"G1301050","1980","Georgia","13","130","Elbert County","105","1050","ELBERT COUNTY",6554,496
"G1301070","1980","Georgia","13","130","Emanuel County","107","1070","EMANUEL COUNTY",6991,817
"G1301090","1980","Georgia","13","130","Evans County","109","1090","EVANS COUNTY",2859,332
"G1301110","1980","Georgia","13","130","Fannin County","111","1110","FANNIN COUNTY",5522,1208
"G1301130","1980","Georgia","13","130","Fayette County","113","1130","FAYETTE COUNTY",9208,411
"G1301150","1980","Georgia","13","130","Floyd County","115","1150","FLOYD COUNTY",28477,1769
"G1301170","1980","Georgia","13","130","Forsyth County","117","1170","FORSYTH COUNTY",9395,1574
"G1301190","1980","Georgia","13","130","Franklin County","119","1190","FRANKLIN COUNTY",5363,825
"G1301210","1980","Georgia","13","130","Fulton County","121","1210","FULTON COUNTY",225308,21149
"G1301230","1980","Georgia","13","130","Gilmer County","123","1230","GILMER COUNTY",3937,487
"G1301250","1980","Georgia","13","130","Glascock County","125","1250","GLASCOCK COUNTY",836,74
"G1301270","1980","Georgia","13","130","Glynn County","127","1270","GLYNN COUNTY",19826,2532
"G1301290","1980","Georgia","13","130","Gordon County","129","1290","GORDON COUNTY",10280,655
"G1301310","1980","Georgia","13","130","Grady County","131","1310","GRADY COUNTY",6620,506
"G1301330","1980","Georgia","13","130","Greene County","133","1330","GREENE COUNTY",3757,390
"G1301350","1980","Georgia","13","130","Gwinnett County","135","1350","GWINNETT COUNTY",55227,2915
"G1301370","1980","Georgia","13","130","Habersham County","137","1370","HABERSHAM COUNTY",8396,534
"G1301390","1980","Georgia","13","130","Hall County","139","1390","HALL COUNTY",26071,1885
"G1301410","1980","Georgia","13","130","Hancock County","141","1410","HANCOCK COUNTY",2791,371
"G1301430","1980","Georgia","13","130","Haralson County","143","1430","HARALSON COUNTY",6504,486
"G1301450","1980","Georgia","13","130","Harris County","145","1450","HARRIS COUNTY",5236,817
"G1301470","1980","Georgia","13","130","Hart County","147","1470","HART COUNTY",6286,1241
"G1301490","1980","Georgia","13","130","Heard County","149","1490","HEARD COUNTY",2204,255
"G1301510","1980","Georgia","13","130","Henry County","151","1510","HENRY COUNTY",11630,643
"G1301530","1980","Georgia","13","130","Houston County","153","1530","HOUSTON COUNTY",25509,1914
"G1301550","1980","Georgia","13","130","Irwin County","155","1550","IRWIN COUNTY",3013,328
"G1301570","1980","Georgia","13","130","Jackson County","157","1570","JACKSON COUNTY",8619,486
"G1301590","1980","Georgia","13","130","Jasper County","159","1590","JASPER COUNTY",2553,530
"G1301610","1980","Georgia","13","130","Jeff Davis County","161","1610","JEFF DAVIS COUNTY",3771,278
"G1301630","1980","Georgia","13","130","Jefferson County","163","1630","JEFFERSON COUNTY",5946,573
"G1301650","1980","Georgia","13","130","Jenkins County","165","1650","JENKINS COUNTY",2906,440
"G1301670","1980","Georgia","13","130","Johnson County","167","1670","JOHNSON COUNTY",2955,370
"G1301690","1980","Georgia","13","130","Jones County","169","1690","JONES COUNTY",5270,561
"G1301710","1980","Georgia","13","130","Lamar County","171","1710","LAMAR COUNTY",4010,322
"G1301730","1980","Georgia","13","130","Lanier County","173","1730","LANIER COUNTY",1822,214
"G1301750","1980","Georgia","13","130","Laurens County","175","1750","LAURENS COUNTY",12447,1037
"G1301770","1980","Georgia","13","130","Lee County","177","1770","LEE COUNTY",3642,235
"G1301790","1980","Georgia","13","130","Liberty County","179","1790","LIBERTY COUNTY",9629,1171
"G1301810","1980","Georgia","13","130","Lincoln County","181","1810","LINCOLN COUNTY",2185,904
"G1301830","1980","Georgia","13","130","Long County","183","1830","LONG COUNTY",1536,198
"G1301850","1980","Georgia","13","130","Lowndes County","185","1850","LOWNDES COUNTY",22609,1724
"G1301870","1980","Georgia","13","130","Lumpkin County","187","1870","LUMPKIN COUNTY",3388,447
"G1301890","1980","Georgia","13","130","McDuffie County","189","1890","MCDUFFIE COUNTY",6270,629
"G1301910","1980","Georgia","13","130","McIntosh County","191","1910","MCINTOSH COUNTY",2630,1013
"G1301930","1980","Georgia","13","130","Macon County","193","1930","MACON COUNTY",4371,306
"G1301950","1980","Georgia","13","130","Madison County","195","1950","MADISON COUNTY",6125,355
"G1301970","1980","Georgia","13","130","Marion County","197","1970","MARION COUNTY",1687,154
"G1301990","1980","Georgia","13","130","Meriwether County","199","1990","MERIWETHER COUNTY",6877,723
"G1302010","1980","Georgia","13","130","Miller County","201","2010","MILLER COUNTY",2405,157
"G1302050","1980","Georgia","13","130","Mitchell County","205","2050","MITCHELL COUNTY",6486,560
"G1302070","1980","Georgia","13","130","Monroe County","207","2070","MONROE COUNTY",4667,329
"G1302090","1980","Georgia","13","130","Montgomery County","209","2090","MONTGOMERY COUNTY",2214,326
"G1302110","1980","Georgia","13","130","Morgan County","211","2110","MORGAN COUNTY",3663,255
"G1302130","1980","Georgia","13","130","Murray County","213","2130","MURRAY COUNTY",6539,403
"G1302150","1980","Georgia","13","130","Muscogee County","215","2150","MUSCOGEE COUNTY",59112,4706
"G1302170","1980","Georgia","13","130","Newton County","217","2170","NEWTON COUNTY",10976,1068
"G1302190","1980","Georgia","13","130","Oconee County","219","2190","OCONEE COUNTY",4237,264
"G1302210","1980","Georgia","13","130","Oglethorpe County","221","2210","OGLETHORPE COUNTY",2947,202
"G1302230","1980","Georgia","13","130","Paulding County","223","2230","PAULDING COUNTY",8745,422
"G1302250","1980","Georgia","13","130","Peach County","225","2250","PEACH COUNTY",6180,460
"G1302270","1980","Georgia","13","130","Pickens County","227","2270","PICKENS COUNTY",4161,673
"G1302290","1980","Georgia","13","130","Pierce County","229","2290","PIERCE COUNTY",3928,369
"G1302310","1980","Georgia","13","130","Pike County","231","2310","PIKE COUNTY",2842,256
"G1302330","1980","Georgia","13","130","Polk County","233","2330","POLK COUNTY",11413,649
"G1302350","1980","Georgia","13","130","Pulaski County","235","2350","PULASKI COUNTY",3067,337
"G1302370","1980","Georgia","13","130","Putnam County","237","2370","PUTNAM COUNTY",3398,1861
"G1302390","1980","Georgia","13","130","Quitman County","239","2390","QUITMAN COUNTY",772,203
"G1302410","1980","Georgia","13","130","Rabun County","241","2410","RABUN COUNTY",3891,2271
"G1302430","1980","Georgia","13","130","Randolph County","243","2430","RANDOLPH COUNTY",3126,435
"G1302450","1980","Georgia","13","130","Richmond County","245","2450","RICHMOND COUNTY",59501,5345
"G1302470","1980","Georgia","13","130","Rockdale County","247","2470","ROCKDALE COUNTY",11592,571
"G1302490","1980","Georgia","13","130","Schley County","249","2490","SCHLEY COUNTY",1125,120
"G1302510","1980","Georgia","13","130","Screven County","251","2510","SCREVEN COUNTY",4769,738
"G1302530","1980","Georgia","13","130","Seminole County","253","2530","SEMINOLE COUNTY",3051,802
"G1302550","1980","Georgia","13","130","Spalding County","255","2550","SPALDING COUNTY",16177,860
"G1302570","1980","Georgia","13","130","Stephens County","257","2570","STEPHENS COUNTY",7787,784
"G1302590","1980","Georgia","13","130","Stewart County","259","2590","STEWART COUNTY",1891,198
"G1302610","1980","Georgia","13","130","Sumter County","261","2610","SUMTER COUNTY",9465,702
"G1302630","1980","Georgia","13","130","Talbot County","263","2630","TALBOT COUNTY",2086,301
"G1302650","1980","Georgia","13","130","Taliaferro County","265","2650","TALIAFERRO COUNTY",758,113
"G1302670","1980","Georgia","13","130","Tattnall County","267","2670","TATTNALL COUNTY",5590,761
"G1302690","1980","Georgia","13","130","Taylor County","269","2690","TAYLOR COUNTY",2653,212
"G1302710","1980","Georgia","13","130","Telfair County","271","2710","TELFAIR COUNTY",3907,475
"G1302730","1980","Georgia","13","130","Terrell County","273","2730","TERRELL COUNTY",3839,307
"G1302750","1980","Georgia","13","130","Thomas County","275","2750","THOMAS COUNTY",12789,1012
"G1302770","1980","Georgia","13","130","Tift County","277","2770","TIFT COUNTY",10737,270
"G1302790","1980","Georgia","13","130","Toombs County","279","2790","TOOMBS COUNTY",7672,823
"G1302810","1980","Georgia","13","130","Towns County","281","2810","TOWNS COUNTY",2024,1391
"G1302830","1980","Georgia","13","130","Treutlen County","283","2830","TREUTLEN COUNTY",2073,273
"G1302850","1980","Georgia","13","130","Troup County","285","2850","TROUP COUNTY",17455,891
"G1302870","1980","Georgia","13","130","Turner County","287","2870","TURNER COUNTY",3078,131
"G1302890","1980","Georgia","13","130","Twiggs County","289","2890","TWIGGS COUNTY",2812,333
"G1302910","1980","Georgia","13","130","Union County","291","2910","UNION COUNTY",3369,1020
"G1302930","1980","Georgia","13","130","Upson County","293","2930","UPSON COUNTY",9170,571
"G1302950","1980","Georgia","13","130","Walker County","295","2950","WALKER COUNTY",19634,1284
"G1302970","1980","Georgia","13","130","Walton County","297","2970","WALTON COUNTY",10006,436
"G1302990","1980","Georgia","13","130","Ware County","299","2990","WARE COUNTY",12788,1006
"G1303010","1980","Georgia","13","130","Warren County","301","3010","WARREN COUNTY",2110,215
"G1303030","1980","Georgia","13","130","Washington County","303","3030","WASHINGTON COUNTY",6076,551
"G1303050","1980","Georgia","13","130","Wayne County","305","3050","WAYNE COUNTY",6879,764
"G1303070","1980","Georgia","13","130","Webster County","307","3070","WEBSTER COUNTY",756,74
"G1303090","1980","Georgia","13","130","Wheeler County","309","3090","WHEELER COUNTY",1733,189
"G1303110","1980","Georgia","13","130","White County","311","3110","WHITE COUNTY",3499,592
"G1303130","1980","Georgia","13","130","Whitfield County","313","3130","WHITFIELD COUNTY",22466,1376
"G1303150","1980","Georgia","13","130","Wilcox County","315","3150","WILCOX COUNTY",2596,199
"G1303170","1980","Georgia","13","130","Wilkes County","317","3170","WILKES COUNTY",3880,316
"G1303190","1980","Georgia","13","130","Wilkinson County","319","3190","WILKINSON COUNTY",3350,451
"G1303210","1980","Georgia","13","130","Worth County","321","3210","WORTH COUNTY",5811,590
"G1500010","1980","Hawaii","15","150","Hawaii County","001","0010","HAWAII COUNTY",29237,4978
"G1500030","1980","Hawaii","15","150","Honolulu County","003","0030","HONOLULU COUNTY",230214,21824
"G1500050","1980","Hawaii","15","150","Kalawao County","005","0050","KALAWAO COUNTY",71,50
"G1500070","1980","Hawaii","15","150","Kauai County","007","0070","KAUAI COUNTY",12020,2808
"G1500090","1980","Hawaii","15","150","Maui County","009","0090","MAUI COUNTY",22510,10523
"G1600010","1980","Idaho","16","160","Ada County","001","0010","ADA COUNTY",63139,4696
"G1600030","1980","Idaho","16","160","Adams County","003","0030","ADAMS COUNTY",1212,368
"G1600050","1980","Idaho","16","160","Bannock County","005","0050","BANNOCK COUNTY",22489,2330
"G1600070","1980","Idaho","16","160","Bear Lake County","007","0070","BEAR LAKE COUNTY",2211,581
"G1600090","1980","Idaho","16","160","Benewah County","009","0090","BENEWAH COUNTY",2932,567
"G1600110","1980","Idaho","16","160","Bingham County","011","0110","BINGHAM COUNTY",10772,1312
"G1600130","1980","Idaho","16","160","Blaine County","013","0130","BLAINE COUNTY",3978,3341
"G1600150","1980","Idaho","16","160","Boise County","015","0150","BOISE COUNTY",1107,1265
"G1600170","1980","Idaho","16","160","Bonner County","017","0170","BONNER COUNTY",8814,4241
"G1600190","1980","Idaho","16","160","Bonneville County","019","0190","BONNEVILLE COUNTY",21307,2185
"G1600210","1980","Idaho","16","160","Boundary County","021","0210","BOUNDARY COUNTY",2479,276
"G1600230","1980","Idaho","16","160","Butte County","023","0230","BUTTE COUNTY",1072,208
"G1600250","1980","Idaho","16","160","Camas County","025","0250","CAMAS COUNTY",291,236
"G1600270","1980","Idaho","16","160","Canyon County","027","0270","CANYON COUNTY",28458,2158
"G1600290","1980","Idaho","16","160","Caribou County","029","0290","CARIBOU COUNTY",2674,431
"G1600310","1980","Idaho","16","160","Cassia County","031","0310","CASSIA COUNTY",6119,891
"G1600330","1980","Idaho","16","160","Clark County","033","0330","CLARK COUNTY",262,183
"G1600350","1980","Idaho","16","160","Clearwater County","035","0350","CLEARWATER COUNTY",3636,476
"G1600370","1980","Idaho","16","160","Custer County","037","0370","CUSTER COUNTY",1237,863
"G1600390","1980","Idaho","16","160","Elmore County","039","0390","ELMORE COUNTY",6832,1223
"G1600410","1980","Idaho","16","160","Franklin County","041","0410","FRANKLIN COUNTY",2662,385
"G1600430","1980","Idaho","16","160","Fremont County","043","0430","FREMONT COUNTY",3277,2099
"G1600450","1980","Idaho","16","160","Gem County","045","0450","GEM COUNTY",4219,359
"G1600470","1980","Idaho","16","160","Gooding County","047","0470","GOODING COUNTY",4143,448
"G1600490","1980","Idaho","16","160","Idaho County","049","0490","IDAHO COUNTY",5150,1194
"G1600510","1980","Idaho","16","160","Jefferson County","051","0510","JEFFERSON COUNTY",4437,557
"G1600530","1980","Idaho","16","160","Jerome County","053","0530","JEROME COUNTY",5084,447
"G1600550","1980","Idaho","16","160","Kootenai County","055","0550","KOOTENAI COUNTY",21404,5555
"G1600570","1980","Idaho","16","160","Latah County","057","0570","LATAH COUNTY",10256,757
"G1600590","1980","Idaho","16","160","Lemhi County","059","0590","LEMHI COUNTY",2681,771
"G1600610","1980","Idaho","16","160","Lewis County","061","0610","LEWIS COUNTY",1510,297
"G1600630","1980","Idaho","16","160","Lincoln County","063","0630","LINCOLN COUNTY",1185,158
"G1600650","1980","Idaho","16","160","Madison County","065","0650","MADISON COUNTY",5009,528
"G1600670","1980","Idaho","16","160","Minidoka County","067","0670","MINIDOKA COUNTY",6192,684
"G1600690","1980","Idaho","16","160","Nez Perce County","069","0690","NEZ PERCE COUNTY",12490,1017
"G1600710","1980","Idaho","16","160","Oneida County","071","0710","ONEIDA COUNTY",1094,381
"G1600730","1980","Idaho","16","160","Owyhee County","073","0730","OWYHEE COUNTY",2646,369
"G1600750","1980","Idaho","16","160","Payette County","075","0750","PAYETTE COUNTY",5576,538
"G1600770","1980","Idaho","16","160","Power County","077","0770","POWER COUNTY",2195,363
"G1600790","1980","Idaho","16","160","Shoshone County","079","0790","SHOSHONE COUNTY",6870,803
"G1600810","1980","Idaho","16","160","Teton County","081","0810","TETON COUNTY",891,354
"G1600830","1980","Idaho","16","160","Twin Falls County","083","0830","TWIN FALLS COUNTY",18888,1640
"G1600850","1980","Idaho","16","160","Valley County","085","0850","VALLEY COUNTY",2063,3044
"G1600870","1980","Idaho","16","160","Washington County","087","0870","WASHINGTON COUNTY",3164,441
"G1700010","1980","Illinois","17","170","Adams County","001","0010","ADAMS COUNTY",26423,2161
"G1700030","1980","Illinois","17","170","Alexander County","003","0030","ALEXANDER COUNTY",4754,512
"G1700050","1980","Illinois","17","170","Bond County","005","0050","BOND COUNTY",5839,539
"G1700070","1980","Illinois","17","170","Boone County","007","0070","BOONE COUNTY",9714,346
"G1700090","1980","Illinois","17","170","Brown County","009","0090","BROWN COUNTY",2099,286
"G1700110","1980","Illinois","17","170","Bureau County","011","0110","BUREAU COUNTY",14252,908
"G1700130","1980","Illinois","17","170","Calhoun County","013","0130","CALHOUN COUNTY",2094,932
"G1700150","1980","Illinois","17","170","Carroll County","015","0150","CARROLL COUNTY",6960,662
"G1700170","1980","Illinois","17","170","Cass County","017","0170","CASS COUNTY",5658,423
"G1700190","1980","Illinois","17","170","Champaign County","019","0190","CHAMPAIGN COUNTY",58405,4113
"G1700210","1980","Illinois","17","170","Christian County","021","0210","CHRISTIAN COUNTY",13685,918
"G1700230","1980","Illinois","17","170","Clark County","023","0230","CLARK COUNTY",6485,762
"G1700250","1980","Illinois","17","170","Clay County","025","0250","CLAY COUNTY",5800,683
"G1700270","1980","Illinois","17","170","Clinton County","027","0270","CLINTON COUNTY",10768,1130
"G1700290","1980","Illinois","17","170","Coles County","029","0290","COLES COUNTY",18617,1461
"G1700310","1980","Illinois","17","170","Cook County","031","0310","COOK COUNTY",1879117,115101
"G1700330","1980","Illinois","17","170","Crawford County","033","0330","CRAWFORD COUNTY",8050,651
"G1700350","1980","Illinois","17","170","Cumberland County","035","0350","CUMBERLAND COUNTY",4001,406
"G1700370","1980","Illinois","17","170","DeKalb County","037","0370","DE KALB COUNTY",24353,940
"G1700390","1980","Illinois","17","170","De Witt County","039","0390","DE WITT COUNTY",6841,486
"G1700410","1980","Illinois","17","170","Douglas County","041","0410","DOUGLAS COUNTY",7195,543
"G1700430","1980","Illinois","17","170","DuPage County","043","0430","DU PAGE COUNTY",222014,12796
"G1700450","1980","Illinois","17","170","Edgar County","045","0450","EDGAR COUNTY",8332,789
"G1700470","1980","Illinois","17","170","Edwards County","047","0470","EDWARDS COUNTY",3106,297
"G1700490","1980","Illinois","17","170","Effingham County","049","0490","EFFINGHAM COUNTY",10637,1044
"G1700510","1980","Illinois","17","170","Fayette County","051","0510","FAYETTE COUNTY",7987,935
"G1700530","1980","Illinois","17","170","Ford County","053","0530","FORD COUNTY",5739,590
"G1700550","1980","Illinois","17","170","Franklin County","055","0550","FRANKLIN COUNTY",16978,1955
"G1700570","1980","Illinois","17","170","Fulton County","057","0570","FULTON COUNTY",16274,1257
"G1700590","1980","Illinois","17","170","Gallatin County","059","0590","GALLATIN COUNTY",2828,362
"G1700610","1980","Illinois","17","170","Greene County","061","0610","GREENE COUNTY",6193,623
"G1700630","1980","Illinois","17","170","Grundy County","063","0630","GRUNDY COUNTY",10770,759
"G1700650","1980","Illinois","17","170","Hamilton County","065","0650","HAMILTON COUNTY",3641,536
"G1700670","1980","Illinois","17","170","Hancock County","067","0670","HANCOCK COUNTY",8876,1129
"G1700690","1980","Illinois","17","170","Hardin County","069","0690","HARDIN COUNTY",2080,395
"G1700710","1980","Illinois","17","170","Henderson County","071","0710","HENDERSON COUNTY",3376,881
"G1700730","1980","Illinois","17","170","Henry County","073","0730","HENRY COUNTY",20527,1134
"G1700750","1980","Illinois","17","170","Iroquois County","075","0750","IROQUOIS COUNTY",12060,1426
"G1700770","1980","Illinois","17","170","Jackson County","077","0770","JACKSON COUNTY",22558,1917
"G1700790","1980","Illinois","17","170","Jasper County","079","0790","JASPER COUNTY",4000,433
"G1700810","1980","Illinois","17","170","Jefferson County","081","0810","JEFFERSON COUNTY",13963,1410
"G1700830","1980","Illinois","17","170","Jersey County","083","0830","JERSEY COUNTY",6817,1131
"G1700850","1980","Illinois","17","170","Jo Daviess County","085","0850","JO DAVIESS COUNTY",8328,1348
"G1700870","1980","Illinois","17","170","Johnson County","087","0870","JOHNSON COUNTY",3302,885
"G1700890","1980","Illinois","17","170","Kane County","089","0890","KANE COUNTY",93729,4818
"G1700910","1980","Illinois","17","170","Kankakee County","091","0910","KANKAKEE COUNTY",34930,2657
"G1700930","1980","Illinois","17","170","Kendall County","093","0930","KENDALL COUNTY",12042,476
"G1700950","1980","Illinois","17","170","Knox County","095","0950","KNOX COUNTY",22837,1797
"G1700970","1980","Illinois","17","170","Lake County","097","0970","LAKE COUNTY",139715,10781
"G1700990","1980","Illinois","17","170","LaSalle County","099","0990","LA SALLE COUNTY",40970,2530
"G1701010","1980","Illinois","17","170","Lawrence County","101","1010","LAWRENCE COUNTY",6754,604
"G1701030","1980","Illinois","17","170","Lee County","103","1030","LEE COUNTY",12649,709
"G1701050","1980","Illinois","17","170","Livingston County","105","1050","LIVINGSTON COUNTY",14077,907
"G1701070","1980","Illinois","17","170","Logan County","107","1070","LOGAN COUNTY",11290,753
"G1701090","1980","Illinois","17","170","McDonough County","109","1090","MCDONOUGH COUNTY",12523,1412
"G1701110","1980","Illinois","17","170","McHenry County","111","1110","MCHENRY COUNTY",49078,3898
"G1701130","1980","Illinois","17","170","McLean County","113","1130","MCLEAN COUNTY",41702,3712
"G1701150","1980","Illinois","17","170","Macon County","115","1150","MACON COUNTY",48294,3313
"G1701170","1980","Illinois","17","170","Macoupin County","117","1170","MACOUPIN COUNTY",18167,1914
"G1701190","1980","Illinois","17","170","Madison County","119","1190","MADISON COUNTY",89006,4676
"G1701210","1980","Illinois","17","170","Marion County","121","1210","MARION COUNTY",16437,1379
"G1701230","1980","Illinois","17","170","Marshall County","123","1230","MARSHALL COUNTY",5178,509
"G1701250","1980","Illinois","17","170","Mason County","125","1250","MASON COUNTY",7210,1265
"G1701270","1980","Illinois","17","170","Massac County","127","1270","MASSAC COUNTY",5731,486
"G1701290","1980","Illinois","17","170","Menard County","129","1290","MENARD COUNTY",4197,410
"G1701310","1980","Illinois","17","170","Mercer County","131","1310","MERCER COUNTY",6786,819
"G1701330","1980","Illinois","17","170","Monroe County","133","1330","MONROE COUNTY",7013,433
